Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,kc_middle,kc_upper,kc_lower,rsi_14,buy_price,sell_price,bb_kc_rsi_signal,position
2020-01-28,558.8752435009552,538.7377294282205,542.5283203125,3689004,556.9806911385933,523.8336044311524,490.68651772371135,527.5303841944191,552.0251551421147,503.0356132467234,70.02609354591553,,542.5283203125,-1,0
2020-01-29,550.2990513906715,542.1966748227937,547.5034790039062,1934080,559.7130775502192,525.7833908081054,491.8537040659917,529.0140257585665,552.5779417126378,505.4501098044953,72.03409267709841,,,0,0
2020-01-30,556.7904378457805,534.3311740420801,538.1217651367188,2901951,560.7766525429327,527.1100967407226,493.44354093851257,529.6729967989068,555.6056392070292,503.7403543907843,63.40782451505689,,,0,0
2020-01-31,546.7927420953476,535.7052520481524,537.4584350585938,2352196,560.9978345249265,528.7400527954102,496.48227106589394,530.2226993225534,555.7430328152682,504.7023658298385,62.834873098666186,,,0,0
2020-02-03,536.1316488799497,507.1810252322137,529.4507446289062,3818209,558.962511882403,530.3605316162109,501.75855135001876,530.169419082564,559.4968823953634,500.8419557697646,56.229444455884206,,,0,0
2020-02-04,548.4984940282461,529.5455394464834,546.697998046875,2793702,558.1262480134593,532.7414932250977,507.356738436736,531.2863174570233,561.5583982146917,501.01423669935485,64.8100234374491,,,0,0
2020-02-05,558.9700587578221,547.1718893484533,553.7579956054688,3320830,556.4866594595917,535.5702239990235,514.6537885384553,532.7751050996517,562.4348247726012,503.1153854267021,67.6091715555167,,,0,0
2020-02-06,558.3066612651686,545.8924417874588,549.77783203125,2207104,556.3244474617032,537.4134002685547,518.5023530754062,533.880960190094,563.0277235145305,504.7341968656575,64.49451108901967,,,0,0
2020-02-07,551.0571288443517,531.9146340388014,539.3062744140625,4083215,555.0362069611111,538.4795013427735,521.9227957244358,534.2277800177413,564.3388317778824,504.11672825760024,57.048186117648164,,,0,0
2020-02-10,537.3162053530278,498.5100233984561,500.7370300292969,9648880,560.3304683818726,537.2215011596679,514.1125339374632,532.1211954215332,567.6348623355458,496.60752850752067,39.12859737261049,,,0,0
2020-02-11,509.55019113862863,495.3354753239365,496.6147766113281,5404802,564.7854748438365,535.3996459960938,506.0138171483511,529.921439708995,564.6953228014768,495.1475566165132,37.76327839202249,,,0,0
2020-02-12,506.3281842776436,496.4726823227456,503.2009582519531,3426829,566.1717184606489,533.5635787963868,500.95543913212464,528.2894005345813,561.4972482610352,495.0815528081274,41.2881960220034,,,0,0
2020-02-13,509.8344679818203,500.64227362682226,505.664794921875,3392352,566.7827177277105,531.9596817016602,497.1366456756099,526.9258819425827,558.5986748380258,495.2530890471396,42.59795836149083,,,0,0
2020-02-14,508.83951072607823,493.39286276098363,495.61981201171875,3507540,567.9554215133954,529.7658798217774,491.57633813015934,525.062722247926,556.6550797391286,493.47036475672337,38.79784423250541,,,0,0
2020-02-17,497.8941325982654,488.986220941311,495.3828430175781,2652464,568.5991289184332,527.6597290039062,486.7203290893794,523.3171087597776,553.4924002034987,493.1418173160565,38.71011197812635,,,0,0
2020-02-18,497.42033895319463,487.18569673767206,495.809326171875,2868873,569.596340049105,526.257211303711,482.91808255831694,521.717159002846,550.8969303286649,492.537387677027,38.97755810722803,,,0,0
2020-02-19,501.9216213450166,494.4825522864699,498.8417663574219,1952880,570.0123190671493,524.9684127807617,479.92450649437416,520.4005285876613,548.1171747237491,492.6838824515734,40.95060754465017,,,0,0
2020-02-20,505.0962155294098,495.61973869020886,497.37286376953125,2077458,569.28954459238,522.9949325561523,476.70032051992456,519.0881755113429,545.9103157949461,492.26603522773974,40.27135686232411,,,0,0
2020-02-24,494.6721441714103,484.3427890905114,486.3328552246094,1911411,568.8917783650226,520.4102264404297,471.92867451583686,517.2387718143145,543.9832966789136,490.49424694971555,35.504673013386224,,,0,0
2020-02-25,492.3029692982198,479.6044961821134,482.3052978515625,2105613,566.6231498315241,517.1242584228515,467.62536701417895,515.2836742245225,541.8911911160925,488.6761573329526,33.92698070919158,,,0,0
2020-02-26,485.6220917152556,473.823865886711,476.66680908203125,3058370,564.9506880569398,513.8311828613281,462.7116776657164,513.1403219478548,539.4422149246685,486.838428971041,31.796756673243436,,,0,0
2020-02-27,477.61445520279256,462.025638499736,467.6641540527344,6039260,562.3379849911563,509.8392166137695,457.3404482363827,510.6360016858876,537.432042249504,483.83996112227123,28.69840698752894,467.6641540527344,,1,1
2020-02-28,459.60914062417584,429.8530082316654,433.12237548828125,8613275,565.5048933893971,504.58924713134763,443.6736008732982,506.39898041337085,538.1368117498971,474.6611490768446,20.46042241865665,,,0,1
2020-03-02,447.71618439987566,421.08727723674866,434.30694580078125,9225488,565.8483916858833,499.43167266845705,433.01495365103085,502.485870586538,536.3991411533287,468.5726000197472,21.294809155478276,,,0,1
2020-03-03,446.34205521898036,431.41660432789985,441.8407287597656,4582866,564.6135695801678,495.051171875,425.48877416983225,499.21587006580836,532.7189255964803,465.7128145351365,26.57063927243358,,,0,1
2020-03-04,452.0279728503174,433.5488418847384,449.8009948730469,5912943,558.1004133633087,490.2063217163086,422.3122300693085,496.56809235535565,530.4197107702306,462.7164739404806,31.77458521472211,,,0,1
2020-03-05,457.24006510501727,444.4468197601101,454.20758056640625,4081050,547.9012432189767,485.22880096435546,422.55635870973424,494.31176156553204,527.330323409238,461.2931997218261,34.54023257804033,,,0,1
2020-03-06,448.94810273642247,432.60117973441027,446.3420715332031,4502562,537.1218307908102,480.0570129394531,422.99219508809597,491.77100303375624,525.8162471442816,457.72575892323084,32.04335154002561,,,0,1
2020-03-09,441.319589456901,417.91267736530006,438.9504699707031,4540694,527.6421590736323,475.03922271728516,422.436286360938,488.98819447037226,525.3294014932213,452.64698744752314,29.858898214255674,,,0,1
2020-03-11,445.06276361253606,426.1572081986792,427.9577331542969,5104905,526.5269548052694,471.40025787353517,416.2735609418009,485.78905642836986,522.2781004077514,449.3000124489884,26.91971134172664,,,0,1
2020-03-12,413.12701189300014,378.72738423758074,401.1866455078125,9408350,528.6541065995931,466.62885131835935,404.6035960371256,481.3754908241309,524.0938044443521,438.65717720390967,21.39600097139953,,,0,1
2020-03-13,426.2045428280419,327.5544138458401,406.3987121582031,6230411,526.8320368286624,461.7887390136719,396.7454411986814,477.48179177447867,535.730335211171,419.23324833778634,24.638205152401355,,,0,1
2020-03-16,406.1618136179495,368.44541747040705,371.2883605957031,3156508,528.2788529213851,455.0699172973633,381.8609816733415,471.9906309330618,532.0123813187532,411.9688805473704,18.96369293745134,,,0,1
2020-03-17,386.64030440426524,350.5823169953142,353.8516845703125,4526913,531.4002779534185,447.981510925293,364.5627438971674,465.90666232897513,527.1423962178886,404.67092844006163,16.883962488102654,,,0,1
2020-03-18,363.6124786507846,321.3473802634819,328.26519775390625,6595508,535.5888615080313,439.62562866210936,343.6623958161875,458.8457368601054,522.4188205332475,395.2726531869632,14.39006530688367,,,0,1
2020-03-19,314.42952394907365,286.1896314832611,297.7509460449219,10486153,540.9388921034008,429.7227096557617,318.5065272081226,450.61197287814485,516.2491429747288,384.9748027815609,12.095480825005467,,,0,1
