Date,High,Low,Close,Volume,%k,%d,macd,macd_signal,macd_hist,buy_price,sell_price,stoch_macd_signal,position
2020-01-22,119.3057096078759,114.24987754692921,114.81828308105469,19096395,4.016899727538275,17.957401906318246,-1.5926386694063694,-0.865460962133991,-0.7271777072723784,,,0,1
2020-01-23,116.79274870137968,113.59172336300065,114.13021087646484,16369722,3.6363386790385497,11.826486475891642,-2.1345775932406497,-1.1192842883553227,-1.015293304885327,,,0,1
2020-01-24,117.4509095134495,114.96786141259192,116.04484558105469,10626281,16.565626839761318,8.072955082112715,-2.382113553220563,-1.3718501413283708,-1.0102634118921923,,,0,1
2020-01-27,116.67310525462645,114.87813440455527,115.68587493896484,7195361,14.141543090682132,11.447836203160668,-2.577541224901765,-1.6129883580430497,-0.9645528668587151,,,0,1
2020-01-28,116.22432763109853,112.72413187295734,113.1728744506836,10274562,2.8625907274474978,11.189920219296981,-2.9017476593308515,-1.87074021830061,-1.0310074410302414,,,0,1
2020-01-29,115.4764212377741,112.48480410726182,114.3096923828125,10602818,11.46615932448231,9.49009771420398,-3.0320008693908562,-2.1029923485186597,-0.9290085208721965,114.3096923828125,,1,1
2020-01-30,115.08753939677845,112.18566650464774,112.45491027832031,10859103,1.6605056737001085,5.329751908543305,-3.247458214731921,-2.331885521761312,-0.915572692970609,,,0,1
2020-01-31,113.35241673835597,107.69825991856996,108.71540832519531,35281395,4.913292421584481,6.0133191399223,-3.6775636044680056,-2.601021138302651,-1.0765424661653547,,,0,1
2020-02-03,107.36916361521334,103.00139969554156,106.8905029296875,15284598,15.312134219491977,7.295310771592189,-4.11820770370953,-2.904458451384027,-1.2137492523255027,,,0,1
2020-02-04,109.49321544072399,107.54866380038325,109.19405364990234,10043759,25.52405521954666,15.249827286874373,-4.23275151086213,-3.1701170632796476,-1.0626344475824823,,,0,1
2020-02-05,110.09150983100157,106.80073100453141,107.24947357177734,9468632,18.48946684426113,19.775218761099925,-4.429380522574434,-3.421969755138605,-1.0074107674358288,,,0,1
2020-02-06,108.65557442429626,106.65118661995389,107.6683349609375,6917941,20.717177119629323,21.57689972781237,-4.499543876517748,-3.637484579414434,-0.8620592971033143,,,0,1
2020-02-07,111.31811121706569,106.5614402686994,110.71978759765625,13470302,38.972864306281785,26.059836090057416,-4.259817588769067,-3.7619511812853608,-0.4978664074837065,,,0,1
2020-02-10,110.68987192684928,106.29218957949952,107.01018524169922,19665611,24.587275191113594,28.09243887234157,-4.319375612930983,-3.8734360676144854,-0.4459395453164978,,,0,1
2020-02-11,108.5957335202106,105.45453461673344,107.30934143066406,16397703,29.813756933010065,31.124632143468478,-4.292949917494468,-3.9573388375904823,-0.33561107990398575,,,0,1
2020-02-12,109.7325287375047,106.6212482928609,107.87773132324219,14669421,33.74738443830919,29.38280552081095,-4.177981875023804,-4.001467445077147,-0.176514429946657,,,0,1
2020-02-13,108.2666585229485,105.21521350184629,106.38194274902344,11781999,24.726564208629355,29.429235193316206,-4.159617034279066,-4.03309736291753,-0.1265196713615353,,,0,1
