Date,High,Low,Close,Volume,st,s_upt,st_dt,buy_price,sell_price,st_signal,position
2020-01-02,257.4806226358399,252.41465680031885,256.9693908691406,10780926,278.1062813841304,,278.1062813841304,,,0,1
2020-01-03,256.9693673565197,251.6710187723701,253.25123596191406,5943349,274.82358829404734,,274.82358829404734,,,0,1
2020-01-06,251.67105371047555,243.81648870212862,245.62908935546875,4529599,270.48438400921253,,270.48438400921253,,,0,1
2020-01-07,251.1132835985919,244.56008861795186,246.55857849121094,4465297,269.8384194675572,,269.8384194675572,,,0,1
2020-01-08,245.86146150134857,238.88996448335192,244.0023956298828,8088132,264.58703795164234,,264.58703795164234,,,0,1
2020-01-09,259.5255740482771,248.8359466447436,258.5030822753906,13317832,264.58703795164234,,264.58703795164234,,,0,1
2020-01-10,260.2692553128755,255.62159003943125,258.3172302246094,7625227,264.58703795164234,,264.58703795164234,,,0,1
2020-01-13,260.1762463824925,255.9933484394714,258.9678649902344,4540953,264.58703795164234,,264.58703795164234,,,0,1
2020-01-14,263.9873623110184,258.41016451571517,261.1058044433594,7428691,264.58703795164234,,264.58703795164234,,,0,1
2020-01-15,263.4295914297346,256.7834375432107,262.593017578125,5538475,264.58703795164234,,264.58703795164234,,,0,1
2020-01-16,262.91839798833513,256.69051593790925,257.89892578125,4791447,264.58703795164234,,264.58703795164234,,,0,1
2020-01-17,259.850869864262,253.62301743677992,254.08778381347656,4733742,264.58703795164234,,264.58703795164234,,,0,1
2020-01-20,255.62153373572824,249.71899446513953,252.22874450683594,3823115,264.58703795164234,,264.58703795164234,,,0,1
2020-01-21,251.81045293184198,245.7220238805082,248.41766357421875,4799667,264.58703795164234,,264.58703795164234,,,0,1
2020-01-22,250.32314274150482,246.09378033749672,247.11627197265625,3334351,264.58703795164234,,264.58703795164234,,,0,1
2020-01-23,249.99788224357317,245.48964205128806,247.8599395751953,3529142,264.58703795164234,,264.58703795164234,,,0,1
2020-01-24,254.59907140832834,246.60508229970304,252.74000549316406,5991335,264.58703795164234,,264.58703795164234,,,0,1
2020-01-27,247.16277696546985,240.09832169424965,244.28121948242188,17151836,264.58703795164234,,264.58703795164234,,,0,1
2020-01-28,243.30523905814803,233.87048570027648,237.26327514648438,11168567,261.01565591599694,,261.01565591599694,,,0,1
2020-01-29,245.95441023896507,240.09833596714876,242.84046936035156,7832991,261.01565591599694,,261.01565591599694,,,0,1
2020-01-30,243.63057937416795,237.26327331978737,238.84349060058594,5511254,261.01565591599694,,261.01565591599694,,,0,1
2020-01-31,240.74899973371677,231.54663051383835,233.03387451171875,6329214,259.1045624571107,,259.1045624571107,,,0,1
2020-02-03,235.1718262204119,226.57364680326245,233.77752685546875,7021154,254.11661611291237,,254.11661611291237,,,0,1
2020-02-04,241.399711545748,231.174835205143,240.14483642578125,5839343,254.11661611291237,,254.11661611291237,,,0,1
2020-02-05,252.5075912908733,238.28575013060996,250.27671813964844,7218905,254.11661611291237,,254.11661611291237,,,0,1
2020-02-06,257.9453891026916,248.88244299908354,256.9693908691406,8567243,227.43976750948516,227.43976750948516,,256.9693908691406,,1,1
2020-02-07,260.26921465691703,253.5301010631219,259.6185302734375,5258442,231.48785006986753,231.48785006986753,,,,0,1
2020-02-10,260.08333735509865,253.9484418878304,258.3172302246094,4972983,232.28395144501076,232.28395144501076,,,,0,1
2020-02-11,272.8178995768229,258.9678653739393,268.4026184082031,10958494,239.35083984207313,239.35083984207313,,,,0,1
2020-02-12,274.5840035527195,268.1702324364955,273.0038146972656,9119052,245.53525654219922,245.53525654219922,,,,0,1
2020-02-13,273.8403828575681,268.0772678496938,272.678466796875,6220243,245.93312056644356,245.93312056644356,,,,0,1
2020-02-14,275.83886929494633,267.9843054778747,268.7744140625,6086218,247.02477307706314,247.02477307706314,,,,0,1
2020-02-17,270.4011252403748,265.1957351286018,267.84490966796875,6084235,247.02477307706314,247.02477307706314,,,,0,1
2020-02-18,268.77446177981807,261.2917324626462,264.7309875488281,5463097,247.02477307706314,247.02477307706314,,,,0,1
2020-02-19,269.5645467137345,260.1762585513202,261.059326171875,4952306,247.02477307706314,247.02477307706314,,,,0,1
2020-02-20,265.707008407439,257.4806358486042,261.9423828125,6960354,247.02477307706314,247.02477307706314,,,,0,1
2020-02-24,258.36368586400675,237.9604269703017,240.7025604248047,10565578,276.9173129845642,,276.9173129845642,,240.7025604248047,-1,0
2020-02-25,247.99937344390386,240.19130253470556,244.09535217285156,9928181,272.3538818939858,,272.3538818939858,,,0,0
2020-02-26,245.117832975563,237.54213145719064,242.4221649169922,8111249,269.0743063494624,,269.0743063494624,,,0,0
2020-02-27,240.74902222093638,230.8030229813367,234.3352508544922,10258174,264.180247300576,,264.180247300576,,,0,0
2020-02-28,228.20032165165225,216.25581849056078,219.0908966064453,10723581,253.02452966414617,,253.02452966414617,,,0,0
2020-03-02,229.1298756700881,214.58269045410796,218.44024658203125,10865535,253.02452966414617,,253.02452966414617,,,0,0
