Date,High,Low,Close,Volume,obv,macd,macd_signal,macd_hist,rsi_14,buy_price,sell_price,obv_macd_rsi_signal,position
2020-01-07,1381.3283487843082,1354.1798121201439,1357.01904296875,722370,-2234890,-6.802131321927618,-2.2639828479118655,-4.5381484740157525,0.0,,,0,0
2020-01-08,1372.1412750803438,1340.838444468812,1366.5625,394880,-1840010,-8.119606778779826,-3.435107634085458,-4.684499144694367,19.49130138477345,,,0,0
2020-01-09,1393.5066906948482,1372.141170735302,1390.5107421875,557080,-1282930,-7.148884676982789,-4.177863042664924,-2.9710216343178644,47.2674577569594,,,0,0
2020-01-10,1397.675273541743,1383.5597967837953,1394.536865234375,392740,-890190,-5.985706437624913,-4.539431721656922,-1.4462747159679905,50.36767446288558,,,0,0
2020-01-13,1400.4291941150723,1386.479822875042,1391.9161376953125,269900,-1160090,-5.2152321627525,-4.674591809876038,-0.5406403528764621,48.37404140244039,,,0,0
2020-01-14,1414.3975267719986,1387.0496128187172,1411.890625,503780,-656310,-2.9587449867633495,-4.331422445253501,1.372677458490151,61.033677015551795,,,0,0
2020-01-15,1419.6202161157585,1397.670712816737,1411.093017578125,414680,-1070990,-1.2207508399499147,-3.709288124192784,2.4885372842428692,60.3967859832469,,,0,0
2020-01-16,1462.161343393337,1409.9440194261942,1458.068603515625,2032080,961090,3.902177365131365,-2.1869950263279545,6.08917239145932,76.16928205625179,,,0,0
2020-01-17,1481.342704303298,1458.424614152915,1466.09716796875,963990,1925080,8.511853580585239,-0.04722530494531596,8.559078885530555,77.79683546224169,,,0,0
2020-01-20,1469.890734655112,1446.2225561145528,1463.9891357421875,687700,1237380,11.858259969712662,2.33387174998628,9.524388219726383,76.32290483260105,,,0,0
2020-01-21,1471.9987431438772,1443.3594211211225,1451.0272216796875,632580,604800,13.310952628918358,4.529287925772696,8.781664703145662,67.81508998352015,,,0,0
2020-01-22,1479.9185332359307,1452.9504726169228,1476.4715576171875,556270,1161070,16.327157976541912,6.888861935926539,9.438296040615374,73.95308004327342,,,0,0
2020-01-23,1483.7168731233737,1467.5740335437913,1476.48583984375,428610,1589680,18.50535666894666,9.212160882530565,9.293195786416096,73.95608245103361,,,0,0
2020-01-24,1505.0821141798042,1471.8611200362843,1496.108642578125,506320,2096000,21.566387125636084,11.68300613115167,9.883380994484414,77.75078541373874,,,0,0
2020-01-27,1504.6073523013135,1477.5396085814873,1487.6146240234375,313620,1782380,23.041274041749375,13.954659713271212,9.086614328478163,72.80570096135511,,,0,0
2020-01-28,1491.7881044268418,1459.1986151724868,1463.9322509765625,531070,1251310,22.045041450443705,15.572736060705711,6.472305389737993,61.13142074885013,,,0,0
2020-01-29,1509.8254018884604,1466.1495335989837,1506.6728515625,642510,1893820,24.42279839629964,17.342748527824497,7.080049868475143,70.36661565619568,,,0,0
2020-01-30,1501.3646798160698,1469.1170225812152,1473.8221435546875,472520,1421300,23.386821593753893,18.551563141010377,4.835258452743517,58.80206475146192,,,0,0
2020-01-31,1484.8796859910733,1453.8332664881764,1458.5003662109375,596490,824810,21.086392326802297,19.05852897816876,2.027863348633538,54.31816118252095,,,0,0
2020-02-03,1566.8048422847196,1474.695709132224,1547.908203125,2037520,2862330,26.176010035847185,20.482025189704444,5.69398484614274,69.11715328322138,,,0,0
2020-02-04,1567.5550230570127,1531.390240280431,1562.5887451171875,1164160,4026490,31.036397516260877,22.592899655015735,8.443497861245142,70.79041958524763,,,0,0
2020-02-05,1565.0859804021322,1543.639783672493,1555.870361328125,575110,3451380,33.95476281812694,24.86527228763798,9.089490530488959,68.94928758958086,,,0,0
2020-02-06,1571.500341385728,1534.3101734822114,1546.384033203125,740840,2710540,35.09753837151925,26.911725504414232,8.185812867105017,66.32619547490214,,,0,0
2020-02-07,1555.8845648022009,1537.8045508317555,1550.4530029296875,414070,3124610,35.91749357391359,28.712879118314106,7.204614455599483,66.90773765055766,,,0,0
2020-02-10,1554.7547315350744,1529.9611300776235,1535.6776123046875,612700,2511910,34.971928812839224,29.964689057219132,5.007239755620091,62.674988881827595,,,0,0
2020-02-11,1547.8181989110317,1514.578188329296,1519.055419921875,733500,1778410,32.50657436478923,30.473066118733154,2.0335082460560763,58.21327042648971,,,0,0
2020-02-12,1564.2029703094781,1516.3299245350888,1547.5948486328125,1290110,3068520,32.48123314892973,30.87469952477247,1.6065336241572616,63.07380571837736,,,0,0
2020-02-13,1563.149003299957,1545.662474411727,1558.467529296875,1512280,4580800,32.958558766128135,31.291471373043606,1.667087393084529,64.75574418782185,,,0,0
2020-02-14,1593.6208586171324,1543.0653007447308,1553.173583984375,1657080,2923720,32.53462668896327,31.540102436227542,0.9945242527357294,63.24520954251233,,,0,0
2020-02-17,1577.7251389663807,1554.745378914845,1575.2039794921875,1397880,4321600,33.589131664013394,31.949908281784715,1.6392233822286784,66.72387500658249,,,0,0
2020-02-18,1573.4424185618243,1555.8894700044655,1557.6746826171875,900130,3421470,32.634180179633404,32.086762661354456,0.547417518278948,61.71845371308843,,,0,0
2020-02-19,1598.283492493919,1564.506911523093,1593.8726806640625,950000,4371470,34.401688915785826,32.54974791224073,1.8519410035450932,67.19173080859217,,,0,0
2020-02-20,1589.5946400506953,1569.2167195716347,1570.5555419921875,657320,3714150,33.53439052252725,32.74667643429804,0.7877140882292082,61.128843067334714,,,0,0
2020-02-24,1574.0930675134996,1549.4276657041437,1551.3505859375,665160,3048990,30.940705651395092,32.38548227771745,-1.4447766263223585,56.59888366691698,,,0,0
2020-02-25,1570.6840546106034,1548.701397530817,1555.4576416015625,909160,3958150,28.88364410275358,31.685114642724677,-2.801470539971099,57.327168966930145,,,0,0
2020-02-26,1571.0780208496271,1533.574413256894,1542.130126953125,1168390,2789760,25.8796642952218,30.524024573224104,-4.644360278002303,54.15164385459767,,,0,0
2020-02-27,1551.6923086025504,1524.7860326118284,1544.37109375,901990,3691750,23.409960494823963,29.10121175754408,-5.691251262720115,54.6069622951987,,,0,0
2020-02-28,1531.5800660529899,1488.9392121357564,1498.3258056640625,1406730,2285020,17.535098803954952,26.787989166826257,-9.252890362871305,44.76903404716064,,,0,0
2020-03-02,1549.237718313127,1509.925135192471,1529.7666015625,1172320,3457340,15.240554430597285,24.478502219580463,-9.237947788983178,51.23005196887511,,,0,0
2020-03-03,1566.7099329327907,1531.6942180882422,1553.4537353515625,933720,4391060,15.158724874181189,22.614546750500608,-7.455821876319419,55.457662545896625,,,0,0
2020-03-04,1579.3866255800303,1521.2249356255577,1570.7454833984375,1117110,5508170,16.301263101535824,21.35189002070765,-5.050626919171826,58.29947415291738,,,0,0
2020-03-05,1598.630025223752,1565.1431179099372,1574.0501708984375,850900,6359070,17.27426654916053,20.536365326398226,-3.2620987772376964,58.839947622985314,,,0,0
2020-03-06,1573.0293177509736,1538.3269241204716,1560.09130859375,862120,5496950,16.72620597186392,19.774333455491366,-3.0481274836274466,55.56404479478448,,,0,0
2020-03-09,1552.5609234134595,1490.9427576257585,1522.3026123046875,1236840,4260110,13.091718852952908,18.437810534983676,-5.346091682030767,47.80468694762366,,,0,0
2020-03-11,1538.31754566755,1497.7515700607469,1523.9361572265625,1237320,5497430,10.225304108508908,16.79530924968872,-6.570005141179813,48.141821328793725,,,0,0
2020-03-12,1508.1921419272112,1428.641162676838,1478.071533203125,2228660,3268770,4.204293442377093,14.277106088226395,-10.072812645849302,40.27592072469152,,,0,0
2020-03-13,1505.5570617092692,1334.1581026184317,1423.5894775390625,2616200,652570,-4.907081673148696,10.440268535951379,-15.347350209100075,33.312886446111975,,,0,0
2020-03-16,1417.8208370382313,1281.2334547666374,1367.1275634765625,2212280,-1559710,-16.49378658433693,5.053457511893718,-21.54724409623065,27.924848185387845,,,0,0
2020-03-17,1403.1923825124272,1353.1496319631644,1380.7823486328125,1769800,210090,-24.294455301899006,-0.8161250508648266,-23.47833025103418,30.838236816284237,,,0,0
2020-03-18,1399.4891732191545,1272.4354932711547,1285.42578125,2129220,-1919130,-37.736022147599215,-8.200104470211706,-29.53591767738751,23.64908546052871,,,0,0
2020-03-19,1277.0313483636528,1194.2898015337278,1245.875732421875,2147100,-4066230,-50.99211377484903,-16.758506331139174,-34.23360744370986,21.418782006712433,,,0,0
2020-03-20,1370.5367035993345,1248.6961858972313,1343.226806640625,2049250,-2016980,-53.030936180174876,-24.012992300946316,-29.01794387922856,37.13467834896713,,,0,0
2020-03-23,1329.3909617457039,1210.7174054762013,1229.1961669921875,1959270,-3976250,-63.12042429100143,-31.83447869895734,-31.285945592044087,29.653612141675566,,,0,0
2020-03-24,1318.8698756863287,1158.4860105507748,1279.8753662109375,2586670,-1389580,-66.26318769609634,-38.720220498385146,-27.542967197711192,35.840050786941816,,,0,0
2020-03-25,1378.7882021265475,1215.460674050951,1371.5809326171875,1987220,597640,-60.65478691615817,-43.10713378193975,-17.54765313421842,45.22684510092044,,,0,0
2020-03-26,1433.8638435689486,1334.3052921310302,1416.7381591796875,2053440,2651080,-51.96723219850105,-44.87915346525202,-7.088078733249034,49.170385992453504,,,0,0
2020-03-27,1475.0755337626053,1405.3764359841043,1434.680419921875,1752440,4403520,-43.137232834025326,-44.53076933900668,1.3935365049813555,50.68950751917519,,,0,0
2020-03-30,1508.8806228710887,1394.7127891281898,1486.912109375,2014700,6418220,-31.56091926919794,-41.93679932504493,10.375880055846991,54.913861831859954,,,0,0
2020-03-31,1559.6783125678053,1490.9573044670396,1547.870361328125,1839190,8257410,-17.26872279600184,-37.003184019236315,19.734461223234476,59.296502274475074,,,0,0
2020-04-01,1562.6267097135487,1471.8470077720986,1486.522705078125,1275120,6982290,-10.768168533001926,-31.756180921989436,20.98801238898751,53.644902267226335,,,0,0
2020-04-03,1513.5998684710753,1424.842778963399,1434.3052978515625,1907760,5074530,-9.71791869222352,-27.348528476036254,17.630609783812734,49.33470736538824,,,0,0
2020-04-07,1633.2753185936558,1464.8247912437546,1617.953857421875,2469010,7543540,5.8656996808581425,-20.705682844657375,26.571382525515517,61.15567306377101,,,0,0
2020-04-08,1665.9456669182355,1572.0703294233117,1602.0579833984375,2484450,5059090,16.740194784042615,-13.216507318917376,29.95670210295999,59.85395531605425,,,0,0
2020-04-09,1665.941144750894,1573.9269317137803,1599.062255859375,2075080,2984010,24.830351488161796,-5.607135557501541,30.43748704566334,59.596499085045274,,,0,0
2020-04-13,1611.8149177327575,1550.6762835122079,1576.2958984375,829070,2154940,29.069706701459836,1.3282328942907347,27.7414738071691,57.569836411623356,,,0,0
2020-04-15,1651.4122351399465,1581.7226429204445,1645.23046875,1555790,3710730,37.558914181804994,8.574369151793586,28.984545030011407,61.805221670022604,,,0,0
2020-04-16,1709.398576398297,1619.2359987972807,1699.2950439453125,2257400,5968130,48.09482445484355,16.47846021240358,31.616364242439968,64.7750352394253,,,0,0
2020-04-17,1744.3712504864059,1635.497281117542,1645.07861328125,1872710,4095420,51.476408411174816,23.47804985215783,27.998358559016985,59.75718031328416,,,0,0
2020-04-20,1660.7940603862169,1607.6366657326091,1612.042724609375,1351970,2743450,50.9038302673971,28.963205935205686,21.940624332191412,56.86645798912351,,,0,0
2020-04-21,1637.0735848224135,1585.796337966027,1615.7413330078125,1337540,4080990,50.17017421197761,33.20459959056007,16.965574621417538,57.11657474513954,,,0,0
2020-04-22,1680.7543151927985,1596.9254789294826,1675.25146484375,2022410,6103400,53.77087956616015,37.31785558568009,16.453023980480054,61.03195156398613,,,0,0
2020-04-23,1690.2502462262346,1643.3410308164307,1655.6903076171875,1871000,4232400,54.418737263572666,40.73803192125861,13.680705342314056,59.12115128542105,,,0,0
2020-04-24,1690.250227294468,1642.7712883255222,1652.841552734375,1451160,2781240,54.078910428858535,43.406207622778595,10.67270280607994,58.83227035836909,,,0,0
2020-04-27,1710.6657941578187,1654.6406585179013,1704.5694580078125,1219860,4001100,57.32282303966895,46.18953070615667,11.13329233351228,62.42277267542753,,,0,0
2020-04-28,1711.421065602017,1661.8577381041903,1668.3765869140625,1075430,2925670,56.32391786926769,48.216408138778874,8.107509730488815,58.57346988664076,,,0,0
2020-04-29,1685.3123605198055,1652.266974660448,1660.78466796875,1052420,1873250,54.29380868463477,49.431888247950056,4.861920436684713,57.76874914890373,,,0,0
2020-04-30,1709.2417783782248,1662.902288242709,1702.086669921875,1583700,3456950,55.37928103271133,50.621366804902316,4.757914227809017,60.91476691408594,,,0,0
2020-05-04,1683.4271743191935,1648.473245411439,1657.627197265625,1189740,2267210,52.051994813951524,50.90749240671216,1.144502407239365,56.07243525727083,,,0,0
2020-05-05,1674.7671931300804,1623.7796146539868,1654.30859375,1306790,960420,48.58722960639511,50.44343984664875,-1.8562102402536382,55.716401848883365,,,0,0
2020-05-06,1672.8822409284817,1639.9224016114779,1643.654296875,1355090,-394670,44.46905392832218,49.24856266298344,-4.779508734661256,54.51953028824225,,,0,0
2020-05-07,1640.8718835840675,1597.6898182798795,1627.8104248046875,2090760,-2485430,39.4718945404245,47.29322903847166,-7.8213344980471575,52.70631910400724,,,0,0
2020-05-08,1692.1492634106128,1633.4178433041545,1690.5302734375,1792000,-693430,40.110211782262695,45.856625587229864,-5.746413804967169,58.57910443290706,,,0,0
2020-05-11,1701.6451286978852,1660.8132422391748,1667.65966796875,1840310,-2533740,38.32878568896194,44.35105760757628,-6.0222719186143365,55.85537881900229,,,0,0
2020-05-12,1688.0660178769133,1650.842578999022,1658.1495361328125,2389250,-4922990,35.73764321084286,42.6283747282296,-6.89073151738674,54.71610180605796,,,0,0
2020-05-13,1685.5021584001734,1557.3090364936813,1567.9775390625,5620330,-10543320,26.10707149490304,39.32411408156429,-13.21704258666125,45.28453078342472,,,0,0
2020-05-14,1600.0399267811106,1538.4122530056989,1542.35302734375,4102380,-14645700,16.22011469721633,34.7033142046947,-18.483199507478368,43.01539045902357,,,0,0
2020-05-15,1571.5526602394623,1538.5025244393407,1561.4681396484375,2715920,-11929780,9.81393112564524,29.72543758888481,-19.91150646323957,45.22052594634427,,,0,0
2020-05-18,1573.926790585906,1534.7281516558774,1542.149169921875,1679600,-13609380,3.1418873677296233,24.40872754465377,-21.26684017692415,43.392896553377554,,,0,0
2020-05-19,1558.8091417871906,1529.6428685674236,1533.597900390625,1181440,-14790820,-2.803454882335245,18.96629105925597,-21.769745941591214,42.57270538060392,,,0,0
2020-05-20,1575.8212275252747,1533.6646591839508,1548.13623046875,1795390,-12995430,-6.269785529204228,13.919075741563931,-20.188861270768157,44.49361959594871,,,0,0
2020-05-21,1567.2797286555715,1544.48983862968,1547.38134765625,1210800,-14206230,-8.974339673141685,9.34039265862281,-18.314732331764496,44.41055317631093,,,0,0
2020-05-22,1557.0052375134057,1533.5695844400677,1539.756103515625,1183000,-15389230,-11.599302256696774,5.152453675558892,-16.751755932255666,43.52657578742151,,,0,0
2020-05-26,1590.5440922715713,1550.1299730100661,1581.537353515625,1986920,-13402310,-10.19073388476204,2.083816163494706,-12.274550048256746,49.46241119692815,,,0,0
2020-05-27,1597.1911521096188,1565.5796444734663,1587.363037109375,1675330,-11726980,-8.506294060128994,-0.034205881230033874,-8.47208817889896,50.24764950708055,,,0,0
2020-05-28,1617.1324095858513,1583.8971574804464,1613.25341796875,1762880,-9964100,-5.024308897516221,-1.0322264844872713,-3.9920824130289496,53.69134955116972,,,0,0
2020-05-29,1671.2585105191768,1593.825073766754,1665.636962890625,2444660,-7519440,1.9397435615182985,-0.4378324752861574,2.377576036804456,59.760226955470884,,,0,0
2020-06-01,1685.4074603262898,1624.82428562066,1631.7039794921875,1751860,-9271300,4.666900019729383,0.5831140237169508,4.083785996012432,54.75438653834124,,,0,0
2020-06-02,1659.5787766801209,1611.6250486010244,1615.656005859375,1322010,-10593310,5.470196783861638,1.5605305757458883,3.90966620811575,52.51400124424138,,,0,0
2020-06-03,1663.8470114873103,1628.7173518589202,1652.98388671875,1461010,-9132300,9.014944610253224,3.0514133826473557,5.963531227605868,56.92859413727656,,,0,0
2020-06-04,1666.182891554122,1628.3422069514368,1632.952392578125,976310,-10108610,10.091480330706872,4.45942677225926,5.632053558447613,54.02596019337281,,,0,0
2020-06-05,1657.9644872745032,1610.15797322029,1623.4805908203125,1620960,-11729570,10.064332047467815,5.580407827300971,4.483924220166844,52.65874690815718,,,0,0
2020-06-08,1638.0233088013783,1594.3426872333414,1598.729736328125,1470700,-13200270,7.9539416433030965,6.055114590501397,1.8988270528016997,49.15792815618015,,,0,0
2020-06-09,1612.8594488035965,1568.7989732069298,1571.794921875,1746850,-14947120,4.061212491149263,5.65633417063097,-1.5951216794817071,45.60474486389914,,,0,0
2020-06-10,1598.3308095088305,1558.2586350349561,1570.099853515625,1234400,-16181520,0.8298527165923133,4.691037879823239,-3.8611851632309255,45.3824293890801,,,0,0
2020-06-11,1605.9650682614754,1576.0140114743062,1582.9239501953125,1651310,-14530210,-0.6882915621488337,3.6151719914288245,-4.303463553577658,47.46884518124677,,,0,0
2020-06-12,1593.298075541234,1553.5445285471433,1572.2537841796875,1406780,-15936990,-2.7210583964588295,2.3479259138512942,-5.068984310310124,45.89779736564674,,,0,0
2020-06-15,1586.9028757154938,1560.2162207485064,1563.1041259765625,1396540,-17333530,-5.012560036165041,0.8758287238480271,-5.888388760013068,44.53661498260005,,,0,0
2020-06-16,1581.947034358072,1550.6854736615971,1557.5572509765625,1932370,-19265900,-7.193258642360661,-0.7379887493937105,-6.4552698929669505,43.69067142766049,,,0,0
2020-06-17,1566.887935090965,1535.9266628166522,1543.8372802734375,1269590,-20535490,-9.914279331311718,-2.573246865777312,-7.341032465534406,41.58656953967913,,,0,0
2020-06-18,1553.5447640811733,1530.1557768444284,1542.007568359375,1584450,-22119940,-12.079109831967116,-4.474419459015273,-7.604690372951843,41.30090794149575,,,0,0
2020-06-19,1554.0830184579258,1529.9268578703748,1533.9918212890625,1688930,-23808870,-14.276981245987145,-6.434931816409648,-7.8420494295774965,40.004465589513096,,,0,0
2020-06-22,1552.5915553460482,1531.1469206036993,1538.371337890625,1359150,-22449720,-15.486896485382886,-8.245324750204295,-7.24157173517859,41.092471533791546,,,0,0
2020-06-23,1593.5746134877097,1544.9715455249825,1577.2242431640625,2447350,-20002370,-13.158969867821497,-9.228053773727737,-3.93091609409376,49.79151438232146,,,0,0
2020-06-24,1606.917912731742,1574.4317120880703,1592.4261474609375,2010690,-17991680,-9.972448444422298,-9.37693270786665,-0.5955157365556474,52.732688575789034,,,0,0
2020-06-25,1605.964871425133,1578.8016673683874,1599.9603271484375,1696650,-16295030,-6.761222756494817,-8.853790717592284,2.0925679610974672,54.16572315767456,,,0,0
2020-06-26,1613.5898184246646,1584.99696871838,1589.524169921875,1103410,-17398440,-5.000768189936025,-8.083186212061033,3.082418022125008,51.82203638714918,,,0,0
2020-06-29,1618.4122124891815,1576.418799741362,1594.0367431640625,1696460,-15701980,-3.2045285051931387,-7.107454670687455,3.902926165494316,52.773579320014875,,,0,0
2020-06-30,1648.663647045866,1596.8057196239395,1636.8880615234375,2010330,-13691650,1.657639418988083,-5.3544358527523475,7.01207527174043,60.70942084723262,,,0,0
2020-07-01,1639.799784007956,1593.5746811167116,1601.08984375,2169000,-15860650,2.592441481146352,-3.7650603859726073,6.357501867118959,52.73675982369849,,,0,0
2020-07-02,1618.8316941906244,1587.960936293545,1600.1844482421875,1469700,-17330350,3.2230674838535833,-2.367434812007369,5.5905022958609525,52.54879715517043,,,0,0
2020-07-03,1619.3082029615189,1586.9029770046668,1591.2491455078125,1816580,-19146930,2.967629889114278,-1.30042187178304,4.268051760897318,50.63088250862907,,,0,0
2020-07-06,1605.2021495508923,1590.4244106313713,1601.3897705078125,983370,-18163560,3.5426203218501087,-0.3318134330564103,3.874433754906519,52.739068431292814,,,0,0
2020-07-07,1615.4956329425568,1594.5323181588344,1611.9119873046875,1413560,-16750000,4.7921187777685645,0.6929730091085846,4.09914576865998,54.8915462826391,,,0,0
2020-07-08,1634.5576297389198,1595.1947668114553,1601.3946533203125,2187210,-18937210,4.877469913677487,1.5298723900223652,3.347597523655122,52.326241009659455,,,0,0
2020-07-09,1617.0162237370043,1589.8577856917098,1597.301513671875,918940,-19856150,4.562238496480859,2.136345611314064,2.4258928851667947,51.32101343649456,,,0,0
2020-07-10,1608.3427673703745,1584.8061415613863,1604.3541259765625,1336110,-18520040,4.8258725443904495,2.6742509979293416,2.151621546461108,52.996545580909306,,,0,0
2020-07-13,1629.6016060165546,1608.3523146480156,1616.148681640625,1140290,-17379750,5.918303973425509,3.323061593028575,2.595242380396934,55.740244805512255,,,0,0
2020-07-14,1631.2362711064977,1606.1555177084588,1610.330078125,758530,-18138280,6.242590379845751,3.906967350392011,2.3356230294537403,54.06362815325835,,,0,0
2020-07-15,1633.8907492758826,1595.4809755489023,1611.564453125,1265190,-16873090,6.523988956045741,4.4303716715227575,2.093617284522984,54.377144652903134,,,0,0
2020-07-16,1693.134847492748,1597.386975668337,1667.5013427734375,2965370,-13907720,11.132312496749591,5.770759836568125,5.3615526601814665,65.7761794813207,,,0,0
2020-07-17,1679.3532054177272,1635.987387684182,1642.177734375,1251380,-15159100,12.595841523958597,7.13577617404622,5.4600653499123775,58.63376046245204,,,0,0
2020-07-20,1655.5258482319234,1626.990242651845,1643.802734375,1965740,-13193360,13.728568351270951,8.454334609491166,5.274233741779785,58.941858144595344,,,0,0
2020-07-21,1667.4345154817129,1640.0902826136876,1646.5284423828125,2111860,-11081500,14.677016865015958,9.698871060596126,4.978145804419832,59.48692310602761,,,0,0
2020-07-22,1662.1975045399563,1620.3613853160018,1634.734130859375,1564780,-12646280,14.311987096251187,10.621494267727138,3.6904928285240484,56.02130921172089,,,0,0
2020-07-23,1648.7540316327647,1625.0267167631914,1644.6986083984375,1069410,-11576870,14.657782641261065,11.428751942433923,3.2290306988271418,58.23510078037732,,,0,0
2020-07-24,1659.3382772285242,1616.449005272589,1644.26513671875,2072800,-13649670,14.727085881379026,12.088418730222944,2.6386671511560813,58.09809238347918,,,0,0
2020-07-27,1659.8098059127099,1640.4571650188263,1653.643310546875,1038280,-12611390,15.361669683927175,12.743068920963792,2.618600762963384,60.27561069476986,,,0,0
2020-07-28,1665.4999358734156,1620.9952210029012,1629.3538818359375,1589670,-14201060,13.746170718282428,12.943689280427519,0.8024814378549099,52.64485330390063,,,0,0
2020-07-29,1639.227906562528,1573.6168876325696,1581.9326171875,4505050,-18706110,8.540921975884658,12.063135819518948,-3.5222138436342902,41.57787958275473,,,0,0
2020-07-30,1598.526080559872,1567.9460654186275,1574.8941650390625,1284840,-19990950,3.8039312288215115,10.411294901379462,-6.60736367255795,40.226209251476384,,,0,0
2020-07-31,1589.2142943804276,1566.1445580946017,1574.722412109375,1479400,-21470350,0.03556295990756553,8.336148513085083,-8.300585553177518,40.19187256684172,,,0,0
2020-08-03,1582.137506984501,1558.310134891361,1574.97021484375,1158430,-20311920,-2.8974998584074,6.089418838786587,-8.986918697193987,40.27108994505922,,,0,0
2020-08-04,1586.7648926549136,1564.3957818433084,1580.2314453125,1100480,-19211440,-4.742764309911763,3.9229822090469177,-8.66574651895868,42.02680255944705,,,0,0
2020-08-05,1586.3263509352182,1568.794152228803,1572.92578125,977650,-20189090,-6.717223742031365,1.7949410188312613,-8.512164760862627,40.2572245029554,,,0,0
2020-08-06,1591.668454970571,1567.8410828901733,1589.4906005859375,1058880,-19130210,-6.866205244762341,0.06271176611254092,-6.928917010874882,45.82700302138233,,,0,0
2020-08-07,1610.6352430039922,1577.9344981301726,1600.113037109375,884500,-18245710,-6.057307437399686,-1.1612920745899045,-4.896015362809782,49.10387428379437,,,0,0
2020-08-10,1606.9131971837883,1585.949879956773,1588.404052734375,641440,-18887150,-6.288576485050953,-2.1867489566821146,-4.101827528368839,45.81417533458507,,,0,0
2020-08-11,1599.831859386119,1580.3268027076715,1584.310791015625,378730,-19265880,-6.724633494421141,-3.09432586422992,-3.630307630191221,44.687088371441796,,,0,0
2020-08-12,1584.2390035570556,1567.8410483367704,1576.4998779296875,821630,-20087510,-7.612732383325238,-3.998007168048984,-3.6147252152762537,42.53659904574698,,,0,0
2020-08-13,1588.0418460068522,1568.6416186618947,1570.1475830078125,663030,-20750540,-8.728517348361947,-4.944109204111577,-3.7844081442503708,40.81630589684947,,,0,0
2020-08-14,1577.2767413645413,1554.0259731343592,1558.758056640625,594340,-21344880,-10.411803770791721,-6.037648117447606,-4.374155653344115,37.859806588292415,,,0,0
2020-08-17,1574.9417842715154,1554.8553537091077,1565.2584228515625,625840,-20719040,-11.093417153067548,-7.048801924571595,-4.044615228495953,40.50840749505086,,,0,0
2020-08-18,1584.4819664289084,1554.592927038748,1577.810302734375,1044000,-19675040,-10.499734460175205,-7.738988431692318,-2.7607460284828864,45.352063828574856,,,0,0
2020-08-19,1577.6817482137617,1555.0220103376762,1557.905029296875,1250050,-20925090,-11.502828414203577,-8.49175642819457,-3.011071986009007,39.815794943257835,,,0,0
2020-08-20,1557.3571419374498,1542.6080209153768,1545.1527099609375,980850,-21905940,-13.17492090738665,-9.428389324032986,-3.746531583353663,36.722915526936326,,,0,0
2020-08-21,1590.7154179432114,1548.7792415564522,1578.510986328125,1441430,-20464510,-11.673764251302828,-9.877464309486955,-1.7962999418158727,48.08374541370817,,,0,0
2020-08-24,1592.4214967382363,1563.1709531787585,1570.5860595703125,740720,-21205230,-10.996797903127344,-10.101331028215032,-0.8954668749123122,45.972038247218535,,,0,0
2020-08-25,1570.5049899564651,1550.2087929868587,1552.419921875,1088670,-22293900,-11.790242114261218,-10.43911324542427,-1.3511288688369483,41.47549279706464,,,0,0
2020-08-26,1558.152880231378,1541.1544697388329,1543.0654296875,1165080,-23458980,-13.0237520027365,-10.956040996886717,-2.067711005849784,39.341567620039264,,,0,0
2020-08-27,1547.8546655915857,1533.0530745678352,1535.7884521484375,1276450,-24735430,-14.422257935538482,-11.64928438461707,-2.772973550921412,37.715914878824805,,,0,0
2020-08-28,1560.025905846124,1533.5298189314688,1534.60205078125,1484890,-26220320,-15.448238955651277,-12.409075298823913,-3.0391636568273643,37.44425431771745,,,0,0
2020-08-31,1552.3056153273385,1513.0381520298188,1520.1434326171875,2212930,-28433250,-17.229415973606365,-13.373143433780402,-3.8562725398259623,34.21026746766397,,,0,0
2020-09-01,1549.2510289445881,1500.1618702266676,1543.71826171875,1769470,-26663780,-16.547965264772756,-14.008107799978873,-2.539857464793883,42.87379717181707,,,0,0
2020-09-02,1549.7323402765433,1522.0925875901844,1524.2418212890625,1061920,-27725700,-17.379160495664337,-14.682318339115968,-2.696842156548369,38.377461648494894,,,0,0
2020-09-03,1566.8497610237596,1517.446127062211,1562.4798583984375,1338870,-26386830,-14.782000972729975,-14.702254865838771,-0.07974610689120354,49.56152032217266,,,0,0
2020-09-04,1565.353559852512,1539.248276362024,1547.120849609375,989320,-27376150,-13.803953603487571,-14.522594613368533,0.7186410098809617,45.95379459321231,,,0,0
2020-09-07,1574.0364567810363,1522.2928898876414,1563.409423828125,1048080,-26328070,-11.580993720066772,-13.93427443470818,2.353280714641409,50.102144136180776,,,0,0
2020-09-08,1560.1780980010644,1534.4826982470213,1537.0084228515625,1054140,-27382210,-11.813444103322581,-13.510108368431062,1.6966642651084811,44.18265832816771,,,0,0
