Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,%k,%d,buy_price,sell_price,bb_stoch_signal,position
2020-01-28,495.8336889745021,468.55511217800944,473.51922607421875,31674769,516.0282612773102,409.59699507034594,462.8126281738281,,,,,0,1
2020-01-29,483.30289206024224,470.6275217798391,472.5553283691406,20037283,516.5318503885858,412.6550423116095,464.5934463500977,,,,,0,1
2020-01-30,475.1096389063875,462.7716239650496,472.12152099609375,15337903,516.8320914921376,415.68991473344835,466.261003112793,,,,,0,1
2020-01-31,481.3750758317394,469.4226332616637,478.53155517578125,18356252,517.3679434633566,419.1398202085184,468.2538818359375,,,,,0,1
2020-02-03,494.82156083955385,478.1459802883606,491.64068603515625,15212799,518.4535142332791,423.8762495606662,471.16488189697264,,,,,0,1
2020-02-04,503.73768213275775,485.2788930263584,500.1712341308594,14646591,519.2908290529714,430.15256694312234,474.72169799804686,,,,,0,1
2020-02-05,518.0999108222879,497.1831145611273,514.0996704101562,30647706,523.4467044860735,433.17779502564525,478.3122497558594,,,,,0,1
2020-02-06,532.8476281544507,514.8226024456503,527.064208984375,17180298,529.4880347940718,435.4935325887407,482.49078369140625,,,,,0,1
2020-02-07,529.184821460048,518.8227724144058,519.9794921875,8967847,531.9289796504754,440.9999998417121,486.46448974609376,,,,,0,1
2020-02-10,524.0279173752209,516.75039451151,519.2565307617188,8570467,534.4977533581721,445.15928704710126,489.8285202026367,,,,,0,1
2020-02-11,524.9918572668746,513.5213368376883,515.015380859375,6622800,535.3010266573111,450.616581985267,492.95880432128905,,,,,0,1
2020-02-12,522.7747869547773,515.690081124887,520.1240234375,5160923,535.4884511200788,457.3451792510148,496.41681518554685,,,,,0,1
2020-02-13,523.1604399067176,512.5574441586532,520.4614868164062,5729055,535.3092940618184,463.8909409235332,499.6001174926758,,,,,0,1
2020-02-14,547.0653693844407,514.967244495433,544.607421875,37517890,542.6696142517383,462.7912011779493,502.73040771484375,97.08406893392676,,,,0,1
2020-02-17,548.1738141974736,536.4141581124509,544.4627685546875,23354434,549.0098702912412,461.8632833952822,505.4365768432617,95.65462474359687,,,,0,1
2020-02-18,548.3183693115386,517.9071073587044,528.4619140625,21865560,551.5364401014506,462.85497225206507,507.1957061767578,76.78876599148893,89.84248655633752,,,0,1
2020-02-19,533.6188370040978,519.3047949686822,523.7869873046875,22088140,553.188608022994,463.9885007416544,508.5885543823242,68.90658071642389,80.44999048383657,,,0,1
2020-02-20,532.0765239697666,519.1601496594913,525.9075317382812,16010058,554.8625567445373,464.43032655624387,509.6464416503906,68.06316859775853,71.25283843522378,,,0,1
2020-02-24,522.4856980595849,508.0752777303799,510.77423095703125,9834434,555.0909361728554,464.746554671871,509.91874542236326,40.44344819004546,59.13773250140929,,,0,1
2020-02-25,518.5336659888478,511.78628344936095,515.9310913085938,9804202,555.6686635467024,466.17856545720383,510.9236145019531,36.66350512767446,48.39004063849282,,,0,1
2020-02-26,519.9313069363618,501.52067822105903,516.6058349609375,18965240,554.246261274069,471.9096286185093,513.0779449462891,32.23483122428525,36.447261514001724,,,0,1
2020-02-27,516.5094292196268,507.9788675308269,512.4610595703125,11381143,551.5759163482752,478.57054666442,515.0732315063476,23.378036596081458,30.75879098268039,,,0,1
2020-02-28,509.32833186072526,494.96613191611675,504.6051940917969,16934165,547.6169692664645,485.77786105580105,516.6974151611328,18.066837767720774,24.559901862695828,,,0,1
2020-03-02,516.6540466101501,493.3756818323798,499.6410827636719,10096159,544.3219452547406,491.183837826314,517.7528915405273,11.403521048490175,17.616131804097467,,,0,1
2020-03-03,514.0996645597593,495.5926865522404,502.0026550292969,10563605,543.039172365208,493.50280761526085,518.2709899902344,15.701767774263843,15.057375530158263,,,0,1
2020-03-04,513.5695165082527,489.0863028496345,498.09881591796875,18066379,543.269473311077,493.06526484810274,518.1673690795899,15.215597912881842,14.106962245211953,,,0,1
2020-03-05,511.54533301851365,498.0024388301161,507.8824768066406,14344961,543.3220668894243,492.390951909404,517.8565093994141,31.733105190741817,20.883490292629165,,,0,1
2020-03-06,504.7497962362936,492.9901401742328,500.4122314453125,9503868,542.739029274701,490.3087917702209,516.5239105224609,19.121278848109135,22.023327317244263,,,0,1
2020-03-09,493.5203123838804,473.32644256640305,478.3387756347656,15664232,545.6418077621215,483.241941627527,514.4418746948243,6.683830228015457,19.179404755622137,,,0,1
2020-03-11,490.1466175937621,469.4226370688938,475.9772033691406,21401999,547.7788799333695,476.7769367170211,512.2779083251953,10.210209181949475,12.00510608602469,,,0,1
2020-03-12,464.12114089188873,442.6260136801505,448.1684875488281,14471096,554.509364763472,463.361762555864,508.935563659668,6.1961344331436745,7.696724614369536,,,0,1
2020-03-13,490.6767347693927,404.84083312206,474.0975341796875,24254296,554.4236867848248,458.84479160872985,506.63423919677734,58.86929369539939,25.091879103497515,,,0,1
2020-03-16,475.1578750000761,439.68611974702475,448.0238952636719,14936276,556.9710535372135,449.05366570106776,503.0123596191406,37.52096999034657,34.19546603962988,,,0,1
