Date,High,Low,Close,Volume,%k,%d,macd,macd_signal,macd_hist,buy_price,sell_price,stoch_macd_signal,position
2020-01-22,2039.0429539395734,2006.8474453034557,2021.79541015625,786810,65.98812960873292,57.140159105262626,-20.30541014161213,-27.455343746167756,7.149933604555628,,,0,1
2020-01-23,2030.9942333583533,1991.1811055617507,2004.140625,1059580,56.634859384904345,57.351811065888604,-19.893297519211046,-25.942934500776417,6.049636981565371,,,0,1
2020-01-24,2028.9818561932598,1993.0494738521747,2005.582763671875,770750,57.39888526111303,60.0072914182501,-19.22867061308648,-24.600081723238432,5.3714111101519535,,,0,1
2020-01-27,2027.6212767348336,1990.6539671925332,2021.33544921875,971080,65.74444842525955,59.92606435709231,-17.232196889584884,-23.126504756507725,5.894307866922841,,,0,1
2020-01-28,2033.9641984069178,2000.2357195280542,2020.5159912109375,972770,64.22237999158116,62.45523789265125,-15.5369996323127,-21.608603731668723,6.071604099356023,,,0,1
2020-01-29,2034.8269793727816,1925.9757206892655,1934.8150634765625,2869250,7.5609468034425715,45.84259174009443,-20.868335051923395,-21.46054999571966,0.5922149437962645,,,0,1
2020-01-30,1971.9690482509095,1935.5575692258683,1949.0010986328125,1385590,16.235029203333877,29.339451999452535,-23.675841934573782,-21.903608383490486,-1.7722335510832963,1949.0010986328125,,1,1
2020-01-31,1977.881234630461,1936.6117453123052,1944.114501953125,1021230,11.335401566068832,11.710459190948422,-25.995459404721487,-22.721978587736686,-3.273480816984801,,,0,1
2020-02-03,1952.383570842609,1869.6001377732287,1905.225830078125,1486370,16.463311402836567,14.677914057413085,-30.618809202931516,-24.301344710775655,-6.31746449215586,,,0,1
2020-02-04,1929.8038423501903,1863.6930491243443,1869.6961669921875,1500920,2.7004391786413273,10.166384049182238,-36.7264346277243,-26.786362694165387,-9.940071933558915,,,0,1
2020-02-05,1897.2296079295952,1854.6952391985628,1867.2427978515625,1283330,5.424813637920319,8.196188073132733,-41.28878673383451,-29.686847502099212,-11.601939231735301,,,0,1
2020-02-06,1977.8715883147415,1845.5829878374668,1953.87841796875,3945750,49.37742662264743,19.167559813069687,-37.48164804142334,-31.24580760996404,-6.235840431459302,,,0,1
2020-02-07,1965.9277983266313,1884.457085828078,1891.1260986328125,2224150,21.467947746912785,25.423396002493508,-39.07758880731353,-32.81216384943394,-6.2654249578795955,,,0,1
2020-02-10,1902.4998704817458,1800.4519046261398,1826.0596923828125,2437470,10.732920547674068,27.19276497241142,-45.073123651731294,-35.26435580989341,-9.808767841837884,,,0,1
2020-02-11,1855.9266385081748,1815.303865825759,1821.4603271484375,1295530,8.963590750854236,13.72148634848036,-49.6237271109062,-38.13623007009597,-11.487497040810233,,,0,1
2020-02-12,1855.069186568362,1813.4642353274562,1847.1976318359375,1528370,19.94483724872603,13.213782849084774,-50.57038383905251,-40.62306082388728,-9.947323015165232,,,0,1
2020-02-13,1867.5256578923302,1836.9399723772344,1854.6187744140625,919630,23.111190405582498,17.339872801720915,-50.143765812547144,-42.52720182161926,-7.616563990927887,,,0,1
2020-02-14,1854.1109919574196,1773.143354324137,1792.1683349609375,2318720,7.270222060422777,16.775416571577097,-54.21988343120347,-44.8657381435361,-9.354145287667372,,,0,1
2020-02-17,1815.6633170057262,1767.8828388362408,1776.1041259765625,1292680,3.0797780853317955,11.153730183779018,-58.077007827124135,-47.50799208025371,-10.569015746870427,,,0,1
2020-02-18,1800.6386576388743,1757.2946376570205,1797.61083984375,1806500,18.276814067530907,9.542271404428488,-58.72148984788873,-49.75069163378072,-8.970798214108015,,,0,1
2020-02-19,1824.30619595033,1792.8438400601315,1808.61572265625,1322670,23.265731328820827,14.874107827227839,-57.67935274694514,-51.33642385641361,-6.342928890531532,,,0,1
2020-02-20,1823.4485641106744,1776.9280613134345,1806.0716552734375,1249820,22.11337924065621,21.21864154566931,-56.40849455028274,-52.35083799518744,-4.057656555095299,,,0,1
2020-02-24,1791.828180421649,1705.6000518345784,1719.9586181640625,1928210,5.2736200467764425,16.884243538751154,-61.63939214794436,-54.20854882573882,-7.43084332220554,,,0,1
2020-02-25,1746.7927394749925,1659.692628304074,1679.9393310546875,2568310,6.36330659636784,11.250101961266827,-68.22765228990352,-57.01236951857177,-11.21528277133175,,,0,1
2020-02-26,1686.4264741027962,1632.3267168006316,1643.9735107421875,2151130,3.370559050846827,5.002495231330365,-75.48093975038546,-60.70608356493451,-14.77485618545095,,,0,1
2020-02-27,1652.6981053969453,1619.937291661169,1634.051513671875,2554810,4.079366843539745,4.604410830251466,-81.09503151847571,-64.78387315564275,-16.311158362832956,,,0,1
2020-02-28,1614.3700752672219,1563.4945253901938,1590.8319091796875,3264550,8.063997864727174,5.171307919704577,-88.01709429890911,-69.43051738429602,-18.58657691461309,,,0,1
2020-03-02,1703.9519471604997,1594.7270954489825,1630.2186279296875,3483700,21.946470412540688,11.363278373602531,-89.29535857931842,-73.4034856233005,-15.89187295601792,,,0,1
2020-03-03,1728.6829719461568,1667.2625751848377,1714.065673828125,2747400,49.524911215095116,26.511793164120988,-82.59058352985676,-75.24090520461175,-7.349678325245009,,,0,1
