Date,High,Low,Close,Volume,st,s_upt,st_dt,buy_price,sell_price,st_signal,position
2020-01-02,518.5250608465681,512.7525142234742,513.5950927734375,1494155,531.9576688511088,,531.9576688511088,,513.5950927734375,-1,0
2020-01-03,519.3497348138588,511.2914321799994,517.0012817382812,1723390,531.9576688511088,,531.9576688511088,,,0,0
2020-01-06,519.4931236273437,511.67690988314484,516.095947265625,1788685,531.9576688511088,,531.9576688511088,,,0,0
2020-01-07,521.680174272483,514.6975675802433,517.0549926757812,1788175,531.9576688511088,,531.9576688511088,,,0,0
2020-01-08,520.7838748796703,513.7922950744442,519.39453125,1395115,531.9576688511088,,531.9576688511088,,,0,0
2020-01-09,526.4488615555729,520.0667984945823,523.5625610351562,1877480,531.9576688511088,,531.9576688511088,,,0,0
2020-01-10,539.2487712828265,524.396172314722,525.8034057617188,5635735,531.9576688511088,,531.9576688511088,,,0,0
2020-01-13,531.8091170436707,522.7021450929718,529.6937255859375,2209320,531.9576688511088,,531.9576688511088,,,0,0
2020-01-14,532.2214399448861,525.6242593713274,528.4567260742188,1785850,531.9576688511088,,531.9576688511088,,,0,0
2020-01-15,528.2236152677945,519.8874990694106,523.2308959960938,1924335,531.9576688511088,,531.9576688511088,,,0,0
2020-01-16,529.1200206598172,523.7687906291571,526.6012573242188,1917310,531.9576688511088,,531.9576688511088,,,0,0
2020-01-17,546.5989780511462,527.0583888617451,543.97265625,5585585,508.3253392374231,508.3253392374231,,543.97265625,,1,1
2020-01-20,552.1562999560031,543.5602062141292,548.4991455078125,4373565,519.6899629998503,519.6899629998503,,,,0,1
2020-01-21,552.1205112672156,544.2414920320001,548.651611328125,2853930,520.5542917779342,520.5542917779342,,,,0,1
2020-01-22,556.6471248614196,546.312093933181,548.9384155273438,2798990,523.4603418098204,523.4603418098204,,,,0,1
2020-01-23,551.9233179261709,542.117161851619,544.6538696289062,2130840,523.4603418098204,523.4603418098204,,,,0,1
2020-01-24,546.24939731206,542.3323179989287,543.44384765625,1363645,523.4603418098204,523.4603418098204,,,,0,1
2020-01-27,575.2823372028566,537.3664189977583,571.652099609375,20699040,523.4603418098204,523.4603418098204,,,,0,1
2020-01-28,582.6235630819734,566.0947240428084,571.723876953125,11511345,537.0382669457355,537.0382669457355,,,,0,1
2020-01-29,574.0005911350054,555.5983955167474,564.3916625976562,6946015,537.0382669457355,537.0382669457355,,,,0,1
2020-01-30,568.2909420291257,559.0674383909267,565.574951171875,3366300,537.0382669457355,537.0382669457355,,,,0,1
2020-01-31,572.2078752733746,556.1182432031345,558.3412475585938,3341175,537.0382669457355,537.0382669457355,,,,0,1
2020-02-03,568.8286860215592,558.8163838688513,563.65673828125,2576210,537.0382669457355,537.0382669457355,,,,0,1
2020-02-04,587.5804890131525,565.0729028289783,581.1715087890625,5149785,537.0382669457355,537.0382669457355,,,,0,1
2020-02-05,582.6325625445526,559.6320457629793,561.7205200195312,4781145,537.0382669457355,537.0382669457355,,,,0,1
2020-02-06,569.5098180234367,562.303121774331,566.309814453125,2462660,537.0382669457355,537.0382669457355,,,,0,1
2020-02-07,570.9799252995406,562.3749122023098,567.6992797851562,2676165,537.0382669457355,537.0382669457355,,,,0,1
2020-02-10,568.8734908081074,558.072335718588,564.5440673828125,1477975,537.0382669457355,537.0382669457355,,,,0,1
2020-02-11,574.7355746530866,562.0162571708469,572.09130859375,3060520,537.0382669457355,537.0382669457355,,,,0,1
2020-02-12,576.1069924519132,567.2241117514282,572.8980712890625,2843165,537.0382669457355,537.0382669457355,,,,0,1
2020-02-13,598.2112855156515,573.1491012054615,596.0062255859375,8584320,543.6440604496136,543.6440604496136,,,,0,1
2020-02-14,597.5120894288169,587.4729258054979,592.3670043945312,3533430,551.5886392673818,551.5886392673818,,,,0,1
