Date,High,Low,Close,Volume,plus_di,minus_di,adx,rsi_14,buy_price,sell_price,adx_rsi_signal,position
2020-01-27,81.71596055943436,79.98971502598397,80.28089141845703,8213919,30.209021057661424,23.89471609283122,23.584849708765745,15.351872066844592,,,0,0
2020-01-28,80.2808703245576,78.65861033825847,79.22016143798828,9174575,26.992762337388054,26.65610206380551,21.057057711588836,12.209772736002051,,,0,0
2020-01-29,80.61365048296872,78.7210154297218,80.03130340576172,17600091,25.256685816511887,23.68816066052499,17.484131655923672,24.872673745681155,,,0,0
2020-01-30,81.2168051818884,79.61534636816111,80.86323547363281,26386034,24.87301355795003,21.244290449964492,15.256857273358422,35.196920163115905,,,0,0
2020-01-31,81.32078637052834,76.99476680050832,77.72270202636719,63986362,21.19432993172091,26.52157576401778,14.207166651586416,22.581281246912923,,,0,0
2020-02-03,78.61702477976895,73.81265433431213,77.9306869506836,16329297,17.503962903383645,31.315329249135193,13.958879411664196,24.511031883071453,,,0,0
2020-02-04,81.23759723620692,78.20106383800243,80.8424301147461,14207381,22.486340052151682,27.239430202147176,15.623865221261003,45.13100553097947,,,0,0
2020-02-05,81.40399331406553,78.2010753658835,78.76262664794922,14550344,20.240984759041012,23.98977884058099,14.879013242804415,37.29478512160854,,,0,0
2020-02-06,80.59285036390442,78.47143802643848,80.2392807006836,9175642,18.396199900054057,21.803324905538048,14.139386376172089,44.643948242801265,,,0,0
2020-02-07,80.19769679382381,78.42985382155568,79.19938659667969,18058457,18.435500793864843,21.965332968079405,13.51487238922241,40.999684664143366,,,0,0
2020-02-10,79.49054686745022,76.8491807052441,77.61871337890625,30471811,16.81210954082327,24.340127239055214,13.078910639750553,36.16691288037016,,,0,0
2020-02-11,79.53215162461139,78.24266508530276,78.82501220703125,32456571,16.325875149643164,23.465689448488707,13.612630462796778,41.80461127749073,,,0,0
2020-02-12,79.8233358789312,78.42985844324524,78.76262664794922,16386952,17.703462463652947,24.133744453345173,14.026124770897429,41.59998424549174,,,0,0
2020-02-13,79.51136639788122,78.07629147512657,79.26178741455078,18581113,17.144879639991238,24.528224147803517,14.172686066572384,43.96346016085021,,,0,0
2020-02-14,79.61534514044634,76.28763526864397,76.57881164550781,23830630,15.496392784242005,27.279465324604114,14.574249057012446,35.61926954600395,,,0,0
2020-02-17,77.285955321124,75.10214929956993,76.37083435058594,17670292,14.061405061062027,28.362891384496276,15.813825840625828,35.06370564323004,,,0,0
2020-02-18,77.51472963142149,75.22693293876742,76.95317840576172,30879880,13.5124934402185,25.875298020392883,17.41884842100713,37.98062742776536,,,0,0
2020-02-19,78.18027339532178,76.12125406832328,77.99308776855469,22313738,14.26831659007402,23.58098679424769,18.616578889763137,42.9121549090246,,,0,0
2020-02-20,79.32415685868222,77.32753687711143,78.72100830078125,25907657,17.62759581847232,23.241685086092815,19.07159914708211,46.14056746138219,,,0,0
2020-02-24,78.70022257449011,76.97397716968287,77.41073608398438,14921452,17.865755101072967,24.758242778941423,18.628046401911593,41.582145567162875,,,0,0
2020-02-25,78.07628189902482,77.09876762529191,77.4315414428711,17807428,17.83002635616328,24.70873012550716,18.419856008865345,41.68066966744786,,,0,0
2020-02-26,78.36744881759067,76.51641125387016,77.3067398071289,17113656,18.39578964937985,26.175348864501004,18.239466511955673,41.23145361118768,,,0,0
2020-02-27,78.07627393813758,75.41411187824505,77.55632019042969,28472046,16.685124531284828,27.85030493780434,18.21954356146869,42.564591735920786,,,0,0
2020-02-28,77.0779619327367,74.51978504485346,75.49729919433594,28010970,14.791651674865628,27.872589748415106,18.81176022189841,35.42497685539885,,,0,0
2020-03-02,77.86830447954058,75.60130353225259,76.32923889160156,19540018,16.64102898174118,26.02742924497458,19.719741555945973,39.81748337103538,,,0,0
2020-03-03,80.98802433231629,75.72609292269439,79.7401351928711,16039306,23.803688019603726,21.61330368654196,19.803997193814237,53.71776301257941,,,0,0
2020-03-04,82.3606898405815,78.42983755489236,81.96552276611328,16939245,24.50739780187987,18.562701277414842,18.66525564417647,60.1799154247327,,,0,0
2020-03-05,83.00546402204361,80.92564834398439,81.50799560546875,9715265,24.152212382651168,16.87804191793196,18.30424093599731,58.375287018091996,,,0,0
2020-03-06,80.1144959275551,78.26346386855067,79.2825698852539,14371982,22.420173133602344,23.38207601524308,18.171931419097497,50.45057888861123,,,0,0
2020-03-09,78.45065590124987,74.02065017345171,75.26853942871094,69609292,19.119036023977028,31.23026311877799,17.04527665123502,39.92297784531397,,,0,0
2020-03-11,76.4956267008238,73.72947332941862,75.45571899414062,42604599,17.497399409722632,29.345082731596627,17.59319628979764,40.54600469571449,,,0,0
2020-03-12,73.99983787399562,68.52992522884436,69.09147644042969,58418097,14.424816505922248,36.299561285157075,18.281931461497265,29.386978949037058,,,0,0
2020-03-13,71.79523849861967,62.18649118095548,69.8402099609375,44617540,11.401118849771908,41.26346319770601,20.252691690173194,31.766243487298382,,,0,0
2020-03-16,70.25423727887522,66.84718906196079,68.11943817138672,39669086,10.23911835684817,37.05789660312269,23.02198897409206,29.32102447466255,,,0,0
2020-03-17,73.46719556904013,67.17062391472955,69.86607360839844,35460792,14.2235687849431,31.240858848109752,25.465191914635316,34.806565151699445,,,0,0
2020-03-18,71.11677148784662,52.6798870396787,62.167877197265625,119909061,10.282148679687102,42.216985527796794,26.492186890308346,25.436258126251616,,,0,0
2020-03-19,65.51023880055757,60.42122525412828,63.46169662475586,44039786,9.23631445734592,37.92294450539096,29.068255188954698,28.90065484312177,,,0,0
2020-03-20,69.80138764894694,63.93608763780238,67.81753540039062,131485883,13.603860383114139,33.73362146113013,31.344782377702476,39.15095337705887,,,0,0
2020-03-23,67.21376855667536,61.046574654370836,65.9846420288086,39665620,11.96671598703495,33.11087293457693,32.20102320457646,36.75002793239267,,,0,0
2020-03-24,67.79597011536859,62.70696302957414,63.5263786315918,42302851,11.814871769062862,30.772974118835222,33.28060268758906,33.75975066081412,,,0,0
2020-03-25,67.68816433216548,63.97922342016315,64.79864501953125,23309603,10.929715101911015,28.46749812706838,34.112719924099636,36.63349331671109,,,0,0
2020-03-26,69.73670306888968,63.504825586106016,68.29194641113281,25329120,11.984122080241331,25.72082178063304,34.83852601568041,43.83810173049191,,,0,0
2020-03-27,71.69899013634998,67.5587776170162,69.0035400390625,28883749,13.20132256494711,23.625739104450087,34.913187606312846,45.20480357430745,,,0,0
2020-03-30,68.96040058356327,66.00618658186839,67.12749481201172,22364337,12.562250189924873,24.26046645446745,34.44560585129674,42.28336046047444,,,0,0
2020-03-31,69.77982549402068,67.45095784104869,68.61539459228516,24838523,12.609936128233173,22.5389523668635,34.23076977999105,45.30258036249125,,,0,0
2020-04-01,69.84451175709012,66.04932064260856,66.67466735839844,14182117,12.208361118313443,23.348171930346552,33.808806442296074,42.20160589746753,,,0,0
2020-04-03,69.1976141510596,65.44555084258272,67.36470794677734,21066826,12.166826623849024,24.038163394076875,33.63522072012426,43.67782058570825,,,0,0
2020-04-07,69.82295860105283,67.45096241684364,68.14099884033203,24741992,12.233729197856572,22.57775928130897,33.5574560127542,45.36831176782988,,,0,0
2020-04-08,70.16797510989207,66.95500191412513,68.29194641113281,21481260,12.281986861235977,22.478015287622537,33.275453065237684,45.7095387065251,,,0,0
2020-04-09,71.89305322285581,68.29193130704374,70.92269134521484,15607786,17.08464488923714,25.994383453685764,32.943623071800516,51.406158320126075,,,0,0
2020-04-13,71.11677838631671,67.81754832905513,68.98197937011719,14901247,16.341457967583658,25.6797901931506,32.06068613181804,47.45064513292458,,,0,0
2020-04-15,70.68549788975103,68.33506312630357,68.80946350097656,25249654,16.277081781283364,25.578626211276635,31.34673124866202,47.103672593069106,,,0,0
2020-04-16,71.89306505609349,67.92536016354161,70.46986389160156,31150756,18.275332198741722,25.825139948376176,30.658922414182033,50.83032415585778,,,0,0
2020-04-17,74.71789768403663,70.83644936530766,72.34590148925781,18536308,22.82573675616641,24.367162740565153,29.606844958088793,54.712580744698734,,,0,0
2020-04-20,72.97124280879957,69.93077167741167,71.37553405761719,24177042,21.66500639070086,24.957416958567364,27.720934936415585,52.40763447850802,,,0,0
2020-04-21,71.59117046954212,69.93077207828047,70.14640808105469,13915863,22.145604768896455,25.511051418577818,26.227787431323655,49.5595936532793,,,0,0
2020-04-22,70.18953464963157,67.53721305349826,69.95233154296875,19702407,21.257301461082942,29.98937163354864,24.89519580550772,49.105813097852646,,,0,0
