Date,High,Low,Close,Volume,wr_14,macd,macd_signal,macd_hist,buy_price,sell_price,wr_macd_signal,position
2020-01-20,87.76822026254112,84.54450684009066,85.1268539428711,49337827,-27.60867421770399,0.34510825849451976,-0.053297757055601566,0.39840601555012134,,,0,1
2020-01-21,84.9812573647275,82.77665582124406,83.44219207763672,17283910,-45.217470187380705,0.462338549303837,0.04982950421628615,0.4125090450875508,,,0,1
2020-01-22,84.17014511451795,80.30169082733687,83.21343231201172,56787054,-47.608563689340684,0.5306681855940099,0.14599724049183088,0.384670945102179,,,0,1
2020-01-23,86.27076228305873,80.65526082985784,84.0037612915039,226059260,-39.347712039526314,0.6412014866287734,0.2450380897192194,0.39616339690955404,,,0,1
2020-01-24,82.42308513508227,80.80083065702222,81.9239273071289,16151679,-63.431293862204704,0.5545818292941505,0.3069468376342056,0.24763499165994485,81.9239273071289,,1,1
2020-01-27,81.71596055943436,79.98971502598397,80.28089141845703,8213919,-81.26405705111699,0.3493290145733283,0.31542327302203016,0.03390574155129816,,,0,1
2020-01-28,80.28089351919978,78.65863306419946,79.22018432617188,9174575,-93.83560144114281,0.0999226365376984,0.2723231457251638,-0.1724005091874654,,,0,1
2020-01-29,80.61365048296872,78.7210154297218,80.03130340576172,17600091,-84.93158568357366,-0.03191528448061831,0.21147545968400738,-0.2433907441646257,,,0,1
2020-01-30,81.2167975191348,79.61533885650412,80.86322784423828,26386034,-75.79918022585974,-0.06847905332612925,0.15548455708198006,-0.2239636104081093,,,0,1
2020-01-31,81.32079435311704,76.99477435844746,77.72270965576172,63986362,-93.24324544073997,-0.34687116015390984,0.05501341363480208,-0.4018845737887119,,,0,1
2020-02-03,78.61703247635579,73.8126615605523,77.93069458007812,16329297,-70.4918082646239,-0.544440296496262,-0.06487732839141075,-0.4795629681048513,,,0,1
2020-02-04,81.23760490289482,78.20107121812161,80.84243774414062,14207381,-49.62741131541724,-0.46075067460000696,-0.14405199763313,-0.3166986769668769,,80.84243774414062,-1,0
2020-02-05,81.40399331406553,78.2010753658835,78.76262664794922,14550344,-64.530512943982,-0.5558420192538165,-0.22641000195726732,-0.32943201729654914,,,0,0
2020-02-06,80.59285802691743,78.47144548774116,80.23928833007812,9175642,-53.949340855769826,-0.506213029519273,-0.28237060746966847,-0.22384242204960458,,,0,0
2020-02-07,80.19769679382381,78.42985382155568,79.19938659667969,18058457,-56.761265973745964,-0.5445162324824651,-0.33479973247222783,-0.20971650001023723,,,0,0
2020-02-10,79.49055468083333,76.84918825899878,77.61872100830078,30471811,-69.44911963287815,-0.694413532652149,-0.40672249250821213,-0.28769104014393687,,,0,0
2020-02-11,79.53214392677354,78.24265751227303,78.82500457763672,32456571,-59.76639514537501,-0.7077131436910236,-0.46692062274477447,-0.2407925209462491,,,0,0
2020-02-12,79.8233358789312,78.42985844324524,78.76262664794922,16386952,-42.511944452545386,-0.7150439770020824,-0.516545293596236,-0.19849868340584642,,,0,0
2020-02-13,79.51135874446331,78.07628395984271,79.26177978515625,18581113,-31.052612012088403,-0.6728203741836722,-0.5478003097137233,-0.12502006446994895,,,0,0
2020-02-14,79.61533720852802,76.28762766825875,76.57880401611328,23830630,-63.56182886776324,-0.8460982923073175,-0.6074599062324422,-0.2386383860748753,,,0,0
