Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,kc_middle,kc_upper,kc_lower,rsi_14,buy_price,sell_price,bb_kc_rsi_signal,position
2020-01-28,232.21771179750664,226.8702737319966,227.6624755859375,2161711,235.6645325311053,214.83851852416993,194.01250451723456,217.43019220426606,233.12041879309655,201.73996561543558,80.45921343084939,,227.6624755859375,-1,0
2020-01-29,236.03024441818653,228.7517728735518,230.03912353515625,3738186,237.47573904081136,216.04912033081055,194.62250162080974,218.36680892693354,234.1744095741496,202.5592082797175,81.64420838453512,,,0,0
2020-01-30,230.48472137121607,225.9790019915272,229.24688720703125,2192123,238.99687746077876,217.05423965454102,195.11160184830328,219.15401376509766,234.20776092571907,204.10026660447625,79.90472022628838,,,0,0
2020-01-31,232.26721222973296,224.9392247020987,227.2168426513672,2720308,239.87603768776646,218.10144729614257,196.32685690451868,219.7233018692064,234.7334035471728,204.71320019124002,75.46768745446623,,,0,0
2020-02-03,222.46356375832175,213.50165594130738,218.75006103515625,2720614,238.68028522325258,219.15855712890624,199.6368290345599,219.65612887883222,236.0159174540773,203.29634030358713,60.4025542277226,,,0,0
2020-02-04,224.93923464482802,219.88887995350802,223.2557830810547,2028088,238.06147415239832,220.2181427001953,202.37481124799228,219.8993710798562,235.83022218483623,203.96851997487616,64.46761477448683,,,0,0
2020-02-05,236.97100231934476,220.38402263597837,233.95068359375,8985919,237.92601998032214,221.93873291015626,205.95144583999038,220.8302948985049,238.60456140853938,203.0560283884704,71.8537522576849,,,0,0
2020-02-06,241.22914683428172,231.82160645042867,234.1982421875,8852675,238.35665195506866,223.3498634338379,208.34307491260714,221.699744406091,239.58451831826392,203.8149704939181,71.99884806552248,,,0,0
2020-02-07,239.7932393709878,232.96040051167594,237.16903686523438,5052443,238.99851097896357,224.8550682067871,210.71162543461065,222.68863779051551,240.12820214659524,205.2490734344358,73.74780567257135,,,0,0
2020-02-10,242.76405964494285,235.23803608114346,242.12039184570312,5588211,241.06518474700832,226.38503036499023,211.70487598297214,223.91090464879989,241.09991590874884,206.72189338885093,76.39422005819708,,,0,0
2020-02-11,246.18049858139577,241.2786625267195,242.91261291503906,3533751,242.78844241314545,227.9174705505371,213.04649868792876,225.08813168851003,241.505915822225,208.67034755479506,76.79725127277655,,,0,0
2020-02-12,248.95321164466807,242.6155064986126,247.26976013183594,4490312,245.39096236135083,229.5563621520996,213.7217619428484,226.4429458459569,242.4716483361315,210.4142433557823,78.92815318195368,,,0,0
2020-02-13,250.29008194779948,245.83387870837277,249.0027313232422,2563148,248.1819722796236,231.1135566711426,214.04514106266157,227.8025579185981,243.09432683888505,212.51078899831114,79.72567790690867,,,0,0
2020-02-14,256.08314958229056,249.10176155658334,253.656982421875,4968325,252.11514401805488,232.48755264282227,212.85996126758965,229.34126660255075,244.5163358960352,214.1661973090663,81.72607636588273,,,0,0
2020-02-17,254.8948150564059,249.2007776775093,250.04251098632812,2411524,254.4898712585114,233.77242431640624,213.05497737430107,230.5588042864921,245.34434009430706,215.77326847867712,75.49625957120634,,,0,0
2020-02-18,249.2008022037688,242.86309645457183,247.022216796875,2430446,255.7752436621008,235.02016220092773,214.26508073975467,231.51637448540143,246.2581440824726,216.77460488833026,70.6499033623793,,,0,0
2020-02-19,253.01332470751186,247.46782113556333,251.52792358398438,2101729,257.695779415962,236.4114875793457,215.12719574272936,232.66817172912772,247.1276258323766,218.20871762587885,73.39381926033604,,,0,0
2020-02-20,258.4597943729903,250.19105544376478,256.1326599121094,3108173,260.4100165274025,237.84985122680663,215.28968592621078,234.00541949152026,248.6769764748742,219.3338625081663,75.87601919019721,,,0,0
2020-02-24,253.35993407570257,241.7242914946153,244.8436279296875,3309214,260.93359326957574,238.71633529663086,216.49907732368598,234.61735741730604,250.72972428991469,218.5049905446974,60.88029095910978,,,0,0
2020-02-25,249.29982729923393,240.04082071789043,244.05140686035156,3309962,261.2791349906943,239.50359802246095,217.7280610542276,235.14534634127457,251.50229465359104,218.7883980289581,59.984358216906614,,,0,0
2020-02-26,243.9028714355527,238.65445102579218,240.4369354248047,2897390,261.1927674187315,240.1423210144043,219.0918746100771,235.43904546645018,251.2313440935467,219.64674683935365,55.939525551992126,,,0,0
2020-02-27,239.10006415506567,229.79155650497682,231.87110900878906,3568055,261.1145165986386,240.23392028808593,219.35332397753325,235.24256330935773,251.59212096006664,218.89300565864883,47.72604642217636,,,0,0
2020-02-28,224.59264564061942,214.88802225850182,216.52195739746094,3364181,262.5596230185504,239.59767379760743,216.63572457666447,234.2192644472854,252.35183078151496,216.08669811305586,37.18892860484052,,,0,0
2020-03-02,224.49361469293666,214.04629068767278,216.4724578857422,3162614,263.68462464106585,239.06045455932616,214.43628447758647,233.2559790645928,251.6677622011164,214.84419592806918,37.16043493501577,,,0,0
2020-03-03,226.42462574424076,217.11611860746297,223.5528564453125,2992170,263.17298091037,239.30059432983398,215.428207749298,232.73278437723624,251.29528438442526,214.17028437004723,43.79416230721779,,,0,0
2020-03-04,224.79072284974268,211.47162797607663,218.94815063476562,5216787,263.63522484805674,239.08521270751953,214.53520056698233,231.99416780018953,251.37134727409807,212.616988326281,40.77913451274424,,,0,0
2020-03-05,224.64218229011095,217.21517624274492,219.59181213378906,3159080,264.3476671044286,238.36726913452148,212.38687116461438,231.33355687329927,250.2548384551165,212.41227529148205,41.38658716526495,,,0,0
2020-03-06,214.6404621981353,205.48048860951823,212.65992736816406,4375226,265.6728973559773,237.29035339355468,208.90780943113208,230.34449099748446,250.20253168544806,210.48645030952085,36.98651698026045,,,0,0
2020-03-09,206.47076535932385,195.33025643705818,197.75640869140625,2763988,268.7600131932516,235.3197219848633,201.87943077647498,228.62761331286583,249.9752620255461,207.27996460018556,29.68032869224041,197.75640869140625,,1,1
2020-03-11,203.0048223229965,190.37891264193206,193.8448486328125,3763186,270.9338894435756,232.90594482421875,194.8780002048619,226.804345664311,248.54466000904642,205.06403131957558,28.110809445412627,,,0,1
2020-03-12,182.1101696912218,158.88840207165987,160.5718536376953,4834390,278.3388370774209,228.78890686035157,179.23897664328223,223.34910785830806,249.93163576098394,196.76657995563218,18.937199516067366,,,0,1
2020-03-13,159.77966851969913,128.48720921107702,147.3022918701172,7463176,284.4206124437935,223.79053344726563,163.16045445073775,219.39983955936393,249.75855903535364,189.0411200833742,16.609284077511305,,,0,1
2020-03-16,140.9150615101177,127.39790171758132,133.38902282714844,6582749,289.5779716190448,218.00984802246094,146.4417244258771,214.95230242325698,246.2599895023764,183.64461534413755,14.58482110261491,,,0,1
