Date,High,Low,Close,upper_bb,middle_bb,lower_bb,kc_middle,kc_upper,kc_lower,rsi_14,buy_price,sell_price,bb_kc_rsi_signal,position
2020-02-17,2065.9815853754753,2041.0071120484251,2053.168212890625,2074.6102760433096,2010.724871826172,1946.839467609034,2020.6864476933943,2099.0446072798945,1942.3282881068942,58.07888013642906,,,0,1
2020-02-18,2069.7092734983216,2037.140053305281,2064.81689453125,2081.3145017733077,2013.0368041992188,1944.7591066251296,2023.253230292678,2100.2554773602765,1946.2509832250796,60.238697039476385,,,0,1
2020-02-19,2078.095758788384,2041.2864392941503,2046.738037109375,2080.4727302579468,2012.77822265625,1945.0837150545528,2024.6049365312938,2101.261024377739,1947.9488486848488,55.46270095301178,,,0,1
2020-02-20,2063.558819704051,2004.7105792362977,2009.882568359375,2077.500536435161,2011.1870483398438,1944.8735602445265,2023.7659046401448,2104.610965568848,1942.9208437114414,47.2400092150275,,,0,1
2020-02-24,2030.5233934049347,1963.1949469233593,1971.255859375,2075.6530824015435,2008.0163146972657,1940.3795469929876,2020.8011260638891,2107.127391230882,1934.4748608968964,40.46829858605603,,,0,1
2020-02-25,2028.3800627083463,1967.202124589117,2009.2764892578125,2074.7507056345607,2007.40595703125,1940.061208427939,2020.1561346820756,2110.145521141802,1930.1667482223495,48.32099557286342,,,0,1
2020-02-26,2016.4988671158499,1969.0195365301724,1978.9442138671875,2071.77866802866,2004.6033447265625,1937.428021424465,2017.868749002826,2108.3625181552534,1927.3749798503984,43.40226224463882,,,0,1
2020-02-27,1975.5424263484545,1944.0914211714673,1962.0767822265625,2072.093998589624,2002.3155639648437,1932.5371293400633,2014.7963495611002,2103.183273406962,1926.4094257152383,40.90847528893373,,,0,1
2020-02-28,1928.5294237572145,1854.4448191721947,1863.9034423828125,2089.2136020543403,1995.8995849609375,1902.5855678675348,2006.5482970708651,2107.776665533657,1905.3199286080735,30.076575032934727,,,0,1
2020-03-02,1914.0382077299673,1850.4372871705166,1864.9747314453125,2099.7068049046543,1992.2768920898438,1884.8469792750334,1998.8637738937043,2102.717781576995,1895.0097662104135,30.293476540634543,,,0,1
2020-03-03,1919.6762660703635,1874.9459453075588,1897.4974365234375,2103.917778338281,1989.1877014160157,1874.4576244937502,1993.3980767908424,2097.8124246627613,1888.9837289189238,36.71187642071699,,,0,1
2020-03-04,1951.779322030524,1887.0601920568274,1941.295654296875,2104.2704190414756,1988.0437744140625,1871.817129786649,1990.60629329646,2097.545065459167,1883.6675211337536,44.16766523703345,,,0,1
2020-03-05,2001.4488341841673,1942.0880179762578,1980.295166015625,2103.1680351124464,1987.041973876953,1870.9159126414597,1990.0570715571796,2098.343186080608,1881.770957033751,49.83477421644368,,,0,1
2020-03-06,1978.9907536617056,1930.4864865069462,1972.28125,2102.793150848041,1986.4875244140626,1870.1818979800842,1989.1155589009527,2096.5286257317257,1881.7024920701795,48.73998264370382,,,0,1
2020-03-09,1938.2205048235915,1803.1909480871752,1837.9967041015625,2112.6957795751027,1978.836767578125,1844.9777555811474,1981.153979968712,2111.7915708399623,1850.5163890974616,34.90331386732316,,,0,1
2020-03-11,1851.9287512018009,1789.2130604053432,1820.617431640625,2119.2051849344234,1969.133563232422,1819.0619415304207,1972.7388612261493,2102.852832706639,1842.6248897456592,33.57484779458515,,,0,1
2020-03-12,1778.4028923500416,1638.5740108684804,1649.2906494140625,2157.214211860752,1951.2623962402345,1745.3105806197168,1955.8651115673251,2109.497579096042,1802.2326440386082,23.91242913913908,1649.2906494140625,,1,1
2020-03-13,1696.0246681637957,1403.4604584075764,1683.2579345703125,2169.32045915735,1934.2811767578125,1699.241894358275,1941.7080575448904,2138.691197932681,1744.7249171570998,28.317044256431743,,,0,1
2020-03-16,1716.7593026082275,1561.6941432286221,1580.8443603515625,2188.3652737975563,1911.1914978027344,1634.0177218079127,1923.0481406261028,2131.393430803404,1714.7028504488019,23.836610025993636,,,0,1
2020-03-17,1613.0870491644441,1512.583641382597,1545.0596923828125,2201.7404021646325,1886.6736755371094,1571.6069489095862,1903.5823342800873,2111.191009458248,1695.9736591019264,22.497167215703712,,,0,1
2020-03-18,1596.825902390386,1516.8704085378383,1541.705078125,2201.29291820112,1861.100518798828,1520.9081193965362,1885.018245744132,2087.8409689958435,1682.1955224924202,22.37026154586303,,,0,1
2020-03-19,1582.1156763348604,1451.9193647188854,1536.0260009765625,2190.0447446959997,1834.6609741210937,1479.2772035461876,1867.180798857054,2075.77808556274,1658.5835121513678,22.14254188536472,,,0,1
2020-03-20,1754.4126216407656,1527.2495106525018,1687.249267578125,2163.159178341393,1816.6865356445312,1470.2138929476696,1858.0162694438902,2091.2539378945994,1624.778600993181,39.73480030375049,,,0,1
2020-03-23,1642.7084388846413,1518.5666154317876,1567.33154296875,2145.577434171789,1794.558984375,1443.540534578211,1843.259609471203,2086.935772758148,1599.5834461842585,33.30769517015024,,,0,1
2020-03-24,1661.4821485206103,1532.7407263549997,1598.730712890625,2127.0076027064038,1775.9327270507813,1424.8578513951588,1830.8849902001675,2075.9448914574473,1585.8250889428878,36.21686901619222,,,0,1
2020-03-25,1699.0295134944079,1576.9997694312735,1642.98974609375,2095.4039573190853,1757.618389892578,1419.8328224660709,1821.404688034894,2066.3643478291374,1576.4450282406503,40.178035177213836,,,0,1
2020-03-26,1719.7278514240118,1616.9412491412945,1681.1475830078125,2065.3491429696805,1742.7285583496093,1420.1079737295381,1814.3479944866774,2055.3619182297152,1573.3340707436396,43.43938835225842,,,0,1
2020-03-27,1736.577230063031,1643.083689675262,1712.640625,2036.0189278630346,1730.2567504882813,1424.494573113528,1809.244582779063,2044.8470702593195,1573.6420952988065,46.05345319746904,,,0,1
2020-03-30,1788.2052774458814,1655.4275613408897,1669.4609375,2020.7185045138879,1720.5346252441407,1420.3507459743935,1802.2485008875565,2040.8506490819573,1563.6463526931557,43.11144166081806,,,0,1
2020-03-31,1741.2706305749605,1670.8688530584525,1714.1424560546875,2005.3751022597137,1712.9930114746094,1420.610920689505,1797.8495406349034,2026.9409533663477,1568.7581279034591,46.892156737926214,,,0,1
2020-04-01,1722.2624323300054,1597.6512657450166,1603.9874267578125,1981.010404293982,1698.3175109863282,1415.6246176786744,1788.1926867871066,2019.2995678367524,1557.0858057374608,39.85918978531042,,,0,1
2020-04-03,1633.321170086264,1548.8390405990433,1552.781494140625,1944.1395454034243,1678.8918029785157,1413.644060553607,1776.4918197667785,2001.377837547548,1551.6058019860088,37.07546909855752,,,0,1
2020-04-07,1676.3601120958806,1600.4670214169041,1666.363037109375,1887.3089114371942,1663.1951965332032,1439.0814816292122,1771.0293725417223,1998.1446410809772,1543.9141040024674,46.07215260164082,,,0,1
2020-04-08,1695.275281464251,1596.7127651000505,1600.889892578125,1816.3225661777533,1644.6256286621094,1472.9286911464656,1762.6070510268444,1986.7207160934547,1538.493385960234,42.316286320379106,,,0,1
2020-04-09,1669.7423753035805,1625.0606247169471,1657.867919921875,1781.5751299498793,1635.619189453125,1489.6632489563708,1757.4319539735618,1972.8980597244156,1541.965848222708,46.41058505008605,,,0,1
2020-04-13,1677.4396483126022,1638.9533441263588,1651.3909912109375,1744.8393460093184,1627.1578674316406,1509.4763888539628,1752.2018978212382,1953.8090052188777,1550.5947904235986,46.01079457908699,,,0,1
2020-04-15,1700.9071388355526,1621.8694467616856,1628.768798828125,1743.3576900766855,1626.1317749023438,1508.905859728002,1746.1243867037645,1943.3755924610164,1548.8731809465125,44.566762827273735,,,0,1
2020-04-16,1656.6947252273098,1572.3534149230936,1610.8397216796875,1736.7426932084024,1622.5108642578125,1508.2790353072226,1739.4740983783838,1933.8668336695919,1545.0813630871758,43.404095032123585,,,0,1
2020-04-17,1738.4074842860346,1645.5241233841498,1695.46240234375,1745.1414450067152,1628.241766357422,1511.3420877081287,1737.3139067578977,1937.784005478138,1536.8438080376575,50.03029940623263,,,0,1
2020-04-20,1717.8035277792935,1691.9895403399871,1707.1494140625,1751.4249862821848,1636.3462524414062,1521.2675186006277,1735.8355296944067,1921.4146141739416,1550.2564452148717,50.88554439260187,,,0,1
2020-04-21,1684.5736015077493,1621.7751970714862,1631.115234375,1747.0196435910902,1640.8167602539063,1534.6138769167223,1730.7102665788802,1914.805676072375,1546.6148570853854,45.43696623827351,,,0,1
2020-04-22,1680.2556019201222,1613.7494184708623,1661.012451171875,1741.345824521893,1647.0660827636718,1552.7863410054506,1727.3035961056203,1906.2888106263215,1548.318381584919,47.80362519879558,,,0,1
2020-04-23,1783.5117307084388,1652.8929407764144,1763.09521484375,1757.2653663114065,1650.858380126953,1544.4513939424996,1729.0508097367708,1916.264000622666,1541.8376188508757,54.9834767124493,,,0,1
2020-04-24,1738.4074623302713,1696.9643770854666,1707.0552978515625,1759.3976097745283,1657.8445678710937,1556.291525967659,1727.9783546774736,1909.694746687082,1546.2619626678652,50.84841241195825,,,0,1
2020-04-27,1760.0446384805164,1713.1101147877025,1723.9989013671875,1765.7618674337486,1664.107977294922,1562.4540871560953,1727.7845455953004,1901.9251231689054,1553.6439680216954,52.02323954877713,,,0,1
2020-04-28,1753.4738660340981,1720.2441991887943,1745.0726318359375,1776.496729174224,1669.2121215820312,1561.9275139898384,1728.6256063631865,1891.995444957582,1565.255767768791,53.511577490691465,,,0,1
2020-04-29,1795.292048994418,1736.6239094961065,1788.8150634765625,1794.468439330641,1674.5954956054688,1554.7225518802966,1731.5507923955952,1890.316269094548,1572.7853156966423,56.526274541478955,,,0,1
2020-04-30,1907.419009652793,1823.1245607342325,1890.9449462890625,1837.0824085676904,1683.5107116699219,1529.9390147721533,1739.2897023906692,1905.9009633483904,1572.678441432948,62.62108437906242,,,0,1
2020-05-04,1845.4653384043727,1796.3249185619707,1812.0948486328125,1854.378090513794,1690.6424072265625,1526.906723939331,1742.8212452780156,1911.6957862052413,1573.9467043507898,56.08369968526209,,,0,1
2020-05-05,1855.7908324011082,1808.856314636791,1814.2537841796875,1868.2875023921533,1695.6479736328124,1523.0084448734715,1746.2831341937156,1907.655929793776,1584.910338593655,56.21847070374731,,,0,1
2020-05-06,1833.91935650961,1777.504087375425,1786.8909912109375,1876.3629194275647,1704.7931518554688,1533.2233842833728,1748.2494823580482,1904.7673563150347,1591.7316084010617,53.95833390547054,,,0,1
2020-05-07,1815.8497109831703,1767.882651487648,1775.673828125,1874.3870671014338,1715.9377685546874,1557.488470007941,1749.5763807722585,1900.0350975589145,1599.1176639856026,53.0173525274461,,,0,1
2020-05-08,1820.5898852426897,1770.6046254390428,1777.3162841796875,1880.3951987693333,1721.4854309082032,1562.575663047073,1750.9175212610453,1896.3268320618831,1605.5082104602075,53.146196100721376,,,0,1
2020-05-11,1831.7603524950957,1791.9598591596382,1816.6474609375,1885.9191458991024,1732.2733093261718,1578.6274727532411,1754.0930536172991,1895.8498653307724,1612.3362419038258,56.24091610228396,,,0,1
2020-05-12,1836.5478839976997,1793.1334502461568,1829.97705078125,1896.2474182534054,1740.8787658691406,1585.5101134848758,1757.7566088962703,1894.0201095641773,1621.4931082283633,57.27097954096245,,,0,1
2020-05-13,1871.74857015917,1807.5891072336972,1830.11767578125,1904.0675220851153,1749.8151000976563,1595.5626781101973,1761.2477810739886,1896.716757010436,1625.7788051375412,57.28240393012308,,,0,1
2020-05-14,1805.1956004800322,1775.1575057638381,1785.7177734375,1901.611181401,1757.662548828125,1613.7139162552498,1762.427633535253,1895.3415512439783,1629.513715826528,52.50880075261998,,,0,1
2020-05-15,1799.8449602431147,1750.8452535814943,1776.8470458984375,1892.3365654108409,1765.9629150390624,1639.589264667284,1763.122469237617,1892.5446971188896,1633.7002413563443,51.58388738786189,,,0,1
2020-05-18,1833.2155141715398,1757.3224123152463,1826.316162109375,1897.046849193346,1772.5056030273438,1647.9643568613417,1766.1658863977427,1897.82464986456,1634.5071229309256,56.21566122709673,,,0,1
2020-05-19,1845.8879439447087,1786.3280757455473,1829.1793212890625,1901.614067362383,1778.6070983886718,1655.6001294149607,1769.1989811205797,1899.6037722433418,1638.7941899978175,56.47519286632809,,,0,1
2020-05-20,1842.555550819806,1813.268339335086,1833.82568359375,1892.4746230853023,1788.7426208496095,1685.0106186139167,1772.30812765922,1895.529522940827,1649.0867323776129,56.92144967513753,,,0,1
2020-05-21,1875.5035021649826,1822.1389734815893,1869.120361328125,1889.866434579292,1799.148016357422,1708.429598135552,1776.9634157854089,1898.5355030864246,1655.3913284843932,60.25503058275277,,,0,1
2020-05-22,1907.418920533123,1841.0065737675134,1896.483154296875,1904.627605254161,1805.8174133300781,1707.0072214059953,1782.7079302045474,1905.4053236852155,1660.0105367238793,62.667035998903785,,,0,1
2020-05-26,1899.9096667122362,1806.9793025795725,1823.875732421875,1899.0368659407977,1811.6584350585938,1724.2800041763899,1784.68571244798,1913.6996695535695,1655.6717553423905,53.405420891012994,,,0,1
2020-05-27,1886.7677561988135,1822.2327894134064,1882.35595703125,1902.0719671972017,1819.5762878417968,1737.0806084863918,1789.3759996098497,1918.3955545455249,1660.3564446741746,58.699771823361075,,,0,1
2020-05-28,1890.5224874790079,1850.4404527696308,1881.417236328125,1905.4275771818004,1826.3935180664062,1747.359458951012,1793.7941936621567,1917.9280558563244,1669.660331467989,58.58469878490114,,,0,1
2020-05-29,1879.8682669812522,1842.0859800995822,1851.4259033203125,1907.2398595429042,1829.5240600585937,1751.8082605742832,1796.5595902191938,1916.1461966581794,1676.972983780208,54.8828563484565,,,0,1
2020-06-01,1933.7023739266288,1859.6396727070455,1919.856689453125,1914.3640245337747,1830.9696472167968,1747.575269899819,1802.473712932255,1926.557060344363,1678.390365520147,60.94650559422922,,,0,1
2020-06-02,1953.4145366799178,1914.9752142890127,1921.639892578125,1928.555856448149,1836.4468994140625,1744.337942379976,1808.1877051573176,1927.550480744553,1688.8249295700823,61.09324658189142,,,0,1
2020-06-03,1942.9167814596308,1901.7283578672098,1926.3472900390625,1941.7992384506665,1842.0515747070312,1742.303910963396,1813.8515581581603,1929.5156692869555,1698.187447029365,61.50445944964408,,,0,1
2020-06-04,1977.0444376664893,1926.9122394256606,1969.0892333984375,1962.3243827345775,1851.1614868164063,1739.998590898235,1821.2903673291853,1935.5274720022392,1707.0532626561314,65.1102285094498,,,0,1
2020-06-05,1975.161338185036,1920.8397401059835,1928.32421875,1969.0923990297367,1858.7940063476562,1748.4956136655758,1826.4177680753414,1940.0954731231423,1712.7400630275406,59.395938760618684,,,0,1
2020-06-08,1972.3370692024216,1941.3634668321506,1950.4483642578125,1977.9998701894265,1867.4506103515625,1756.9013505136986,1832.3576935682452,1943.470161991341,1721.2452251451493,61.377107299576885,,,0,1
2020-06-09,1972.8076603044356,1939.6215615090496,1950.730712890625,1987.9469279897376,1874.1547729492188,1760.3626179087,1838.0251329462296,1944.6635174462806,1731.3867484461787,61.402989993556034,,,0,1
2020-06-10,2007.1709339804388,1952.0961217675608,1985.2822265625,2003.9189653281292,1881.9200317382813,1759.9210981484334,1845.073654367131,1952.3362517722721,1737.8110569619898,64.5350502005115,,,0,1
2020-06-11,1981.75149283973,1941.0809143478218,1946.5882568359375,2010.448160694547,1887.7435607910156,1765.0389608874843,1849.9314958162656,1955.3080765159052,1744.554915116626,58.782198761894044,,,0,1
2020-06-12,1929.2185634239745,1893.2552330127446,1920.0865478515625,2008.0188933237023,1894.4619995117187,1780.905105699735,1853.2878818586794,1958.79341044723,1747.7823532701289,55.155655727413645,,,0,1
2020-06-15,1938.444744617231,1883.793548854408,1911.048583984375,2000.4254825173011,1901.1720764160157,1801.9186703147302,1856.0506753825885,1961.9358934296545,1750.1654573355224,53.93360877466873,,,0,1
2020-06-16,1952.5195391074817,1912.0843208808253,1926.017822265625,1999.4143201039956,1906.157159423828,1812.8999987436605,1859.3966125341258,1962.9874825895422,1755.8057424787094,55.6849193435355,,,0,1
2020-06-17,1938.3038220722176,1907.8949505531377,1927.9007568359375,1997.3854714558313,1911.0932312011719,1824.8009909465125,1862.6719233940357,1961.9854518690356,1763.3583949190358,55.91196850178897,,,0,1
2020-06-18,1938.6329964601123,1906.6237096290142,1918.7684326171875,1993.6085139932175,1915.3403686523438,1837.0722233114702,1865.3534850375786,1961.1374965845553,1769.569473490602,54.45471660215597,,,0,1
2020-06-19,1967.629776726434,1913.0256967981409,1924.887939453125,1993.3790710401495,1918.1287475585937,1842.8784240770378,1868.198867151325,1965.3253008706426,1771.0724334320073,55.295531825271205,,,0,1
2020-06-22,1932.0904115797264,1900.9284452242077,1909.213134765625,1993.4579601674238,1918.7652465820313,1844.0725329966388,1870.1587551846462,1963.8049216736752,1776.5125886956173,52.61607946817187,,,0,1
2020-06-23,1924.3228893735795,1892.3136045209856,1916.13232421875,1983.3387745179043,1923.378076171875,1863.4173778258455,1872.355260352851,1963.0386540393226,1781.6718666663794,53.683005082371096,,,0,1
2020-06-24,1943.38767537521,1912.6493175953922,1922.628662109375,1982.172468392456,1925.3917114257813,1868.6109544591066,1874.7568203688336,1962.5195345986804,1786.9941061389868,54.7140200892579,,,0,1
2020-06-25,1939.3861790441704,1891.6076117691744,1898.0565185546875,1980.733690535129,1926.2236755371093,1871.7136605390897,1875.8696787922247,1964.4118378507737,1787.3275197336757,50.165319829930695,,,0,1
2020-06-26,2007.1704973377687,1901.6810263091247,1994.79052734375,1984.0567682430433,1933.3919067382812,1882.7270452335192,1881.548853153052,1983.0596339412325,1780.0380723648716,63.15255928861447,,,0,1
2020-06-29,2003.0282125161343,1968.85354689239,1978.597412109375,1990.3868472887789,1936.3289428710937,1882.2710384534084,1886.1828619715873,1984.3774881678873,1787.9882357752872,60.31873261102019,,,0,1
2020-06-30,1988.2476319717473,1953.5553466462745,1960.239501953125,1992.8621255547143,1938.2589233398437,1883.655721124973,1889.7185600165349,1985.0321731224644,1794.4049469106053,57.1858205593282,,,0,1
2020-07-01,1990.1778401893891,1957.7449392212916,1969.5601806640625,1996.439648939708,1940.4195678710937,1884.3994868024795,1893.5299782757065,1985.7988030968647,1801.2611534545483,58.3681293066626,,,0,1
2020-07-02,2038.238861702419,1975.1617237190185,2030.848388671875,2011.6735725788235,1943.5075256347657,1875.3414786907078,1900.084404936506,1996.8620930361858,1803.3067168368261,65.17763529742473,,,0,1
2020-07-03,2075.896711412927,2033.7668348434354,2070.85986328125,2038.9443619934332,1950.6343078613281,1862.324253729223,1908.2348725294642,2004.3444550934175,1812.1252899655108,68.76906213834403,,,0,1
2020-07-06,2136.996387148498,2075.8963991306646,2130.688720703125,2079.1531099817216,1959.6463256835937,1840.1395413854657,1918.8506167296594,2018.5765520168843,1819.1246814424344,73.2171766242158,,,0,1
2020-07-07,2167.876673496515,2101.457336018049,2136.9970703125,2112.213507481023,1968.9596435546875,1825.7057796283518,1929.2597449220775,2032.2969592906707,1826.2225305534844,73.64343165980983,,2136.9970703125,-1,0
2020-07-08,2141.232874584291,2078.3442252903433,2088.982421875,2127.0665696463675,1974.1446533203125,1821.2227369942575,1936.8803696039668,2042.1915955555585,1831.569143652375,65.1450320226218,,,0,0
2020-07-09,2113.083780207327,2062.763341412868,2075.28466796875,2139.338539000585,1980.5794738769532,1821.8204087533215,1943.4832491853913,2048.3274397164187,1838.6390586543637,62.914471684280564,,,0,0
2020-07-10,2118.1205781576555,2048.594429856661,2092.230712890625,2152.7303463459107,1989.1866821289063,1825.643017911902,1950.5789466756928,2058.843951665546,1842.3139416858398,64.53243162897638,,,0,0
2020-07-13,2113.507187444616,2080.603570611627,2090.01806640625,2163.2545197056297,1998.13515625,1833.0157927943703,1957.230050154686,2061.249273709597,1853.2108265997751,64.13895986686414,,,0,0
2020-07-14,2107.906241657353,2038.2389518482219,2044.781982421875,2166.797341164771,2004.0733642578125,1841.3493873508542,1961.4058540569874,2068.9566164391185,1853.8550916748563,56.54778814851198,,,0,0
2020-07-15,2127.676422456086,2053.3961295574645,2103.1044921875,2177.1476090269725,2012.8335510253905,1848.5194930238085,1968.1636796669636,2081.5382585980933,1854.7891007358342,62.68057332599568,,,0,0
2020-07-16,2201.3291939857995,2094.801182400955,2108.624267578125,2185.6929784469567,2022.3263427734375,1858.9597070999182,1974.8619752168631,2098.2047059358,1851.5192444979264,63.209807414736815,,,0,0
2020-07-17,2117.2578042112236,2066.44714973751,2076.543212890625,2188.233479878446,2029.9091064453125,1871.5847330121792,1979.7106233597005,2100.8812104572867,1858.5400362621147,58.05661376196213,,,0,0
2020-07-20,2101.217221063234,2067.1547857444943,2083.28955078125,2187.8800552495345,2038.6129272460937,1889.3457992426531,1984.649437759876,2100.515450037269,1868.7834254824832,58.816965382393505,,,0,0
2020-07-21,2112.3039785919636,2076.9204203525674,2099.4716796875,2187.5954368888297,2047.7798950195313,1907.964353150233,1990.124009239076,2101.480129507819,1878.767888970333,60.65920601780331,,,0,0
2020-07-22,2105.085828923157,2060.9271020827277,2067.296142578125,2181.941720607374,2055.0132690429687,1928.0848174785633,1993.8032543588834,2102.8555068521705,1884.7510018655962,55.35679061500805,,,0,0
2020-07-23,2067.2962301702164,2040.9237296664262,2048.660888671875,2165.9560985340127,2062.543487548828,1959.1308765636436,1996.4184888433351,2099.840013731797,1892.9969639548729,52.494679390128894,,,0,0
2020-07-24,2040.9239301731075,2005.1630343596155,2035.639892578125,2163.8964257096054,2064.5859558105467,1965.2754859114877,1998.2881943632694,2100.067136980458,1896.509251746081,50.528837924346625,,,0,0
2020-07-27,2089.988622701958,2041.3952077723188,2082.25146484375,2160.6451358960326,2069.768658447266,1978.8921809984988,2002.2905627653815,2104.7613573900776,1899.8197681406857,56.769839333912806,,,0,0
2020-07-28,2189.062863608074,2089.9888977982264,2179.391357421875,2168.801769594064,2080.726251220703,1992.6507328473422,2010.7322047193309,2124.3182031691317,1897.14620626953,66.30890510698835,,,0,0
2020-07-29,2209.8205959839324,2119.2859340354858,2147.5927734375,2165.5442015446924,2089.627880859375,2013.7115601740577,2017.2554615378706,2137.589794463795,1896.921128611946,61.52313025650635,,,0,0
2020-07-30,2224.917964680097,2144.00756795774,2150.848388671875,2170.9497008200306,2095.627880859375,2020.3060608987198,2023.6226878650543,2148.105667911489,1899.1397078186196,61.82690228739282,,,0,0
2020-07-31,2203.027685437651,2130.043103013322,2152.641357421875,2178.190833011712,2099.7169555664063,2021.2430781211003,2029.7716382181661,2156.403237242931,1903.1400391934012,62.00481253934041,,,0,0
2020-08-03,2173.8243930597278,2104.802726699839,2126.92919921875,2177.707936298789,2099.5289794921873,2021.3500226855858,2034.401920984465,2162.1746936168306,1906.6291483520995,57.84154830943442,,,0,0
2020-08-04,2141.5542301439623,2099.4715261720607,2122.730224609375,2175.8064390034356,2098.815637207031,2021.8248354106265,2038.6112620543474,2162.0232973989982,1915.1992267096966,57.16649273957702,,,0,0
2020-08-05,2170.1910401741256,2125.8436580488283,2131.976806640625,2179.1911660161636,2100.9653564453124,2022.7395468744612,2043.0604932529923,2163.623487694635,1922.4974988113495,58.32007664612187,,,0,0
2020-08-06,2188.5909820183633,2137.4972170057713,2177.83447265625,2190.4356400119477,2106.0928466796877,2021.7500533474276,2049.4827736096704,2169.3123035711355,1929.6532436482055,63.561417776909096,,,0,0
2020-08-07,2196.61065031057,2157.924637998399,2165.803466796875,2197.9013635717915,2109.771484375,2021.6416051782085,2055.0255298602897,2170.6093087068352,1939.4417510137441,61.38059059111411,,,0,0
2020-08-10,2193.780405950623,2147.5931183148814,2153.962158203125,2202.706124587412,2112.9686889648438,2023.2312533422755,2059.7397752138045,2173.002633416901,1946.4769170107081,59.22668077659005,,,0,0
2020-08-11,2181.514494772698,2147.1689434875766,2151.22607421875,2203.5132260193523,2118.2908935546875,2033.068561090023,2064.098887593827,2172.904569739417,1955.293205448237,58.71399356885023,,,0,0
2020-08-12,2166.7946242472785,2119.7582197835222,2129.94873046875,2204.693784719684,2119.63310546875,2034.5724262178155,2067.236391701413,2174.5687863781704,1959.9039970246558,54.74524010850543,,,0,0
2020-08-13,2170.192675575335,2123.4863549488223,2127.21337890625,2205.5229285945516,2120.5625610351562,2035.6021934757612,2070.0939977261755,2176.03441693554,1964.153578516811,54.237672417261145,,,0,0
2020-08-14,2152.547018353889,2107.067397541572,2115.6064453125,2204.9744109167555,2122.51572265625,2040.0570343957447,2072.2623838012173,2176.7046851310115,1967.8200824714233,52.0331391186842,,,0,0
2020-08-17,2141.884648912678,2111.926570673481,2126.221435546875,2205.030155372094,2124.662316894531,2044.294478416968,2074.833134579406,2174.8228211001333,1974.8434480586784,53.87941750516653,,,0,0
2020-08-18,2159.812240235881,2121.409333849678,2141.648681640625,2206.5672536289753,2126.7711669921873,2046.975080355399,2078.0163274753345,2175.687626469434,1980.3450284812352,56.500004559213814,,,0,0
2020-08-19,2155.660935889285,2125.372516210586,2129.2412109375,2204.592032355749,2129.8684204101564,2055.144808464564,2080.4567029763048,2174.4185557881465,1986.494850164463,53.84986956082329,,,0,0
