Date,High,Low,Close,wr_14,macd,macd_signal,macd_hist,buy_price,sell_price,wr_macd_signal,position
2020-02-06,2026.0972470246102,1971.395834026366,1983.37060546875,-65.71396754217027,-15.588088919589154,-9.260270954706893,-6.327817964882261,,,0,1
2020-02-07,2004.4777313313928,1974.6575140359002,1991.0120849609375,-55.559179750834275,-14.905200733894617,-10.38925691054444,-4.515943823350177,,,0,1
2020-02-10,2019.387933527619,1974.6576055122403,2014.681884765625,-38.179774878645006,-12.312125381949272,-10.773830604825406,-1.5382947771238662,,2014.681884765625,-1,0
2020-02-11,2026.6561478501756,2001.3090138488642,2006.7137451171875,-44.03033238952495,-10.775839589480256,-10.774232401756377,-0.0016071877238790222,,,0,0
2020-02-12,2036.1618850006837,2003.5460195658902,2022.882568359375,-19.455264678677935,-8.159574626323547,-10.251300846669812,2.091726220346265,,,0,0
2020-02-13,2047.344109644365,2023.1151852698756,2042.6380615234375,-4.027151226379275,-4.440871002485437,-9.089214877832937,4.6483438753475,,,0,0
2020-02-14,2061.3227439207117,2023.1155863706442,2035.4163818359375,-19.800542487553408,-2.0528369588516853,-7.681939294036687,5.629102335185002,,,0,0
2020-02-17,2065.981831039728,2041.0073547429834,2053.16845703125,-9.456663638653175,1.2576439964284418,-5.894022635943662,7.151666632372104,,,0,0
2020-02-18,2069.709518217414,2037.140294173441,2064.817138671875,-3.514049700300602,4.766233092308539,-3.761971490293222,8.528204582601761,,,0,0
2020-02-19,2078.095882728915,2041.286561039322,2046.7381591796875,-21.24366446830501,6.018613842213199,-1.8058544237919378,7.824468266005137,,,0,0
2020-02-20,2063.558569043367,2004.7103357239146,2009.88232421875,-51.04606147808157,3.9911690329502107,-0.6464497324435082,4.637618765393719,2009.88232421875,,1,1
2020-02-24,2030.523519145398,1963.1950684944989,1971.2559814453125,-79.95120454568037,-0.7240719822505071,-0.661974182404908,-0.062097799845599044,,,0,1
2020-02-25,2028.380432401103,1967.2024831315764,2009.27685546875,-58.75078949973397,-1.377093402748642,-0.8049980264736548,-0.5720953762749871,,,0,1
2020-02-26,2016.4984939552849,1969.019172155833,1978.94384765625,-86.293587850804,-4.292753618634833,-1.5025491449058905,-2.790204473728943,,,0,1
2020-02-27,1975.5423034403789,1944.0913002201112,1962.07666015625,-86.57854858436859,-7.873713148247816,-2.7767819455742755,-5.096931202673541,,,0,1
2020-02-28,1928.529297454433,1854.444697721344,1863.9033203125,-95.77081490051762,-18.421070794047182,-5.9056397152688564,-12.515431078778326,,,0,1
2020-03-02,1914.0384582934073,1850.4375294080698,1864.9749755859375,-93.61435854832015,-26.38925518653241,-10.002362809521568,-16.38689237701084,,,0,1
2020-03-03,1919.6763895674903,1874.9460659270828,1897.49755859375,-79.32866134748978,-29.737008357383047,-13.949291919093863,-15.787716438289184,,,0,1
2020-03-04,1951.779322030524,1887.0601920568274,1941.295654296875,-60.0901422840583,-28.527143425380018,-16.864862220351096,-11.662281205028922,,,0,1
2020-03-05,2001.4488341841673,1942.0880179762578,1980.295166015625,-42.959423753477125,-24.143075738407333,-18.320504923962346,-5.822570814444987,,1980.295166015625,-1,0
2020-03-06,1978.9902637193716,1930.4860085729017,1972.28076171875,-46.47978844906995,-21.072455805191794,-18.870895100208237,-2.2015607049835566,,,0,0
2020-03-09,1938.2207622769179,1803.1911876045606,1837.9969482421875,-87.33897192193012,-29.13865658151326,-20.924447396469244,-8.214209185044016,,,0,0
2020-03-11,1851.928378692699,1789.212700511287,1820.6170654296875,-89.12904355410271,-36.51269449009533,-24.042096815194462,-12.470597674900866,,,0,0
2020-03-12,1778.4028923500416,1638.5740108684804,1649.2906494140625,-97.47834636825273,-55.54104006085663,-30.3418854643269,-25.19915459652973,,,0,0
2020-03-13,1696.0247911599552,1403.4605601869016,1683.258056640625,-55.37968038832247,-67.10669097074856,-37.69484656561123,-29.41184440513733,,,0,0
2020-03-16,1716.7590374773267,1561.6939020454963,1580.8441162109375,-71.61499195160259,-83.57312278946256,-46.8705018103815,-36.70262097908106,,,0,0
2020-03-17,1613.0870491644441,1512.583641382597,1545.0596923828125,-76.90206031370815,-98.37637101218638,-57.17167565074248,-41.2046953614439,,,0,0
2020-03-18,1596.825902390386,1516.8704085378383,1541.705078125,-76.881734316628,-109.12086382249686,-67.56151328509335,-41.5593505374035,,,0,0
2020-03-19,1582.115802067989,1451.9194801051162,1536.026123046875,-77.8314109783732,-116.74839319495527,-77.39888926706574,-39.34950392788953,,,0,0
2020-03-20,1754.4123677817763,1527.2492896634296,1687.2490234375,-52.54280466845809,-109.33054645338484,-83.78522070432956,-25.54532574905528,,,0,0
2020-03-23,1642.7083109436621,1518.566497159491,1567.3314208984375,-72.59630868409216,-111.83898756833719,-89.39597407713109,-22.443013491206102,,,0,0
2020-03-24,1661.481894797274,1532.7404922916417,1598.73046875,-67.34552882486935,-110.0250047093482,-93.52178020357451,-16.503224505773687,,,0,0
2020-03-25,1699.0295134944079,1576.9997694312735,1642.98974609375,-59.94416674666372,-103.81929225725594,-95.5812826143108,-8.238009642945144,,,0,0
2020-03-26,1719.7276016806597,1616.9410143248801,1681.1473388671875,-51.75109521265231,-94.73023045950458,-95.41107218334955,0.6808417238449636,,,0,0
2020-03-27,1736.576982510191,1643.0834554501284,1712.640380859375,-42.18346476344006,-84.01735840252218,-93.13232942718409,9.114971024661912,,,0,0
2020-03-30,1788.2052774458814,1655.4275613408897,1669.4609375,-40.6868528048775,-78.11113380076199,-90.12809030189968,12.016956501137685,,,0,0
2020-03-31,1741.2706305749605,1670.8688530584525,1714.1424560546875,-19.249860509804126,-69.02925682008299,-85.90832360553635,16.87906678545336,,,0,0
2020-04-01,1722.2621701869114,1597.6510225688094,1603.9871826171875,-47.880604090190225,-69.91448319980645,-82.70955552439038,12.795072324583927,,,0,0
2020-04-03,1633.321170086264,1548.8390405990433,1552.781494140625,-70.00705506057895,-73.89607464985943,-80.9468593494842,7.050784699624771,1552.781494140625,,1,1
2020-04-07,1676.3601120958806,1600.4670214169041,1666.363037109375,-36.23175325868467,-67.11279871550073,-78.18004722268752,11.06724850718679,,,0,1
2020-04-08,1695.274893662221,1596.7123998446502,1600.8895263671875,-55.70135657227387,-66.25640619120031,-75.79531901639008,9.538912825189769,,,0,1
2020-04-09,1669.7422523589412,1625.0605050622655,1657.8677978515625,-38.757949525369135,-60.285109409121105,-72.69327709493629,12.408167685815187,,,0,1
2020-04-13,1677.4397723084232,1638.9534652772843,1651.39111328125,-50.73979492835472,-55.436391788780384,-69.24190003370512,13.805508244924738,,,0,1
2020-04-15,1700.9070113587334,1621.8693252084545,1628.7686767578125,-59.12969956277326,-52.81042401073887,-65.95560482911188,13.145180818373007,,,0,1
2020-04-16,1656.6947252273098,1572.3534149230936,1610.8397216796875,-69.42857335859713,-51.58144368932335,-63.08077260115418,11.49932891183083,,,0,1
2020-04-17,1738.4074842860346,1645.5241233841498,1695.46240234375,-38.745178235589776,-43.2802174165588,-59.12066156423511,15.840444147676308,,,0,1
2020-04-20,1717.803159282878,1691.989177381086,1707.1490478515625,-33.86284994160805,-35.350917790076664,-54.366712809403424,19.01579501932676,,,0,1
2020-04-21,1684.5738536498686,1621.7754398141215,1631.115478515625,-65.6273837946379,-34.80100004923179,-50.4535702573691,15.652570208137313,,,0,1
2020-04-22,1680.2558488891636,1613.749655664624,1661.0126953125,-53.137227626119795,-31.58859705993882,-46.68057561788305,15.09197855794423,,,0,1
2020-04-23,1783.5117307084388,1652.8929407764144,1763.09521484375,-8.699996516497674,-20.56843820760173,-41.45814813582678,20.889709928225052,,,0,1
2020-04-24,1738.4079595794053,1696.9648624803383,1707.0557861328125,-32.579821938371026,-16.170394238037943,-36.40059735626902,20.230203118231074,,,0,1
2020-04-27,1760.0446384805164,1713.1101147877025,1723.9989013671875,-25.359929744491644,-11.188767756144443,-31.358231436244104,20.16946368009966,,,0,1
2020-04-28,1753.4737433761072,1720.2440788552658,1745.072509765625,-18.203981595444017,-5.477191150156841,-26.182023379026653,20.70483222886981,,,0,1
2020-04-29,1795.2925390436487,1736.6243835310754,1788.8155517578125,-2.9052717020336805,2.549582374140755,-20.435702228393172,22.985284602533927,,,0,1
2020-04-30,1907.4191327865917,1823.1246784263872,1890.945068359375,-4.9166666563984505,16.95639392550538,-12.957282997613461,29.913676923118842,,,0,1
2020-05-04,1845.4655870409504,1796.3251605779383,1812.0950927734375,-28.44935632955089,21.76052009222076,-6.013722379646618,27.774242471867375,,,0,1
2020-05-05,1855.7907075360156,1808.856192929642,1814.253662109375,-27.80513365296633,25.44864703491021,0.27875150326474785,25.169895531645462,,,0,1
2020-05-06,1833.91935650961,1777.504087375425,1786.8909912109375,-35.97149309818559,25.865414943581982,5.396084191328195,20.469330752253786,,,0,1
2020-05-07,1815.8495861509305,1767.8825299529472,1775.6737060546875,-44.861804509968636,25.002353777585995,9.317338108579754,15.68501566900624,,,0,1
2020-05-08,1820.590260370029,1770.6049902670622,1777.316650390625,-44.30235095284763,24.17230023242041,12.288330533347885,11.883969699072527,,,0,1
2020-05-11,1831.7608448384115,1791.960340805317,1816.64794921875,-30.909301319776706,26.384045079535554,15.10747344258542,11.276571636950134,,,0,1
2020-05-12,1836.5476389804478,1793.1332110209048,1829.976806640625,-26.37057378414684,28.879491405606586,17.861877035189654,11.017614370416933,,,0,1
2020-05-13,1871.74857015917,1807.5891072336972,1830.11767578125,-30.370727819732913,30.516739582201126,20.39284954459195,10.123890037609176,,,0,1
2020-05-14,1805.1954770782302,1775.1573844154173,1785.7176513671875,-57.827993341405715,27.909832478614135,21.89624613139639,6.013586347217746,,,0,1
2020-05-15,1799.8449602431147,1750.8452535814943,1776.8470458984375,-67.19816106985866,24.841696477115647,22.48533620054024,2.3563602765754084,,,0,1
2020-05-18,1833.215146577152,1757.3220599388608,1826.3157958984375,-43.330206234593014,26.101015034607144,23.20847196735362,2.8925430672535235,,,0,1
2020-05-19,1845.8875743886206,1786.3277181136455,1829.178955078125,-45.80947485183871,27.01861332578369,23.970500239039637,3.0481130867440527,,,0,1
2020-05-20,1842.5554281683817,1813.268218633192,1833.8255615234375,-47.00245764924389,27.800294400539087,24.736459071339528,3.0638353291995593,,,0,1
2020-05-21,1875.5035021649826,1822.1389734815893,1869.120361328125,-5.120512207888563,30.911449706769417,25.971457198425508,4.939992508343909,,,0,1
2020-05-22,1907.418920533123,1841.0065737675134,1896.483154296875,-6.984422380314029,35.17948421819756,27.813062602379922,7.366421615817636,,,0,1
2020-05-26,1899.9092852346564,1806.9789397612221,1823.8753662109375,-53.3573467037692,32.330405834618205,28.71653124882758,3.613874585790626,,,0,1
2020-05-27,1886.7677561988135,1822.2327894134064,1882.35595703125,-16.007138358467245,34.39490259856666,29.8522055187754,4.54269707979126,,,0,1
2020-05-28,1890.5222421568471,1850.4402126486837,1881.4169921875,-16.60683360865263,35.54551793778796,30.990868002577912,4.554649935210051,,,0,1
2020-05-29,1879.8683909268589,1842.0861015540845,1851.426025390625,-35.76137433109756,33.64947826890511,31.522590055843352,2.1268882130617612,,,0,1
2020-06-01,1933.7020050746394,1859.6393179824497,1919.8563232421875,-7.5718734579898275,37.23933444504587,32.66593893368386,4.573395511362008,,,0,1
2020-06-02,1953.4146607686837,1914.975335935958,1921.6400146484375,-15.685806934748056,39.76980871864566,34.086712890676225,5.683095827969439,,,0,1
2020-06-03,1942.9167814596308,1901.7283578672098,1926.3472900390625,-13.362022975467807,41.67466598731471,35.60430351000392,6.070362477310788,,,0,1
2020-06-04,1977.0440699760443,1926.9118810587945,1969.0888671875,-3.516907345203931,46.101735061648014,37.703789820332744,8.39794524131527,,,0,1
2020-06-05,1975.1614632203175,1920.8398617025,1928.3243408203125,-22.173349473494692,45.792989525789835,39.32162976142416,6.471359764365673,,,0,1
2020-06-08,1972.3370692024216,1941.3634668321506,1950.4483642578125,-13.945162781542974,46.79411680723115,40.81612717058556,5.977989636645589,,,0,1
2020-06-09,1972.807783756251,1939.621682884188,1950.7308349609375,-15.472445751735552,47.067742775478564,42.066450291564166,5.001292483914398,,,0,1
2020-06-10,2007.170687148044,1952.0958817080061,1985.281982421875,-10.933869658410224,49.50195445374766,43.55355112400087,5.948403329746789,,,0,1
2020-06-11,1981.75149283973,1941.0809143478218,1946.5882568359375,-30.262201665608952,47.75829655432517,44.39450021006573,3.363796344259441,,,0,1
2020-06-12,1929.2184407730902,1893.255112648244,1920.08642578125,-43.50042521908998,43.73382254267358,44.2623646765873,-0.5285421339137244,,,0,1
2020-06-15,1938.444992257775,1883.7937895131427,1911.048828125,-51.975209083952414,39.361405512046986,43.28217284367924,-3.9207673316322555,,,0,1
2020-06-16,1952.5195391074817,1912.0843208808253,1926.017822265625,-49.158353937430476,36.68126742220943,41.961991759385285,-5.2807243371758545,,1926.017822265625,-1,0
2020-06-17,1938.3036993432065,1907.8948297495476,1927.900634765625,-48.017840125540765,34.3136198598329,40.43231737947481,-6.118697519641913,,,0,0
2020-06-18,1938.6331197941904,1906.6238309266903,1918.7685546875,-59.9209056084326,31.339101907467466,38.613674285073344,-7.274572377605878,,,0,0
2020-06-19,1967.629776726434,1913.0256967981409,1924.887939453125,-66.69218408977284,29.13965441147593,36.718870310353864,-7.5792158988779335,,,0,0
2020-06-22,1932.0900409806413,1900.9280806023773,1909.2127685546875,-79.3972943648129,25.83392374424011,34.541880997131116,-8.707957252891006,,,0,0
2020-06-23,1924.3230119656853,1892.313725073888,1916.1324462890625,-73.78872593180543,23.50155721459828,32.33381624062455,-8.832259026026271,,,0,0
2020-06-24,1943.3874285985487,1912.6490747219714,1922.62841796875,-68.5235816428718,21.924577677621983,30.251968528024037,-8.327390850402054,,,0,0
2020-06-25,1939.3861790441704,1891.6076117691744,1898.0565185546875,-88.43970847463572,18.479048142087095,27.89738445083665,-9.418336308749556,,,0,0
2020-06-26,2007.170742993567,1901.6812590541613,1994.790771484375,-10.034265849461354,23.285664287929876,26.975040418255297,-3.689376130325421,,,0,0
2020-06-29,2003.028830404034,1968.8541542381956,1978.5980224609375,-23.158879942000706,25.494438676245636,26.67892006985337,-1.184481393607733,,,0,0
2020-06-30,1988.2473843428127,1953.5551033381366,1960.2392578125,-38.03910200174737,25.46990816891116,26.437117689664927,-0.9672095207537659,,,0,0
2020-07-01,1990.1772234485725,1957.7443325311817,1969.5595703125,-30.484763661338604,25.903934458960748,26.33048104352409,-0.4265465845633436,,,0,0
2020-07-02,2038.2382491297224,1975.161130103537,2030.8477783203125,-4.785196456873414,30.837869832597562,27.231958801338788,3.605911031258774,,,0,0
2020-07-03,2075.8969561473627,2033.7670746110387,2070.860107421875,-2.7331198895316495,37.543926707991886,29.29435238266941,8.249574325322477,,,0,0
2020-07-06,2136.9968768752497,2075.896874855381,2130.689208984375,-2.570474257766743,47.142800718395165,32.864042049814564,14.2787586685806,,,0,0
2020-07-07,2167.876178159602,2101.456855857253,2136.99658203125,-11.177383128239276,54.62919842580209,37.21707332501207,17.412125100790014,,,0,0
2020-07-08,2141.2331248314576,2078.3444681876763,2088.982666015625,-28.55681816239761,56.04188482864038,40.98203562573774,15.05984920290264,,,0,0
2020-07-09,2113.083780207327,2062.763341412868,2075.28466796875,-33.515036256423095,55.4173186638352,43.869092233357236,11.548226430477968,,,0,0
2020-07-10,2118.1205781576555,2048.594429856661,2092.230712890625,-27.381133603912662,55.64827105083168,46.224927996852124,9.423343053979558,,,0,0
2020-07-13,2113.507928097973,2080.6042997343047,2090.018798828125,-28.18177266734273,55.01859933707283,47.98366226489627,7.034937072176561,,,0,0
2020-07-14,2107.905989979887,2038.2387084888144,2044.78173828125,-44.556078705093384,50.28961981016573,48.44485377395016,1.8447660362155744,,,0,0
2020-07-15,2127.676422456086,2053.3961295574645,2103.1044921875,-24.3324276022135,50.66400516696012,48.88868405255216,1.7753211144079657,,,0,0
2020-07-16,2201.3291939857995,2094.801182400955,2108.624267578125,-37.41510105651111,50.82028341023147,49.275003924088026,1.5452794861434427,,,0,0
2020-07-17,2117.2575552837557,2066.446906783886,2076.54296875,-50.36290312260563,47.80438317111748,48.98087977349392,-1.1764966023764387,,,0,0
2020-07-20,2101.217221063234,2067.1547857444943,2083.28955078125,-48.459351085962886,45.4349079529818,48.271685409391495,-2.836777456409692,,,0,0
2020-07-21,2112.3039785919636,2076.9204203525674,2099.4716796875,-45.03620562066802,44.35158684920884,47.48766569735497,-3.136078848146127,,,0,0
2020-07-22,2105.086077526615,2060.9273454711906,2067.29638671875,-79.98992121081889,40.43070977211664,46.07627451230731,-5.645564740190665,,,0,0
2020-07-23,2067.2962301702164,2040.9237296664262,2048.660888671875,-93.60957191874122,35.41145626612956,43.94331086307176,-8.531854596942196,,,0,0
2020-07-24,2040.9234406243954,2005.1625533887343,2035.639404296875,-84.46379526336413,30.03669244359139,41.16198717917568,-11.12529473558429,,,0,0
2020-07-27,2089.988867749752,2041.3954471226134,2082.251708984375,-60.70220942714456,29.201757145237252,38.769941172388,-9.56818402715075,,,0,0
2020-07-28,2189.0631088321247,2089.9891319237745,2179.3916015625,-11.183141209192794,35.963873260790024,38.208727590068406,-2.2448543292783825,,,0,0
2020-07-29,2209.8208471986823,2119.286174958159,2147.593017578125,-30.40572090293294,38.31534359461148,38.230050790977025,0.08529280363445224,,,0,0
2020-07-30,2224.9184697764726,2144.008054686001,2150.848876953125,-33.70539189154704,39.98074823826528,38.58019028043468,1.4005579578305998,,,0,0
2020-07-31,2203.0279352928137,2130.0433445909784,2152.6416015625,-32.88961198498384,40.972940754260435,39.05874037519983,1.9142003790606026,,,0,0
2020-08-03,2173.8241435362147,2104.8024850990123,2126.928955078125,-44.59015998707152,39.23222017682201,39.093436335524274,0.13878384129773735,,,0,0
2020-08-04,2141.554722755206,2099.472009103226,2122.730712890625,-46.50057143651464,37.086414419691664,38.69203195235775,-1.6056175326660878,,,0,0
2020-08-05,2170.1920342408444,2125.8446318020096,2131.977783203125,-42.29268913486847,35.72024840219956,38.09767524232611,-2.377426840126553,,,0,0
2020-08-06,2188.591227364819,2137.4974566244905,2177.834716796875,-21.425476844283388,37.90092501817071,38.05832519749504,-0.15740017932432693,,,0,0
2020-08-07,2196.61065031057,2157.924637998399,2165.803466796875,-26.900301002724706,38.21775513019202,38.09021118403444,0.12754394615758002,,,0,0
2020-08-10,2193.7809032582636,2147.593605152335,2153.962646484375,-32.28847007099589,37.08588701490726,37.889346350209,-0.8034593353017456,,,0,0
2020-08-11,2181.514494772698,2147.1689434875766,2151.22607421875,-33.5337481552485,35.55816250436419,37.423109581040045,-1.864947076675854,,,0,0
2020-08-12,2166.7948726112822,2119.758462756083,2129.948974609375,-43.21589913398874,32.25868763405333,36.390225191642706,-4.131537557589375,,,0,0
2020-08-13,2170.1916792818715,2123.485380097327,2127.21240234375,-53.239133717302046,29.087706542004526,34.929721461715076,-5.84201491971055,,,0,0
2020-08-14,2152.5472667574495,2107.0676406967923,2115.606689453125,-81.01409379380704,25.346023956765293,33.01298196072512,-7.666958003959827,,,0,0
2020-08-17,2141.8841570344116,2111.9260856750097,2126.220947265625,-78.67700848725205,22.972384104862158,31.004862389552528,-8.03247828469037,,,0,0
2020-08-18,2159.812240235881,2121.409333849678,2141.648681640625,-66.37874650982968,22.081603668415482,29.22021064532512,-7.138606976909639,,,0,0
2020-08-19,2155.660935889285,2125.372516210586,2129.2412109375,-71.25301957149867,20.142286818318553,27.40462587992381,-7.262339061605257,,,0,0
2020-08-20,2148.065245108418,2113.6252460902474,2125.702880859375,-72.9964600800222,18.11107735040605,25.545916174020256,-7.434838823614207,,,0,0
2020-08-21,2142.828313861945,2114.568691065874,2121.692626953125,-77.12484179959975,15.993373582734876,23.63540765576318,-7.642034073028306,,,0,0
2020-08-24,2132.4017686979023,2104.1421478075345,2121.220703125,-81.53040780896724,14.114296951315737,21.731185514873694,-7.616888563557957,,,0,0
2020-08-25,2123.0133942325047,2107.491853489233,2116.078125,-87.09184547238263,12.07100507397854,19.799149426694665,-7.728144352716125,,,0,0
2020-08-26,2132.3546196447924,2091.356917043628,2126.31591796875,-66.78597533784398,11.149264095521175,18.06917236045997,-6.919908264938794,,,0,0
2020-08-27,2158.2558165389714,2115.229313467933,2121.50390625,-70.5664753730663,9.916181036880062,16.438574095743988,-6.522393058863926,,,0,0
2020-08-28,2151.2730721373946,2108.954475578782,2112.209716796875,-76.87071871439238,8.09566858684775,14.769992993964742,-6.674324407116991,,,0,0
2020-08-31,2147.734692837527,2102.255073495819,2129.854248046875,-51.16706144567843,7.9846237916735845,13.412919153506511,-5.428295361832927,,,0,0
2020-09-01,2149.433210992224,2114.804548178079,2119.569580078125,-64.212915427795,6.986200666417972,12.127575456088804,-5.141374789670833,,,0,0
2020-09-02,2140.7050188002786,2115.1344116101027,2137.30810546875,-32.87419256487811,7.539384566208355,11.209937278112715,-3.67055271190436,,,0,0
2020-09-03,2192.8369839231354,2139.997538527397,2169.7197265625,-22.780096694342728,10.472414266500891,11.062432675790351,-0.5900184092894598,,,0,0
2020-09-04,2193.073486907895,2135.233103200841,2159.624267578125,-32.8847299652412,11.845692497132859,11.219084640058854,0.6266078570740046,,,0,0
2020-09-07,2211.236138550549,2154.4810125455197,2195.714599609375,-12.947647428856603,15.66562993391426,12.108393698829936,3.557236235084325,,,0,0
2020-09-08,2255.5363687575496,2195.7146663864537,2215.6708984375,-24.281644203267362,20.0718881748453,13.701092594033009,6.37079558081229,,,0,0
2020-09-09,2225.861505923923,2189.0626086237817,2196.28076171875,-36.09197522601729,21.74855380285544,15.310584835797496,6.4379689670579445,,,0,0
2020-09-10,2215.9541357757694,2193.1199940321508,2199.583251953125,-34.080462701216376,23.077780466826425,16.86402396200328,6.213756504823145,,,0,0
2020-09-11,2248.5074700385035,2198.6401434030263,2240.10986328125,-9.39612437199501,27.089094791363095,18.90903812787524,8.180056663487854,,,0,0
2020-09-14,2364.3295079097293,2247.4223163948286,2350.789306640625,-4.9602786954335745,38.752284176390276,22.877687337578248,15.874596838812028,,,0,0
2020-09-15,2394.759369879235,2325.5020397429403,2350.789306640625,-15.032279451025108,47.44848914555541,27.791847699173683,19.65664144638173,,,0,0
2020-09-16,2366.0750945246414,2337.4851327671367,2361.734619140625,-11.290347234873026,54.594161965892,33.15231055251735,21.44185141337465,,,0,0
2020-09-17,2354.894098502081,2312.2923801499855,2322.05810546875,-24.854768052769963,56.40538987163745,37.80292641634137,18.602463455296082,,,0,0
2020-09-18,2359.281455072539,2298.893509535064,2311.631591796875,-29.693283215209803,56.349901927993415,41.51232151867178,14.837580409321632,,,0,0
2020-09-21,2363.5272529714,2313.75438081887,2326.162353515625,-24.5317931518784,56.8234134263148,44.57453990020039,12.248873526114409,,,0,0
2020-09-22,2410.7997878460073,2319.274316448331,2380.55859375,-10.974183666268456,60.88613916675786,47.83685975351189,13.04927941324597,,,0,0
2020-09-23,2377.6336817772776,2273.039791029196,2328.19091796875,-29.97781461994534,59.19784885359513,50.109057573528546,9.088791280066587,,,0,0
2020-09-24,2311.725706005802,2172.6448311850704,2200.621337890625,-81.99885073147135,47.02400419911737,49.492046898646315,-2.4680426995289437,,,0,0
2020-09-25,2302.2901041258788,2219.3511388309416,2285.589111328125,-52.57529730785564,43.72826163351101,48.33928984561926,-4.611028212108252,,,0,0
2020-09-28,2306.0645194138733,2232.466715602792,2289.363525390625,-50.99044091207898,40.94889223657128,46.86121032380967,-5.91231808723839,,,0,0
2020-09-29,2369.329810940295,2289.362985280686,2347.9580078125,-26.38692929787545,42.97887330411504,46.08474291987075,-3.105869615755708,,,0,0
2020-09-30,2363.621858378065,2321.16158547307,2351.638671875,-24.84143802861743,44.37314080869646,45.74242249763589,-1.3692816889394308,,,0,0
2020-10-01,2396.6469999035417,2351.6391475918804,2381.031005859375,-12.499753271570322,47.30452642718001,46.05484328354471,1.2496831436352949,,,0,0
2020-10-05,2574.1310741109833,2456.138623326601,2553.089599609375,-5.240895515687967,62.787585015140394,49.40139162986385,13.386193385276542,,,0,0
2020-10-06,2581.5841240867217,2500.532287774139,2561.10888671875,-5.006913672366499,74.8423736495879,54.489588033808666,20.352785615779233,,,0,0
2020-10-07,2613.6651782085155,2550.4465619846997,2581.536865234375,-7.28499562230686,85.06368640831215,60.60440770870937,24.459278699602784,,,0,0
2020-10-08,2722.175171873465,2641.9724371735533,2666.221923828125,-10.182012511856492,98.857953940053,68.25511695497809,30.6028369850749,,,0,0
2020-10-09,2670.137488996028,2623.1008580832076,2654.191162109375,-12.371293217209194,107.57912324872359,76.11991821372719,31.4592050349964,,,0,0
2020-10-12,2692.925021222118,2642.6803620139617,2670.279541015625,-9.443633411183535,114.46937873665684,83.78981031831312,30.67956841834372,,,0,0
2020-10-13,2693.774003901027,2653.483968393929,2667.024169921875,-10.036024923119347,118.30354498625775,90.69255725190204,27.610987734355703,,,0,0
2020-10-14,2693.0348943120343,2641.438969435382,2662.333251953125,-10.889648030239094,119.5851285633812,96.47107151419789,23.114057049183316,,,0,0
2020-10-15,2679.5320926519253,2584.0629534654054,2596.9501953125,-24.90433398802455,114.01068236257788,99.97899368387388,14.031688678704,,,0,0
2020-10-16,2626.37264145307,2588.1377434342176,2618.46044921875,-21.17887108679812,110.05988941301575,101.99517282970226,8.064716583313498,,,0,0
2020-10-19,2628.598959042846,2564.7318670672257,2569.42236328125,-35.29309324553191,101.798424954236,101.95582325460902,-0.15739830037301772,,,0,0
2020-10-20,2615.238506585501,2575.4873809881915,2595.43408203125,-31.605185993790574,96.24068050699589,100.8127947050864,-4.572114198090517,,,0,0
2020-10-21,2604.9100431101588,2523.4651937058497,2535.167724609375,-50.46943752005494,85.98198975818832,97.84663371570679,-11.864643957518467,,,0,0
2020-10-22,2545.8274502852146,2499.8224142842087,2531.139892578125,-71.80790772501247,76.64339371308824,93.6059857151831,-16.96259200209485,,,0,0
