Date,High,Low,Close,%k,%d,macd,macd_signal,macd_hist,buy_price,sell_price,stoch_macd_signal,position
2020-01-22,2054.7925352194634,2021.0418251017559,2051.91015625,48.843924881953114,29.217593012329484,6.579222861313156,9.032893821536199,-2.453670960223043,,,0,1
2020-01-23,2066.680528398794,2034.9499127279053,2041.7060546875,38.27082772670127,35.611773990853585,5.7807103287261725,8.382457122974193,-2.6017467942480206,,,0,1
2020-01-24,2041.7059174993806,2022.1830437541078,2034.670166015625,30.980510784477055,39.36508779771048,4.527950583458733,7.611555815071101,-3.0836052316123688,,,0,1
2020-01-27,2044.0357431754464,2017.5237559491868,2021.4842529296875,17.317775335951485,28.856371282376603,2.4429753735194026,6.577839726760762,-4.134864353241359,,,0,1
2020-01-28,2038.7705036758625,2005.4090986333713,2034.996337890625,33.393485040279764,27.230590386902765,1.859494731578934,5.634170727724396,-3.7746759961454623,,,0,1
2020-01-29,2037.9782621749744,2003.545285217108,2007.83203125,4.6727795353014905,18.46134663717758,-0.7857922809494085,4.350178125989636,-5.135970406939045,,,0,1
2020-01-30,2017.5242567520809,1980.2489818005413,1992.2237548828125,10.409679945770593,16.15864817378395,-4.094460365287432,2.661250427734223,-6.755710793021655,,,0,1
2020-01-31,1998.2807578894374,1930.486359346331,1937.4288330078125,4.21272738402369,6.431728955031922,-11.011166046859898,-0.07323286718460142,-10.937933179675298,,,0,1
2020-02-03,2045.200823597945,1950.614826325585,1959.2813720703125,17.47295626033987,10.698454530044714,-14.561531586731235,-2.9708926110939284,-11.590638975637306,1959.2813720703125,,1,1
2020-02-04,1991.151636493954,1944.4644985731463,1964.1737060546875,20.441648739810976,14.042444128058177,-16.786941972928616,-5.734102483460866,-11.05283948946775,,,0,1
2020-02-05,2009.789196632162,1960.9586870483759,2000.3306884765625,42.3818846556347,26.76549655192851,-15.454875250706664,-7.6782570369100265,-7.776618213796637,,,0,1
2020-02-06,2026.0972470246102,1971.395834026366,1983.37060546875,34.28592881761096,32.36982073768554,-15.588050392030937,-9.260215707934208,-6.327834684096729,,,0,1
2020-02-07,2004.4773626436913,1974.6571508330926,1991.01171875,44.44049244160672,40.36943530495079,-14.905200792090909,-10.38921272476555,-4.51598806732536,,,0,1
2020-02-10,2019.3871993948967,1974.6568876408796,2014.68115234375,61.8196752351317,46.84869883144979,-12.312184883894815,-10.773807156591404,-1.538377727303411,,,0,1
2020-02-11,2026.6565177004593,2001.3093790734767,2006.714111328125,55.96990863274799,54.076692103162124,-10.775857345855002,-10.774217194444123,-0.0016401514108785875,,,0,1
2020-02-12,2036.161639257385,2003.5457777589831,2022.88232421875,80.54430230328961,66.11129539038976,-8.159608162715813,-10.251295388098463,2.0916872253826497,,,0,1
2020-02-13,2047.3438649412628,2023.114943462668,2042.6378173828125,95.97283243854005,77.49568112485922,-4.440916519958137,-9.089219614470398,4.648303094512261,,,0,1
2020-02-14,2061.322496672715,2023.1153437054538,2035.4161376953125,80.19938565384554,85.57217346522505,-2.0528913444929913,-7.681953960474917,5.629062615981926,,,0,1
2020-02-17,2065.980848382716,2041.0063839647512,2053.16748046875,90.54325529761942,88.90515779666833,1.257524855755264,-5.8940581972288815,7.1515830529841455,,,0,1
2020-02-18,2069.7100076555976,2037.1407759097606,2064.817626953125,96.48595568218066,89.07619887788185,4.7661814289965605,-3.7620102719837933,8.528191700980354,,,0,1
2020-02-19,2078.0963784910377,2041.2870480200083,2046.7386474609375,78.75636680233794,88.59519259404601,6.018615634535308,-1.8058850906799728,7.824500725215281,,,0,1
2020-02-20,2063.5590703647354,2004.7108227486808,2009.8828125,48.95412230004488,74.73214826152115,3.9912126860419903,-0.6464655353355802,4.637678221377571,,,0,1
2020-02-24,2030.5232676644714,1963.1948253522203,1971.2557373046875,20.04853837871827,49.253009160367014,-0.7240544565465825,-0.6619833195777807,-0.06207113696880184,,,0,1
2020-02-25,2028.3801859392652,1967.2022441032702,2009.276611328125,41.248827499217406,36.75049605932684,-1.3770965469439034,-0.8050059650510052,-0.5720905818928982,,,0,1
2020-02-26,2016.4989915027047,1969.0196579882856,1978.9443359375,13.70696057193593,25.00144214995719,-4.292714494547681,-1.5025476709503405,-2.7901668235973407,,,0,1
2020-02-27,1975.5426721646054,1944.0916630741792,1962.0770263671875,13.421440609056075,22.792409560069796,-7.873651091646252,-2.776768355089523,-5.096882736556729,,,0,1
2020-02-28,1928.528918546088,1854.4443333687923,1863.9029541015625,4.22916800407537,10.452523061689115,-18.421049904389974,-5.905624664949613,-12.515425239440361,,,0,1
2020-03-02,1914.0383330116872,1850.437408289293,1864.974853515625,6.3856237307273025,8.012077447952906,-26.389247312632733,-10.002349194486237,-16.386898118146497,,,0,1
2020-03-03,1919.6763895674903,1874.9460659270828,1897.49755859375,20.671335841831173,10.428709192211272,-29.737001032942544,-13.949279562177498,-15.787721470765046,,,0,1
2020-03-04,1951.7795674895929,1887.060429376709,1941.2958984375,39.9099100148309,22.322289862463112,-28.527117139291477,-16.864847077600295,-11.662270061691181,,,0,1
2020-03-05,2001.4488341841673,1942.0880179762578,1980.295166015625,57.040474887177005,39.20724024794635,-24.143054371488688,-18.320488536377972,-5.822565835110716,,,0,1
2020-03-06,1978.990386204955,1930.4861280564128,1972.2808837890625,53.52017335042646,50.156852750811446,-21.07242879801879,-18.870876588706135,-2.2015522093126556,,,0,1
2020-03-09,1938.2206335502547,1803.1910678458678,1837.996826171875,12.660998888789107,41.07388237546418,-29.138644938716652,-20.92443025870824,-8.21421468000841,,,0,1
2020-03-11,1851.928378692699,1789.212700511287,1820.6170654296875,10.870937789916171,25.684036676377236,-36.51268527979437,-24.04208126292547,-12.470604016868897,,,0,1
2020-03-12,1778.4030239764452,1638.5741321456135,1649.290771484375,2.5216515633869436,8.684529414030731,-55.54102312351529,-30.341869635043437,-25.19915348847185,,,0,1
2020-03-13,1696.0246681637957,1403.4604584075764,1683.2579345703125,44.620327028214604,19.33763879383923,-67.10668764808202,-37.69483323765115,-29.411854410430863,,,0,1
2020-03-16,1716.7593026082275,1561.6941432286221,1580.8443603515625,28.38506997444583,25.17568285534912,-83.57310095802086,-46.87048678172509,-36.70261417629577,,,0,1
2020-03-17,1613.0871766093844,1512.5837608870788,1545.059814453125,23.097953619756538,32.03445020747232,-98.37634466616123,-57.17165835861232,-41.20468630754891,,,0,1
2020-03-18,1596.8256495209628,1516.8701683299705,1541.704833984375,23.118237941877123,24.867087178693154,-109.12086345305283,-67.56149937750043,-41.55936407555241,,,0,1
2020-03-19,1582.115802067989,1451.9194801051162,1536.026123046875,22.168602268754682,22.794931276796106,-116.74839370613836,-77.39887824322801,-39.34951546291035,,,0,1
2020-03-20,1754.4123677817763,1527.2492896634296,1687.2490234375,47.45720427447696,30.914681495036245,-109.33054764869235,-83.78521212432088,-25.545335524371467,,,0,1
2020-03-23,1642.7081830026825,1518.566378887194,1567.331298828125,27.403683258513862,32.34316326724849,-111.83899902382086,-89.39596950422089,-22.443029519599975,,,0,1
2020-03-24,1661.481894797274,1532.7404922916417,1598.73046875,32.654482637531515,35.838456723507434,-110.02501433508178,-93.52177847039307,-16.503235864688705,,,0,1
2020-03-25,1699.029892196218,1577.0001209335062,1642.9901123046875,40.05590469648187,33.37135686417574,-103.81927112632138,-95.58127700157874,-8.237994124742642,,,0,1
2020-03-26,1719.7276016806597,1616.9410143248801,1681.1473388671875,48.248903670805056,40.3197636682728,-94.73021468568231,-95.41106453839946,0.6808498527171452,,,0,1
2020-03-27,1736.577106286611,1643.0835725626953,1712.6405029296875,57.816580009837004,48.70712945904129,-84.017337267823,-93.13231908428418,9.114981816461182,,,0,1
2020-03-30,1788.2052774458814,1655.4275613408897,1669.4609375,59.31315642896116,55.126213369867735,-78.11111844459992,-90.12807895634734,12.016960511747413,,,0,1
2020-03-31,1741.2707545771689,1670.8689720470945,1714.142578125,80.75017631010445,65.95997091630086,-69.02923642846145,-85.90831045077017,16.87907402230873,,,0,1
2020-04-01,1722.2624323300054,1597.6512657450166,1603.9874267578125,52.11947203121967,64.06093492342842,-69.91444935760455,-82.70953823213705,12.795088874532496,,,0,1
2020-04-03,1633.3212984881197,1548.8391623594239,1552.7816162109375,29.99298123899525,54.287543193439774,-73.8960403929218,-80.946838664294,7.0507982713722015,,,0,1
2020-04-07,1676.3602348985341,1600.467138659969,1666.3631591796875,63.76828304088953,48.62691210370147,-67.11276452402058,-78.18002383623933,11.067259312218752,,,0,1
2020-04-08,1695.274893662221,1596.7123998446502,1600.8895263671875,44.29864342772613,46.01996923587029,-66.2563821784538,-75.79529550468223,9.538913326228425,,,0,1
2020-04-09,1669.7426211928591,1625.0608640263106,1657.8681640625,61.242159373353445,56.43636194732303,-60.28506443140691,-72.69324929002717,12.40818485862026,,,0,1
2020-04-13,1677.4396483126022,1638.9533441263588,1651.3909912109375,49.26018205597808,51.60032828568587,-55.436369849299126,-69.24187340188156,13.805503552582437,,,0,1
2020-04-15,1700.9070113587334,1621.8693252084545,1628.7686767578125,40.87032637341556,50.45755593424902,-52.81041063337534,-65.95558084818032,13.145170214804978,,,0,1
2020-04-16,1656.6947252273098,1572.3534149230936,1610.8397216796875,30.571426641402866,40.23397835693216,-51.5814371726201,-63.08075211306828,11.49931494044818,,,0,1
2020-04-17,1738.4076094483173,1645.524241858994,1695.4625244140625,61.25485305289732,44.232202022571904,-43.28020661147866,-59.120643012750364,15.840436401271702,,,0,1
2020-04-20,1717.803404947155,1691.9894193536868,1707.1492919921875,66.13723482773784,52.65450484067933,-35.35089401048913,-54.366693212298124,19.015799201808996,,,0,1
2020-04-21,1684.5734754366897,1621.7750757001686,1631.1151123046875,34.37242983015623,53.921505903597115,-34.80101506443748,-50.453557582726,15.65254251828852,,,0,1
2020-04-22,1680.2558488891636,1613.749655664624,1661.0126953125,46.862745344118466,49.1241366673375,-31.58861308540463,-46.680568683261725,15.091955597857094,,,0,1
2020-04-23,1783.5117307084388,1652.8929407764144,1763.09521484375,91.29999896948992,57.51172471458819,-20.568454841955145,-41.45814591500041,20.889691073045263,,,0,1
2020-04-24,1738.4075866425549,1696.9644984341846,1707.055419921875,67.42000510564374,68.52758313975069,-16.170440373282872,-36.4006048066569,20.23016443337403,,,0,1
2020-04-27,1760.044389235347,1713.109872189071,1723.9986572265625,74.63995306287102,77.78665237933488,-11.18882674106294,-31.35824919353811,20.16942245247517,,,0,1
2020-04-28,1753.4737433761072,1720.2440788552658,1745.072509765625,81.79601840455598,74.61865885769024,-5.477240054685581,-26.182047365767605,20.704807311082025,,,0,1
2020-04-29,1795.2925390436487,1736.6243835310754,1788.8155517578125,97.09472829796631,84.51023325513108,2.5495419246699385,-20.4357295076801,22.98527143235004,,,0,1
2020-04-30,1907.4188865189942,1823.1244430420782,1890.94482421875,95.08333036472571,91.32469235574933,16.95634108572517,-12.957315388999048,29.91365647472422,,,0,1
2020-05-04,1845.4652140860842,1796.3247975539869,1812.0947265625,71.55058696365523,87.90954854211573,21.76044840929262,-6.0137626293407145,27.774211038633336,,,0,1
2020-05-05,1855.7909572662008,1808.85643634394,1814.25390625,72.19499227262841,79.60963653366979,25.448610094745618,0.27871191547655183,25.169898179269065,,,0,1
2020-05-06,1833.9197323586855,1777.5044516625815,1786.891357421875,64.0286632570487,69.25808083111077,25.865415382304036,5.396052608842049,20.469362773461988,,,0,1
2020-05-07,1815.8494613186901,1767.882408418246,1775.673583984375,55.138200160999716,63.7872852302256,25.00234454555016,9.317310996183672,15.685033549366487,,,0,1
2020-05-08,1820.590010285136,1770.6047470483825,1777.31640625,55.69761261999161,58.28815867934667,24.172273790986083,12.288303555144154,11.883970235841929,,,0,1
2020-05-11,1831.7607217525824,1791.9602203938973,1816.6478271484375,69.09071505159837,59.97550927752989,26.384015194083076,15.107445882931941,11.276569311151135,,,0,1
2020-05-12,1836.5476389804478,1793.1332110209048,1829.976806640625,73.62948796063264,66.13927187740752,28.879468900227494,17.861850486391052,11.017618413836441,,,0,1
2020-05-13,1871.74857015917,1807.5891072336972,1830.11767578125,69.62933955034806,70.783180854193,30.5167231154021,20.392825012193263,10.123898103208838,,,0,1
2020-05-14,1805.1954770782302,1775.1573844154173,1785.7176513671875,42.17215603850315,61.810327849827935,27.909820930552314,21.896224195865074,6.0135967346872405,,,0,1
2020-05-15,1799.8450838933957,1750.84537386547,1776.84716796875,32.80202722425297,48.201174271034716,24.841698652169953,22.48531908712605,2.356379565043902,,,0,1
2020-05-18,1833.2153916400773,1757.3222948564512,1826.3160400390625,56.66999876092397,43.881394007893356,26.101037674406143,23.20846280458207,2.892574869824074,,,0,1
2020-05-19,1845.887451203258,1786.3275989030117,1829.1788330078125,54.19053181312513,47.887519266100675,27.018622527803245,23.970494749226305,3.0481277785769407,,,0,1
2020-05-20,1842.5553055169576,1813.2680979312984,1833.825439453125,52.997511636133844,54.61934740339431,27.800292969517614,24.736454393284568,3.063838576233046,,,0,1
2020-05-21,1875.5033796777936,1822.1388544795827,1869.1202392578125,94.8794781543424,67.35584053453378,30.91143996132564,25.971451506892784,4.939988454432857,,,0,1
2020-05-22,1907.4185522104888,1841.0062182691047,1896.4827880859375,93.01555717259976,80.29751565435866,35.17944859405884,27.813050924326,7.366397669732841,,1896.4827880859375,-1,0
2020-05-26,1899.9092852346564,1806.9789397612221,1823.8753662109375,46.642722027741776,78.17925245156131,32.330379554530055,28.71651665036681,3.613862904163245,,,0,0
2020-05-27,1886.7677561988135,1822.2327894134064,1882.35595703125,83.99304692914149,74.550442043161,34.39488393880424,29.852190108054298,4.542693830749943,,,0,0
2020-05-28,1890.5223648179274,1850.4403327091572,1881.4171142578125,83.3934277712748,71.34306557605267,35.545515198815565,30.990855126206554,4.5546600726090105,,,0,0
2020-05-29,1879.8683909268589,1842.0861015540845,1851.426025390625,64.23874931089361,77.20840800376995,33.64947829689686,31.52257976034462,2.1268985365522397,,,0,0
2020-06-01,1933.7022509759656,1859.6395544655134,1919.8565673828125,92.42813078078188,80.02010262098342,37.23935611617344,32.66593503151039,4.573421084663053,,,0,0
2020-06-02,1953.4146607686837,1914.975335935958,1921.6400146484375,84.31418375114885,80.32702128094144,39.769827624076015,34.08671355002352,5.683114074052497,,,0,0
2020-06-03,1942.916904579932,1901.72847837745,1926.347412109375,86.63802935128993,87.79344796107354,41.67469224824481,35.60430928966778,6.070382958577028,,,0,0
2020-06-04,1977.0444376664893,1926.9122394256606,1969.0892333984375,96.48309584735956,89.1451029832661,46.10178626176935,37.7038046840881,8.39798157768125,,,0,0
2020-06-05,1975.1615882555993,1920.8399832990162,1928.324462890625,77.82655213863201,86.98255911242715,45.79304020608129,39.32165178848673,6.471388417594554,,,0,0
2020-06-08,1972.3370692024216,1941.3634668321506,1950.4483642578125,86.0546800266228,86.78810933753812,46.79415676489248,40.81615278376788,5.978003981124594,,,0,0
2020-06-09,1972.807413400805,1939.6213187587728,1950.73046875,84.52715616006536,82.80279610844005,47.06774466345291,42.06647115970489,5.001273503748024,,,0,0
2020-06-10,2007.170687148044,1952.0958817080061,1985.281982421875,89.06613034158978,86.54932217609263,49.50195570693677,43.55356806915127,5.948387637785501,,,0,0
2020-06-11,1981.7516171151246,1941.0810360727694,1946.58837890625,69.7378593110867,81.1103819375806,47.75830703369684,44.39451586206039,3.36379117163645,,,0,0
2020-06-12,1929.2186860748586,1893.2553533772448,1920.086669921875,56.499696734301295,71.76789546232591,43.73384986891551,44.26238266343142,-0.528532794515904,,,0,0
2020-06-15,1938.444992257775,1883.7937895131427,1911.048828125,48.024790916047586,58.08744898714519,39.36142625038815,43.282191380822766,-3.920765130434617,,,0,0
2020-06-16,1952.519786607445,1912.0845632552496,1926.01806640625,50.841793950771276,51.788760533706714,36.68130223836101,41.96201355233042,-5.280711313969405,,,0,0
2020-06-17,1938.3035766141952,1907.8947089459573,1927.9005126953125,51.98208593035836,50.28289026572573,34.313636095434504,40.43233806095124,-6.118701965516735,,,0,0
2020-06-18,1938.6333664623464,1906.6240735220426,1918.768798828125,40.079163826289275,47.63434790247296,31.339132614044956,38.61369697156998,-7.274564357525023,,,0,0
2020-06-19,1967.6296519455695,1913.0255754800944,1924.8878173828125,33.30771696924646,41.78965557529802,29.139666892372134,36.718890955730416,-7.579224063358282,,,0,0
2020-06-22,1932.0901645136698,1900.9282021429876,1909.212890625,20.60280457616783,31.329895123901178,25.833941279129476,34.54190102041023,-8.707959741280753,,,0,0
2020-06-23,1924.323134557791,1892.3138456267905,1916.132568359375,26.211373009175286,26.70729818486318,23.501578509341243,32.333836518196435,-8.832258008855192,,,0,0
2020-06-24,1943.3874285985487,1912.6490747219714,1922.62841796875,31.476418357128207,26.0968653141571,21.924591937641253,30.2519876020854,-8.327395664444147,,,0,0
2020-06-25,1939.3864285008904,1891.6078550802981,1898.0567626953125,11.560489407325706,23.08276025787639,18.47907620366891,27.897405322402104,-9.418329118733194,,,0,0
2020-06-26,2007.1703745098694,1901.6809099366062,1994.7904052734375,89.96547804983526,44.334128604763045,23.285654153897895,26.975055088701264,-3.68940093480337,,,0,0
2020-06-29,2003.0283360937142,1968.8536683615512,1978.5975341796875,76.84075907556816,59.4555755109097,25.49438899456004,26.678921869873022,-1.184532875312982,,,0,0
2020-06-30,1988.24750815728,1953.5552249922057,1960.2393798828125,61.96118199551237,76.25580637363859,25.469876757783368,26.43711284745509,-0.9672360896717223,,,0,0
2020-07-01,1990.177716841226,1957.7448178832697,1969.56005859375,69.51583972184253,69.43926026430768,25.903946933741963,26.330479664712467,-0.4265327309705036,,,0,0
2020-07-02,2038.2386166733404,1975.1614862728259,2030.84814453125,95.21481406792302,75.5639452617593,30.83790681096025,27.231965093962025,3.605941716998224,,,0,0
