Date,High,Low,Close,st,s_upt,st_dt,buy_price,sell_price,st_signal,position
2020-05-20,1842.555550819806,1813.268339335086,1833.82568359375,1638.8234682790994,1638.8234682790994,,,,0,1
2020-05-21,1875.5033796777936,1822.1388544795827,1869.1202392578125,1662.3688484776517,1662.3688484776517,,,,0,1
2020-05-22,1907.418920533123,1841.0065737675134,1896.483154296875,1686.5981030821401,1686.5981030821401,,,,0,1
2020-05-26,1899.909539553043,1806.9791816401223,1823.8756103515625,1686.5981030821401,1686.5981030821401,,,,0,1
2020-05-27,1886.7681232680632,1822.2331439274267,1882.3563232421875,1686.5981030821401,1686.5981030821401,,,,0,1
2020-05-28,1890.5224874790079,1850.4404527696308,1881.417236328125,1686.5981030821401,1686.5981030821401,,,,0,1
2020-05-29,1879.8683909268589,1842.0861015540845,1851.426025390625,1686.5981030821401,1686.5981030821401,,,,0,1
2020-06-01,1933.7023739266288,1859.6396727070455,1919.856689453125,1708.4180452381365,1708.4180452381365,,,,0,1
2020-06-02,1953.4146607686837,1914.975335935958,1921.6400146484375,1752.5728728078507,1752.5728728078507,,,,0,1
2020-06-03,1942.9166583393296,1901.7282373569694,1926.34716796875,1752.5728728078507,1752.5728728078507,,,,0,1
2020-06-04,1977.0441925395257,1926.9120005144164,1969.0889892578125,1777.8390707636872,1777.8390707636872,,,,0,1
2020-06-05,1975.1614632203175,1920.8398617025,1928.3243408203125,1777.8390707636872,1777.8390707636872,,,,0,1
2020-06-08,1972.3369457621877,1941.3633453304235,1950.4482421875,1787.462186562328,1787.462186562328,,,,0,1
2020-06-09,1972.8076603044356,1939.6215615090496,1950.730712890625,1793.1750394672847,1793.1750394672847,,,,0,1
2020-06-10,2007.1703168994516,1952.095521618674,1985.2816162109375,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-11,1981.7516171151246,1941.0810360727694,1946.58837890625,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-12,1929.2185634239745,1893.2552330127446,1920.0865478515625,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-15,1938.444868437503,1883.7936691837751,1911.0487060546875,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-16,1952.5191678575363,1912.0839573191886,1926.0174560546875,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-17,1938.3038220722176,1907.8949505531377,1927.9007568359375,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-18,1938.6329964601123,1906.6237096290142,1918.7684326171875,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-19,1967.630026288164,1913.025939434234,1924.88818359375,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-22,1932.090288046698,1900.9283236835977,1909.2130126953125,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-23,1924.3233797420025,1892.3140867325953,1916.1328125,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-24,1943.3873052102183,1912.648953285261,1922.6282958984375,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-25,1939.3865532292505,1891.60797673586,1898.056884765625,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-26,2007.170742993567,1901.6812590541613,1994.790771484375,1816.0224884412553,1816.0224884412553,,,,0,1
2020-06-29,2003.028706826454,1968.8540327690346,1978.597900390625,1837.6319939017885,1837.6319939017885,,,,0,1
2020-06-30,1988.2473843428127,1953.5551033381366,1960.2392578125,1837.6319939017885,1837.6319939017885,,,,0,1
2020-07-01,1990.1771001004092,1957.7442111931598,1969.5594482421875,1837.6319939017885,1837.6319939017885,,,,0,1
2020-07-02,2038.2380041006436,1975.1608926573442,2030.8475341796875,1860.6812614170683,1860.6812614170683,,,,0,1
2020-07-03,2075.896711412927,2033.7668348434354,2070.85986328125,1909.801834172545,1909.801834172545,,,,0,1
2020-07-06,2136.9966320118738,2075.8966369930226,2130.68896484375,1956.5639053419864,1956.5639053419864,,,,0,1
2020-07-07,2167.876425828059,2101.457095937651,2136.996826171875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-08,2141.2333750786242,2078.3447110850084,2088.98291015625,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-09,2113.083531619939,2062.763098745277,2075.284423828125,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-10,2118.1205781576555,2048.594429856661,2092.230712890625,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-13,2113.5076812135208,2080.604056693412,2090.0185546875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-14,2107.9063674960857,2038.2390735279255,2044.7821044921875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-15,2127.676422456086,2053.3961295574645,2103.1044921875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-16,2201.3297037341636,2094.8016674812775,2108.624755859375,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-17,2117.257306356288,2066.4466638302624,2076.542724609375,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-20,2101.216974821666,2067.154543494702,2083.289306640625,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-21,2112.303732959113,2076.9201788343535,2099.471435546875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-22,2105.0865747335315,2060.927832248117,2067.296875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-23,2067.2967228930447,2040.9242161035888,2048.661376953125,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-24,2040.9236853987513,2005.162793874175,2035.6396484375,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-27,2089.9883776541637,2041.3949684220238,2082.251220703125,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-28,2189.062863608074,2089.9888977982264,2179.391357421875,1980.2953468304393,1980.2953468304393,,,,0,1
2020-07-29,2209.8216008429317,2119.286897726179,2147.59375,1985.7839736035428,1985.7839736035428,,,,0,1
2020-07-30,2224.9177121319094,2144.0073245936096,2150.84814453125,1999.8776102292506,1999.8776102292506,,,,0,1
2020-07-31,2203.0279352928137,2130.0433445909784,2152.6416015625,1999.8776102292506,1999.8776102292506,,,,0,1
2020-08-03,2173.8243930597278,2104.802726699839,2126.92919921875,1999.8776102292506,1999.8776102292506,,,,0,1
2020-08-04,2141.5542301439623,2099.4715261720607,2122.730224609375,1999.8776102292506,1999.8776102292506,,,,0,1
2020-08-05,2170.1922827575236,2125.8448752403046,2131.97802734375,1999.8776102292506,1999.8776102292506,,,,0,1
2020-08-06,2188.591227364819,2137.4974566244905,2177.834716796875,1999.8776102292506,1999.8776102292506,,,,0,1
2020-08-07,2196.6111455373116,2157.925124503364,2165.803955078125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-10,2193.780405950623,2147.5931183148814,2153.962158203125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-11,2181.514494772698,2147.1689434875766,2151.22607421875,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-12,2166.7951209752855,2119.7587057286432,2129.94921875,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-13,2170.1916792818715,2123.485380097327,2127.21240234375,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-14,2152.547018353889,2107.067397541572,2115.6064453125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-17,2141.8848948518116,2111.9268131727167,2126.2216796875,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-18,2159.812240235881,2121.409333849678,2141.648681640625,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-19,2155.660935889285,2125.372516210586,2129.2412109375,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-20,2148.065491817399,2113.625488843735,2125.703125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-21,2142.828560434628,2114.5689343867566,2121.69287109375,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-24,2132.4017686979023,2104.1421478075345,2121.220703125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-25,2123.0138841140556,2107.492339789216,2116.07861328125,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-26,2132.3551093127526,2091.3573972969907,2126.31640625,2003.9506329811054,2003.9506329811054,,,,0,1
2020-08-27,2158.2560649089705,2115.229556886484,2121.504150390625,2013.6685735463848,2013.6685735463848,,,,0,1
2020-08-28,2151.2730721373946,2108.954475578782,2112.209716796875,2013.6685735463848,2013.6685735463848,,,,0,1
2020-08-31,2147.734692837527,2102.255073495819,2129.854248046875,2013.6685735463848,2013.6685735463848,,,,0,1
2020-09-01,2149.433706153102,2114.8050353616177,2119.570068359375,2013.6685735463848,2013.6685735463848,,,,0,1
2020-09-02,2140.7050188002786,2115.1344116101027,2137.30810546875,2013.6685735463848,2013.6685735463848,,,,0,1
2020-09-03,2192.8372306649544,2139.9977793236303,2169.719970703125,2043.5069367374526,2043.5069367374526,,,,0,1
2020-09-04,2193.0729910639284,2135.232620434323,2159.623779296875,2043.5069367374526,2043.5069367374526,,,,0,1
2020-09-07,2211.236384417008,2154.481252101399,2195.71484375,2051.4605753106507,2051.4605753106507,,,,0,1
2020-09-08,2255.536120224223,2195.714424444768,2215.670654296875,2089.8573159277694,2089.8573159277694,,,,0,1
2020-09-09,2225.861753352771,2189.06285196203,2196.281005859375,2089.8573159277694,2089.8573159277694,,,,0,1
2020-09-10,2215.9541357757694,2193.1199940321508,2199.583251953125,2089.8573159277694,2089.8573159277694,,,,0,1
2020-09-11,2248.5072249826567,2198.63990378202,2240.109619140625,2094.0132858520783,2094.0132858520783,,,,0,1
2020-09-14,2364.32926236289,2247.422082989356,2350.7890625,2154.21551562357,2154.21551562357,,,,0,1
2020-09-15,2394.75912117211,2325.5017982285176,2350.7890625,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-16,2366.0753391139565,2337.4853744010093,2361.73486328125,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-17,2354.8936033160944,2312.2918939222677,2322.0576171875,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-18,2359.281455072539,2298.893509535064,2311.631591796875,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-21,2363.5272529714,2313.75438081887,2326.162353515625,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-22,2410.7995406039654,2319.2740785927776,2380.558349609375,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-23,2377.6334324519457,2273.039552671873,2328.190673828125,2203.3692286092173,2203.3692286092173,,,,0,1
2020-09-24,2311.725706005802,2172.6448311850704,2200.621337890625,2446.9936560897104,,2446.9936560897104,,2200.621337890625,-1,0
2020-09-25,2302.289612276716,2219.3506647004237,2285.588623046875,2446.9936560897104,,2446.9936560897104,,,0,0
2020-09-28,2306.0645194138733,2232.466715602792,2289.363525390625,2446.9936560897104,,2446.9936560897104,,,0,0
2020-09-29,2369.330303666024,2289.363461376518,2347.95849609375,2446.9936560897104,,2446.9936560897104,,,0,0
2020-09-30,2363.6216129933787,2321.161344496492,2351.638427734375,2446.9936560897104,,2446.9936560897104,,,0,0
2020-10-01,2396.6460169362554,2351.6381830842365,2381.030029296875,2446.9936560897104,,2446.9936560897104,,,0,0
2020-10-05,2574.1303356527997,2456.137918717701,2553.0888671875,2278.820346304112,2278.820346304112,,2553.0888671875,,1,1
2020-10-06,2581.5841240867217,2500.532287774139,2561.10888671875,2304.122449763696,2304.122449763696,,,,0,1
2020-10-07,2613.6656725666317,2550.447044385417,2581.537353515625,2349.41877250536,2349.41877250536,,,,0,1
2020-10-08,2722.175171873465,2641.9724371735533,2666.221923828125,2432.229321185107,2432.229321185107,,,,0,1
2020-10-09,2670.137488996028,2623.1008580832076,2654.191162109375,2432.229321185107,2432.229321185107,,,,0,1
2020-10-12,2692.925021222118,2642.6803620139617,2670.279541015625,2435.954584207899,2435.954584207899,,,,0,1
2020-10-13,2693.7737573117097,2653.4837254927806,2667.02392578125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-14,2693.0351412680543,2641.439211659965,2662.33349609375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-15,2679.5313369393502,2584.062224678139,2596.949462890625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-16,2626.373131209758,2588.138226060996,2618.4609375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-19,2628.5997083331945,2564.7325981520603,2569.423095703125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-20,2615.238506585501,2575.4873809881915,2595.43408203125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-21,2604.9100431101588,2523.4651937058497,2535.167724609375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-22,2545.8274502852146,2499.8224142842087,2531.139892578125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-23,2560.3729626893196,2530.1451138834846,2545.9697265625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-26,2567.9068400463493,2530.5246738517503,2547.296875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-27,2575.6764912182493,2486.556361850702,2492.2890625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-28,2516.7370813415814,2469.4052804279418,2484.756103515625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-29,2515.8368089127166,2463.956558333443,2494.658203125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-10-30,2534.1729520825643,2484.1878647376025,2525.1708984375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-02,2525.1705778342744,2463.7670576561904,2468.07861328125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-03,2525.312654059533,2464.7146724757336,2495.55859375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-04,2579.1829808892303,2473.195561326997,2514.083740234375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-05,2567.9538384493903,2527.207707433404,2544.927490234375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-06,2571.033878665953,2540.7585974037715,2565.537841796875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-09,2600.1717146808683,2553.834927900666,2583.683837890625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-10,2570.9392802829193,2500.060131341513,2510.720458984375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-11,2551.6554026247886,2504.844592916816,2546.91748046875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-12,2570.796530288363,2522.2328287854957,2531.04541015625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-13,2525.217713513258,2497.8326153889134,2517.58984375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-14,2548.0546823415484,2520.6221577461392,2530.38232421875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-17,2553.7401412674067,2511.146265699456,2526.3076171875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-18,2524.5547470075467,2470.4003817582457,2488.972900390625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-19,2535.87799178759,2492.952601980875,2498.685302734375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-20,2535.735978467719,2489.8255583101977,2520.8115234375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-23,2586.905397378579,2525.312411726708,2581.456787109375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-24,2599.2241625354714,2563.215953211247,2579.372314453125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-25,2589.701657713084,2547.297240781494,2559.710693359375,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-26,2587.8061411918366,2539.5267516411695,2577.998779296875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-11-27,2575.2502146860556,2529.1503237098004,2539.194580078125,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-01,2592.4961705924693,2486.887931278493,2583.873291015625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-02,2610.3103864574,2560.7991075123455,2605.430419921875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-03,2628.5048880321992,2559.2365910334825,2567.43310546875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-04,2595.2922251149,2557.5308855272247,2584.58447265625,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-07,2600.1717326047906,2564.305568609852,2594.201904296875,2451.8695442474645,2451.8695442474645,,,,0,1
2020-12-08,2658.4955500814335,2589.2270355486658,2650.677978515625,2460.4902347578955,2460.4902347578955,,,,0,1
2020-12-09,2691.140619108581,2646.746182202969,2663.47119140625,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-10,2679.1055054943586,2634.5216117893183,2638.359375,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-11,2660.5331828074955,2619.645000659494,2637.696533203125,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-14,2657.026957568992,2611.779797360747,2651.05712890625,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-15,2648.2140882756935,2610.595033695923,2616.8017578125,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-16,2671.999193433563,2615.7599529478384,2666.692626953125,2508.3166832663896,2508.3166832663896,,,,0,1
2020-12-17,2704.1218861651205,2657.9745665196333,2689.434326171875,2530.291691902776,2530.291691902776,,,,0,1
2020-12-18,2746.099933814936,2697.0150095021254,2711.039306640625,2569.0518200833603,2569.0518200833603,,,,0,1
2020-12-21,2735.2026460753364,2639.0228197886063,2672.330322265625,2569.0518200833603,2569.0518200833603,,,,0,1
2020-12-22,2732.502488434678,2670.9094838178917,2721.93701171875,2569.0518200833603,2569.0518200833603,,,,0,1
