Date,High,Low,Close,Volume,plus_di,minus_di,adx,rsi_14,buy_price,sell_price,adx_rsi_signal,position
2020-01-27,598.2181831592495,590.7120249822865,592.2922973632812,1531808,19.04036195975874,31.81363377688639,20.311743634426858,88.72105440349097,,,0,0
2020-01-28,604.3415883512971,591.6009102452122,596.292236328125,1651481,21.94259658856969,28.8708059540689,21.104847601599253,89.06425474561816,,,0,0
2020-01-29,603.4526255507967,594.810709882107,597.5761108398438,1324538,19.908965750820208,26.195071518452455,19.786496761553636,89.17807968766789,,,0,0
2020-01-30,601.0329415553089,589.7737949598154,593.0330200195312,1060111,18.51160563987071,28.10977528742796,18.883334164258276,85.77582002057312,,,0,0
2020-01-31,596.9835503136842,589.9218464947842,591.7984008789062,1260667,17.146095217745728,26.036254931316797,19.133416677805023,84.82867108796319,,,0,0
2020-02-03,565.9220367366219,520.9840739591066,558.317138671875,9688974,11.685967073813881,55.35412809975882,19.766119723307625,64.14348445645746,,,0,0
2020-02-04,571.3047021891238,548.6875505737528,566.020751953125,3116053,12.722598930914867,47.429339426213105,25.511722922175032,66.18655576519573,,,0,0
2020-02-05,579.1071227123907,558.0208714181925,576.2429809570312,2739852,15.379778657636026,43.02919682016885,29.32493458197069,68.7324757650778,,,0,0
2020-02-06,591.3046248806495,579.7491360078927,586.3170166015625,2299958,19.581387760920023,38.57859583918143,31.284406593871683,71.04615992999685,,,0,0
2020-02-07,592.5885473376961,581.7244239698383,588.3416748046875,1185529,18.895792985634145,36.02001963362595,31.42529304090913,71.50256376738021,,,0,0
2020-02-10,591.5022071170779,577.2800567142773,580.7861938476562,1366499,17.4340668531972,35.342219435357904,31.420373603836833,67.24281410050861,,,0,0
2020-02-11,587.1564816930096,568.6874600359922,576.2923583984375,1545054,15.753319153906595,35.90207699958838,31.715996603613476,64.77118094186713,,,0,0
2020-02-12,587.3539433600031,556.6380718733875,571.2058715820312,3303107,13.45948915131982,35.57130277116259,32.486347933232764,61.99357731084011,,,0,0
2020-02-13,575.0577986104245,561.4776444998305,570.0701904296875,2107487,12.365365106585434,32.67970582963681,33.70934984591434,61.36086958149335,,,0,0
2020-02-14,574.3170788794969,564.9344266880004,566.8603515625,2332181,11.376414428096584,30.06606547413906,34.78623949136255,59.512139522624565,,,0,0
2020-02-17,567.8973589110785,557.0826058460052,558.9097900390625,918309,10.563026286595187,31.165570586301666,35.767475528531264,55.08508118227832,,,0,0
2020-02-18,558.3664822473847,549.1320023632952,555.6504516601562,1231246,9.70083693400082,31.87565045150264,37.024662822202,53.33351629551865,,,0,0
2020-02-19,574.6626859560679,556.0455542985256,571.9466552734375,1752251,15.13831485549479,28.581004057553944,38.330127881543596,60.1553875477505,,,0,0
2020-02-20,576.489848920499,565.0331019283562,566.4158325195312,3708209,14.461895015001739,25.969903352858903,37.65388242673926,57.10429623051841,,,0,0
2020-02-24,571.2553120394213,549.1319849366798,553.8726806640625,1576359,16.19565512600854,36.49934877610436,36.92578196884935,50.810202251276955,,,0,0
2020-02-25,575.3046889468386,559.0085046247393,562.4652709960938,3582636,16.93207615771386,33.90162819997228,37.03057845508331,54.50924770814322,,,0,0
2020-02-26,564.3912165180512,548.1444019184576,550.1690673828125,2313470,15.99090530113377,37.17194126958445,36.764162351899245,48.8482233092128,550.1690673828125,,1,1
2020-02-27,562.2677497069701,537.5271901275771,559.6998901367188,2985262,14.171892252130272,37.751502653574605,37.05122944028117,52.92882243127085,,,0,1
2020-02-28,558.020823634752,534.5641960925832,537.3789672851562,4380818,12.351597251388467,34.161945212283726,37.74282185455785,44.06326036970587,,,0,1
2020-03-02,557.2800753621823,544.1443762933623,547.6505126953125,2299648,11.17152438480896,30.89810946747265,38.482443525704475,48.35059783366076,,,0,1
2020-03-03,565.9220810139614,552.7370095216762,556.5394287109375,2844292,13.916022498031976,28.618354593428418,39.08540043929239,51.79401157116599,,,0,1
2020-03-04,562.9590856190389,553.2307816730226,561.5763549804688,1735962,14.049750759033602,28.893367284234888,38.72648964459052,53.67856055229523,,,0,1
2020-03-05,565.7245057530672,549.5271220683219,557.9714965820312,3821330,14.088061820442624,28.094053129898388,38.391031991564276,52.108479270569,,,0,1
2020-03-06,549.6258612453777,528.3914389331125,541.3790283203125,3494853,12.011565137196518,32.54477991199836,38.057289741367065,45.51010983702651,,,0,1
2020-03-09,533.6259800523984,499.94722139438176,511.25579833984375,4577587,9.931268128255919,37.20369961634898,38.74613199682453,36.47891242374075,,,0,1
2020-03-11,519.5026145105962,501.7743288222885,507.2063903808594,2971154,8.951386004733932,33.53294582014226,40.221709729730044,35.46019610529845,,,0,1
2020-03-12,491.8484929033562,447.70063419494267,467.05853271484375,4797510,7.287416199822118,43.95560723820918,41.65065929468655,27.315482979781905,,,0,1
2020-03-13,518.5149513869987,423.7995596284291,500.88543701171875,7973623,11.96462368896738,38.47797492030627,43.83040534125134,39.851128552592286,,,0,1
2020-03-16,494.21881532409105,465.1819841264836,468.34246826171875,4058756,10.740054327566904,34.53978593910233,44.49374323662663,33.809864436974436,,,0,1
2020-03-17,479.99669429559236,454.31785879829727,459.20672607421875,3291793,9.858990687625619,34.260459663939066,45.118746329451184,32.328231920740805,,,0,1
2020-03-18,464.1943388711938,405.7749935286114,414.2687683105469,4743183,8.332046992720594,39.34106190645377,45.938507723980095,26.237451991402764,,,0,1
