Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,kc_middle,kc_upper,kc_lower,rsi_14,buy_price,sell_price,bb_kc_rsi_signal,position
2020-01-28,191.2204511405079,186.84321800884936,187.04586791992188,14582907,197.8943818089057,192.93488006591798,187.97537832293025,192.81370101197388,198.08453370519933,187.54286831874842,46.826744946532976,,,0,1
2020-01-29,192.63899929735678,187.37010164285806,191.82839965820312,20469708,197.85997106399495,192.87611083984376,187.89225061569257,192.74051085012823,198.67556498861848,186.805456711638,57.407971367503315,,,0,1
2020-01-30,192.11212227163173,188.86972358350292,189.72085571289062,10394149,197.75951201393022,192.6410369873047,187.52256196067916,192.522030148756,198.51806368464173,186.52599661287024,52.45429868086265,,,0,1
2020-01-31,193.24696738810877,189.72086604401875,190.61251831054688,18455880,197.69063584103282,192.5052619934082,187.31988814578358,192.38720620675238,198.49913000646265,186.2752824070421,54.25286956380434,,,0,1
2020-02-03,175.81905367637617,166.1729230885023,168.28048706054688,79764370,203.40800038435026,191.39068756103515,179.37337473772004,190.72336272987852,201.48272264215294,179.9640028176041,26.85384383994338,168.28048706054688,,1,1
2020-02-04,176.38651132365155,169.53693351099525,174.8058319091797,35767812,204.71876455475677,190.59224700927734,176.4657294637979,189.64775518143585,200.99455623653597,178.30095412633574,36.88408177577402,,,0,1
2020-02-05,176.3054320725863,171.441833946446,175.4542999267578,21253607,205.54142941712394,189.87284088134766,174.20425234557138,188.70741415973848,199.88106752021787,177.53376079925908,37.79693569258094,,,0,1
2020-02-06,178.25086186673798,171.68501198379133,173.1035614013672,27388582,206.31880537470855,188.97104873657227,171.623292098436,187.69254165882873,199.07408861793425,176.3109946997232,35.77687143010968,,,0,1
2020-02-07,174.8463612437332,172.4550944872296,172.9819793701172,17133407,206.60980357017962,187.97401275634766,169.3382219425157,186.7521510257799,197.43735362291466,176.06694842864516,35.67068481084608,,,0,1
2020-02-10,173.50885160741615,170.2664531185834,170.6717529296875,9617387,206.7391046165767,186.8108009338379,166.8824972510991,185.74068610063458,195.98508574966547,175.49628645160368,33.62827954557875,,,0,1
2020-02-11,175.85959726367437,171.68501387908833,172.33349609375,29803784,205.86968723617267,185.56855850219728,165.2674297682219,184.91006043364243,195.16817017109588,174.65195069618898,36.44705318387388,,,0,1
2020-02-12,174.1168068300109,171.68500788648774,172.69825744628906,9928416,204.77366448643528,184.37900390625,163.98434332606473,184.16418536781987,193.8614463964883,174.46692433915143,37.07874334627732,,,0,1
2020-02-13,173.0224841141376,171.19863499339382,171.76605224609375,9153131,203.6851819167966,183.2097137451172,162.7342455734378,183.41698626490805,192.4877801126267,174.3461924171894,36.091419178883086,,,0,1
2020-02-14,172.57665737710178,167.63200702391444,168.36154174804688,13731692,202.67793133071285,181.90262145996093,161.127311589209,182.52097161117146,191.6762262496106,173.36571697273232,32.66996113722712,,,0,1
2020-02-17,169.13163540283884,165.36235145684554,166.01083374023438,15561953,201.20573975796276,180.3989601135254,159.59218046908802,181.54993264113324,190.53889350289907,172.5609717793674,30.51865904955919,,,0,1
2020-02-18,165.8487182614807,162.52525424951835,165.2407684326172,20934864,199.92610116170565,178.99662246704102,158.0671437723764,180.60133406806435,189.38333419271245,171.81933394341624,29.825778883630818,,,0,1
2020-02-19,167.91571647395,165.24074746145493,167.5509490966797,9054560,198.16514035799335,177.72600631713868,157.28687227628402,179.85019794334164,188.28108176977094,171.41931411691235,34.62126116355155,,,0,1
2020-02-20,169.0505696454158,166.5377056318223,168.15890502929688,15592846,196.04980405230557,176.4918685913086,156.9339331303116,179.18390788123318,187.26722910140364,171.10058666106272,35.86340370950266,,,0,1
2020-02-24,168.1588932273868,163.57901019845937,164.55172729492188,16594046,193.67639130755512,175.06723861694337,156.45808592633162,178.35775785018396,186.5507267660542,170.16478893431372,31.980949226634493,,,0,1
2020-02-25,166.49716129578695,163.3358276437383,163.57901000976562,15313516,191.5885130453352,173.73785476684571,155.88719648835624,177.5306458854892,185.53346171743271,169.5278300535457,31.00616890898381,,,0,1
2020-02-26,163.70059351409145,159.12071053225347,160.98509216308594,17869240,189.99757588036564,172.4348159790039,154.87205607764216,176.61231784128395,184.73256441647032,168.49207126609758,28.51056586903742,,,0,1
2020-02-27,161.43093964064994,158.796490381742,160.1339874267578,17271066,186.67886697080596,170.85009536743163,155.0213237640573,175.7048751377637,183.53614267845984,167.87360759706758,27.722131601276587,,,0,1
2020-02-28,162.03888946962869,155.67568868091362,160.1339874267578,32628444,183.17443402767447,169.370751953125,155.56706987857552,174.85374501136099,183.18045768004748,166.5270323426745,27.722131601276587,,,0,1
2020-03-02,164.91648616329272,156.97260760871796,158.3101043701172,18560049,178.25902192694622,167.75563125610353,157.25224058526084,173.95576671025285,183.04681979247073,164.86471362803496,25.93933483310603,,,0,1
2020-03-03,160.05291728776643,156.0809834820133,157.134765625,17947416,178.71804667760966,167.19834518432617,155.67864369104268,173.04877431727456,182.02398544760382,164.0735631869453,24.83112411684479,,,0,1
2020-03-04,158.51275608703494,151.21735960265994,151.9874267578125,27664076,178.85385482587907,166.05742492675782,153.26099502763657,171.92025246221561,181.46196619042243,162.3785387340088,20.666827025902876,,,0,1
2020-03-05,154.9866418625823,151.2173586502363,152.43325805664062,20025924,178.27266335495133,164.90637283325196,151.5400823115526,170.88227856573664,180.22209159988003,161.54246553159325,21.888715537260197,,,0,1
2020-03-06,149.83937179213683,145.7053080352825,147.32650756835938,26764504,178.5366644522536,163.61752014160157,148.69837583094954,169.6346255979187,179.38897798123244,159.88027321460496,18.394000834373912,,,0,1
2020-03-09,145.0973263621677,141.44962821339814,143.63824462890625,21794299,178.85636592992614,162.15033340454102,145.4443008791559,168.2650265540923,178.22059987560078,158.3094532325838,16.362142022078288,,,0,1
2020-03-11,143.27350057742768,139.7068667552572,142.3818359375,27956087,179.1111508811307,160.73583755493163,142.36052422873257,166.90826309590534,176.65334932313954,157.16317686867114,15.724907683972518,,,0,1
2020-03-12,137.11290892387785,122.03576471636062,126.29141235351562,52039692,181.60252696410166,158.43373336791993,135.2649397717382,164.7893502488772,177.64517414026588,151.93352635748855,10.230037255377368,,,0,1
2020-03-13,132.93834000926907,109.10671571121252,131.51979064941406,61590681,181.4467784114167,156.37481002807618,131.30284164473568,163.0615932699868,179.4143799358913,146.70880660408227,20.011044621991445,,,0,1
2020-03-16,128.15582946822178,117.73961740438723,119.3608169555664,33254907,182.70713020563562,153.7545482635498,124.80196632146396,160.80186788986157,178.2801088121583,143.32362696756485,15.721112538042732,,,0,1
2020-03-17,126.29144332090493,118.38809577109929,120.90094757080078,47657482,182.95454643451683,151.3815185546875,119.80849067485815,158.74703369699563,176.05748965176556,141.4365777422257,18.115678096964487,,,0,1
2020-03-18,125.35922218266072,119.44185504534275,122.15735626220703,50243331,182.52586330061905,149.18884468078613,115.85182606095321,156.8700049535524,173.63103090212897,140.10897900497585,20.10983496001046,,,0,1
2020-03-19,132.5735735544418,117.33429785343681,131.195556640625,89748454,180.84929629238252,147.48658409118653,114.12387188999054,155.557750555344,173.69471638204354,137.42078472864446,32.79008023813722,,,0,1
2020-03-20,143.07083829787382,133.8300072306746,142.26023864746094,61996400,178.27411189870037,146.2220485687256,114.16998523875083,154.8804627107095,173.5803300325455,136.1805953888735,44.4203945189675,,,0,1
2020-03-23,131.3171299434693,120.94145300504657,125.07551574707031,51353150,175.70057832558143,144.06787910461426,112.43517988364711,153.36740946852615,174.46696249520483,132.26785644184747,34.44958627220849,,,0,1
2020-03-24,132.6951752544476,119.48239698979745,121.3467788696289,52552796,173.5514000589894,141.90763168334962,110.26386330770984,151.74697475499832,173.38031234967576,130.11363716032088,32.73272951448392,,,0,1
2020-03-25,123.21114745881887,112.67335195247252,119.44186401367188,62505978,171.13647671934936,139.7007743835449,108.26507204774046,150.11701220449893,171.69446355413572,128.53956085486215,31.85918854975729,,,0,1
2020-03-26,129.20956976739043,116.11839132941716,126.77777099609375,58443451,168.2504770402204,137.99040832519532,107.73033961017023,148.9427553080385,170.98152620628667,126.90398440979034,38.64939297082635,,,0,1
2020-03-27,134.5595528950327,125.6429560164462,132.2898712158203,32636484,165.07842331901315,136.59820251464845,108.11798171028376,148.1071568251488,169.72468873556957,126.48962491472801,43.22726196800101,,,0,1
2020-03-30,133.66788592071046,126.49408597882058,129.04747009277344,28120340,161.43205562718308,135.04387664794922,108.65569766871536,147.1532317150978,168.0427106847614,126.26375274543419,41.27616799652568,,,0,1
2020-03-31,140.922758886155,130.95238037877812,139.17996215820312,42630666,158.2146098123549,134.0873695373535,109.96012926235213,146.75514216368276,167.93110629649547,125.57917803087005,49.0199780496354,,,0,1
2020-04-01,140.03110225498136,133.38418699506911,134.8837890625,18141970,154.54372720546573,132.9748207092285,111.40591421299129,146.1637944290429,166.5506147854786,125.77697407260719,46.23597016425419,,,0,1
2020-04-03,148.13710215429407,135.37015627779542,144.2056884765625,62867436,152.95810742568037,132.58573379516602,112.21336016465168,146.06646882143642,167.0659198331527,125.06701780972014,52.535057533844096,,,0,1
2020-04-07,150.52836685466005,140.76063766896527,147.1643829345703,36118591,151.7273049852236,132.3222900390625,112.91727509290139,146.12092595567438,166.97383775768725,125.26801415366153,54.36267940478208,,,0,1
2020-04-08,149.15032670806625,143.19241468825302,144.81361389160156,37561082,151.2214229400896,132.1966453552246,113.17186777035961,146.05621080239982,166.0146450207053,126.09777658409433,52.62875170346764,,,0,1
2020-04-09,150.97418915083213,145.9079411927505,150.16358947753906,42626960,152.57021009823663,132.52291259765624,112.47561509707586,146.25915389591398,165.45326850173376,127.0650392900942,56.06340605550054,,,0,1
2020-04-13,151.2983974968233,146.7590475449883,147.2048797607422,17744169,153.41757655283698,132.76406478881836,112.11055302479976,146.30579812894334,164.48766654015535,128.12392971773133,53.74268567707219,,,0,1
2020-04-15,157.05369433523822,148.09656503617126,153.487060546875,49092699,156.4928248401974,134.12384719848632,111.75486955677525,146.65938401910162,164.99292353798444,128.3258445002188,57.74250051431716,,,0,1
2020-04-16,154.9866373616824,150.3256897724891,151.05523681640625,27080032,158.66496444855653,135.10061950683593,111.53627456511532,146.87547420591477,164.30734081857514,129.4436075932544,55.733490680270975,,,0,1
2020-04-17,155.14876963629894,151.5416036309622,152.4738006591797,26667421,160.3173191959857,136.7562686920166,113.19521818804748,147.15025248038916,163.65716955724696,130.64333540353135,56.680323189606845,,,0,1
2020-04-20,153.973403960186,145.50263993099344,146.47535705566406,35764287,160.7330144862544,138.03498916625978,115.33696384626515,147.1171755138297,163.66757354989483,130.56677747776456,51.649507081235335,,,0,1
2020-04-21,149.39351013959575,142.70606337755993,145.5836944580078,23333661,160.84762006311195,139.2063060760498,117.56499208898767,147.04212326278522,163.27484024950638,130.80940627606407,50.925918592060285,,,0,1
2020-04-22,148.7855629874738,142.66553337191357,147.73178100585938,25163402,161.64931501298236,140.03311729431152,118.41691957564069,147.07583216250134,162.9091355952467,131.24252872975597,52.647028537061544,,,0,1
2020-04-23,149.15035700326007,145.62424307225075,146.35379028320312,32968029,162.0196704773812,140.23779487609863,118.45591927481607,147.04058476497508,161.99548814253265,132.0856813874175,51.4016183062008,,,0,1
2020-04-24,148.17762013147342,145.34052132511664,145.94847106933594,18049697,161.97759584884722,141.2814426422119,120.58528943557661,146.98733559012848,161.01389017372694,132.96078100653003,51.019314374588404,,,0,1
2020-04-27,147.77232849514257,145.3405293834357,145.78636169433594,13085703,161.01435689521546,142.50342178344727,123.99248667167907,146.9288452322053,160.03885696837688,133.81883349603373,50.85639483829819,,,0,1
2020-04-28,146.556426959753,144.32727780413077,145.4621124267578,17802635,158.81794146335682,143.80443420410157,128.79092694484632,146.85748907383922,159.10211939666024,134.6128587510182,50.508968608614204,,,0,1
