Date,High,Low,Close,Volume,st,s_upt,st_dt,buy_price,sell_price,st_signal,position
2020-01-02,656.0153886796204,649.0641551568592,653.371337890625,1133488,671.322104225089,,671.322104225089,,,0,1
2020-01-03,665.1842176858237,651.2391144950553,661.0902099609375,2121704,671.322104225089,,671.322104225089,,,0,1
2020-01-06,664.2458286055952,655.1623747533573,657.0814208984375,1734439,671.322104225089,,671.322104225089,,,0,1
2020-01-07,663.9901147548941,648.723012295281,662.7960205078125,1937143,671.322104225089,,671.322104225089,,,0,1
2020-01-08,669.4486664300119,654.2668361589873,656.5697021484375,2596664,671.322104225089,,671.322104225089,,,0,1
2020-01-09,662.2415907750641,650.0876304167914,659.8534545898438,1678891,671.322104225089,,671.322104225089,,,0,1
2020-01-10,666.8899432719713,658.8299382740316,662.0709838867188,1105725,671.322104225089,,671.322104225089,,,0,1
2020-01-13,672.689734447299,661.047498925329,670.2589111328125,1393509,671.322104225089,,671.322104225089,,,0,1
2020-01-14,680.4512107822126,668.4252072647238,679.1292114257812,1628535,640.6563374903351,640.6563374903351,,679.1292114257812,,1,1
2020-01-15,685.440709425258,672.5191102630403,678.1909790039062,1759644,644.5005956416705,644.5005956416705,,,,0,1
2020-01-16,678.6601138527736,666.207603656069,667.7001953125,1110008,644.5005956416705,644.5005956416705,,,,0,1
2020-01-17,671.0266492605333,661.431415953662,663.947509765625,989312,644.5005956416705,644.5005956416705,,,,0,1
2020-01-20,669.917785849494,660.621051356288,663.7341918945312,1620105,644.5005956416705,644.5005956416705,,,,0,1
2020-01-21,668.1693919736163,661.004930612378,664.331298828125,976954,644.5005956416705,644.5005956416705,,,,0,1
2020-01-22,674.1822982403573,662.0283383421205,664.2032470703125,1192201,644.5005956416705,644.5005956416705,,,,0,1
2020-01-23,665.6531851563443,654.0962726159592,655.8447265625,2018777,644.5005956416705,644.5005956416705,,,,0,1
2020-01-24,672.732273446032,651.0257193144752,671.4955444335938,2364265,644.5005956416705,644.5005956416705,,,,0,1
2020-01-27,679.1291396526016,664.9708638121847,675.0778198242188,1175606,644.5005956416705,644.5005956416705,,,,0,1
2020-01-28,678.7027040360895,669.1927427167145,677.42333984375,1506685,644.5005956416705,644.5005956416705,,,,0,1
