Date,High,Low,Close,Volume,wr_14,macd,macd_signal,macd_hist,buy_price,sell_price,wr_macd_signal,position
2020-01-20,715.1671198174239,678.453113234309,681.0977783203125,32545850,-69.05398952583812,4.083985516184157,3.0752375474543228,1.0087479687298342,681.0977783203125,,1,1
2020-01-21,687.0982055765423,676.4973523373616,681.7866821289062,18922720,-67.65767382695748,3.6967228104005017,3.1995346000435587,0.49718821035694294,,,0,1
2020-01-22,687.4982662759224,680.5421568941341,681.542236328125,10322817,-68.15313270655497,3.331684013380709,3.225964482710989,0.10571953066972029,,,0,1
2020-01-23,685.3648218775979,675.919639659977,678.6531982421875,11247739,-74.00882574197776,2.7772524702462533,3.136222080218042,-0.35896960997178873,,,0,1
2020-01-24,682.8757691967733,674.9640261816043,676.2974853515625,14628445,-88.33342197150513,2.1232990651736827,2.9336374772091705,-0.8103384120354877,,,0,1
2020-01-27,677.5864387017032,668.9412961077958,669.6302490234375,13387750,-98.5095929929352,1.0548859602073435,2.557887173808805,-1.5030012136014617,,,0,1
2020-01-28,671.1637046422753,650.5398618680343,654.162353515625,24532236,-94.39479290545255,-1.0281175210614037,1.8406862348347637,-2.8688037558961677,,,0,1
2020-01-29,664.2298328508882,650.7398854987869,657.7626953125,24746565,-88.82385904393165,-2.3611771135176696,1.0003135651642772,-3.361490678681947,,,0,1
2020-01-30,657.695937239305,640.0501396327128,641.7169189453125,22402689,-97.78108849889713,-4.658693973211825,-0.1314879425109433,-4.527206030700882,,,0,1
2020-01-31,645.9395020643194,625.4712517043995,627.4491577148438,34750310,-97.79487500143047,-7.543821252346106,-1.613954604477976,-5.92986664786813,,,0,1
2020-02-03,622.2487999785518,605.8475074290369,615.8260498046875,30712290,-90.87213889837153,-10.64547862624056,-3.420259408830493,-7.225219217410068,,,0,1
2020-02-04,636.7165545891762,621.2931483823223,634.0052490234375,25383901,-74.24273560871883,-11.504043541314786,-5.037016235327352,-6.467027305987434,,,0,1
2020-02-05,645.739512911869,635.7387764174673,643.8282470703125,18472100,-65.25715851759617,-11.262007165723958,-6.282014421406673,-4.9799927443172844,,,0,1
2020-02-06,652.051002936416,640.0945560301784,647.9617919921875,15538577,-61.47600266498531,-10.614294089476402,-7.148470355020621,-3.465823734455782,,,0,1
2020-02-07,645.5394848614658,634.8497368722424,637.2277221679688,12209212,-61.567761056848035,-10.842145037488194,-7.887205291514135,-2.954939745974059,,,0,1
2020-02-10,642.4947590827697,626.9157608491223,638.0944213867188,15142476,-60.5062899437929,-10.827965129876475,-8.475357259186604,-2.352607870689871,,,0,1
2020-02-11,651.6954477397312,642.2947129073625,645.7172241210938,13999816,-49.860332974589866,-10.085373073821643,-8.797360422113613,-1.28801265170803,,645.7172241210938,-1,0
2020-02-12,655.5402341439402,646.7173058120312,653.517822265625,13533565,-38.11321488685725,-8.766367216963545,-8.7911617810836,0.02479456412005554,,,0,0
2020-02-13,656.8292039540966,650.0953276424681,655.2290649414062,13565659,-31.16491054950446,-7.496547061904494,-8.53223883724778,1.0356917753432864,,,0,0
2020-02-14,667.3634083430404,645.8728247344137,661.2073974609375,21227841,-15.243243798828901,-5.939338966646005,-8.013658863127425,2.07431989648142,,,0,0
2020-02-17,669.4524264282971,655.2957799521762,657.0514526367188,13149130,-19.49687852243413,-4.983147721675891,-7.4075566348371185,2.424408913161227,,,0,0
2020-02-18,656.0069667295821,647.7840970227097,652.2288818359375,11127161,-27.078950595880748,-4.561913531272353,-6.838428014124166,2.2765144828518133,,,0,0
2020-02-19,669.5858252108357,655.6514108038115,668.407958984375,14084409,-1.8479719381564932,-2.8892604924054694,-6.048594509780427,3.159334017374958,,,0,0
2020-02-20,670.2747547954036,659.5183661426878,660.4739990234375,16892268,-15.212128676294281,-2.1787597837108024,-5.274627564566503,3.0958677808557002,,,0,0
2020-02-24,656.4958450851818,639.8501262516098,642.2503051757812,21370214,-57.21423136530289,-3.0510124723391527,-4.829904546121033,1.77889207378188,642.2503051757812,,1,1
2020-02-25,645.1171074680283,626.7156593389093,629.5603637695312,27745062,-93.4693216174262,-4.711934976209363,-4.8063106321386995,0.09437565592933606,,,0,1
2020-02-26,627.7603115254227,616.6483495071591,618.7151489257812,29362748,-96.14592958913987,-6.824675615196384,-5.209983628750236,-1.6146919864461475,,,0,1
2020-02-27,619.5152356966637,608.4921078814879,616.159423828125,25054993,-87.58985519458189,-8.606058167888818,-5.889198536577953,-2.7168596313108653,,,0,1
2020-02-28,603.1583869115789,588.9350402815693,590.557373046875,39315769,-98.00548505118027,-11.945982359324262,-7.100555301127216,-4.845427058197046,,,0,1
2020-03-02,608.4920860453873,578.3119739710786,585.0014038085938,29500495,-92.72593784403512,-14.86980675214295,-8.654405591330363,-6.215401160812586,,,0,1
2020-03-03,601.7804616581826,587.6015621465286,596.8689575195312,27398798,-79.82120224930807,-16.044396430519896,-10.13240375916827,-5.911992671351626,,,0,1
2020-03-04,601.7360291167284,581.3344188857429,595.4688720703125,22105261,-81.34365017516332,-16.893504602627218,-11.48462392786006,-5.408880674767158,,,0,1
2020-03-05,603.5806207027624,580.4898998391515,582.7789916992188,30510390,-95.14258084836145,-18.378539871315752,-12.8634071165512,-5.515132754764553,,,0,1
2020-03-06,572.5559743623742,551.6431986602258,564.93310546875,33734039,-88.79732573567472,-20.756190452105557,-14.441963783662072,-6.314226668443485,,,0,1
2020-03-09,551.5987394153932,486.70478054440537,495.216552734375,88187018,-95.36320020488137,-27.94391872695246,-17.14235477232015,-10.80156395463231,,,0,1
2020-03-11,523.7965797910558,492.48301825847904,512.7290649414062,59578576,-85.82323470753586,-31.859871031448733,-20.085858024145868,-11.774013007302866,,,0,1
2020-03-12,489.3716500935277,466.12539519060095,472.4814453125,55970485,-96.88656867001531,-37.775485701591265,-23.623783559634948,-14.151702141956317,,,0,1
2020-03-13,506.70630311580015,418.87724736735294,491.28289794921875,73297403,-69.52862643022276,-40.47990569490969,-26.9950079866899,-13.48489770821979,,,0,1
2020-03-16,479.9042426804246,446.7016398261295,451.45758056640625,38482258,-85.59920732599673,-45.31439219662377,-30.658884828676676,-14.655507367947095,,,0,1
2020-03-17,471.14800984668375,445.90159631561744,448.03509521484375,45445979,-86.04106658191017,-48.85871074086481,-34.298850011114304,-14.559860729750504,,,0,1
2020-03-18,460.4360888156444,427.1445914647442,430.4781799316406,44730415,-94.21797803053784,-52.47935571132791,-37.93495115115703,-14.544404560170882,,,0,1
2020-03-19,429.811446579753,396.5643961814366,407.89862060546875,61404010,-94.65184354564131,-56.51920643829328,-41.651802208584286,-14.867404229708995,,,0,1
2020-03-20,459.99155749005394,413.3656801547638,452.4576416015625,63360475,-73.6262658947459,-55.485672353597124,-44.418576237586855,-11.06709611601027,,,0,1
2020-03-23,422.2552961840976,389.20825658636795,392.94189453125,40670949,-98.2583398936372,-58.79130299537184,-47.29312158914385,-11.498181406227985,,,0,1
2020-03-24,431.14488473834024,398.16454329787035,419.3217468261719,45734887,-85.9527181295376,-58.606822511750124,-49.55586177366511,-9.050960738085017,,,0,1
2020-03-25,511.8400527914197,428.1446527276123,481.03765869140625,73130298,-57.16360059584028,-52.87119585856061,-50.21892859064421,-2.6522672679164003,,,0,1
2020-03-26,496.438886927901,463.30295320550255,473.9037780761719,45744488,-53.806067227258616,-48.34403501572638,-49.84394987566065,1.4999148599342718,,,0,1
2020-03-27,492.1718753077845,465.0141959953154,473.6370849609375,41657940,-48.00875833132324,-44.26745961796075,-48.728651824120675,4.461192206159922,,,0,1
2020-03-30,477.726297875878,453.36884692487894,458.0136413574219,30229866,-48.87715135107846,-41.81540362947362,-47.34600218519127,5.530598555717646,,,0,1
2020-03-31,502.1726236778224,465.8142500551252,495.03875732421875,44292810,-13.700602932625733,-36.46417782200302,-45.16963731255362,8.705459490550595,,,0,1
2020-04-01,499.8613746206832,464.56974784824774,480.2376403808594,41597459,-25.77016188992139,-33.036791685455,-42.74306818713389,9.706276501678893,,,0,1
2020-04-03,504.23948001125336,469.5034094932028,478.9041442871094,41367807,-26.857560211577113,-30.08140574908026,-40.21073569952317,10.129329950442909,,,0,1
2020-04-07,539.5977709315291,488.9271591168044,536.08642578125,54373624,-2.334833758569213,-22.861574873481118,-36.74090353431476,13.879328660833643,,,0,1
2020-04-08,546.265022845109,515.5959393083996,529.8859252929688,49880330,-10.428775494560183,-17.43910827344746,-32.8805444821413,15.441436208693844,,,0,1
2020-04-09,547.9539752199271,530.2637316181676,542.242431640625,33032857,-3.597919760271668,-12.006296518924898,-28.705694889498023,16.699398370573125,,,0,1
2020-04-13,540.0424014342628,524.485594157036,528.5526123046875,23673784,-12.22166057909552,-8.705061541252121,-24.705568219848846,16.000506678596725,,,0,1
2020-04-15,549.3763668882934,508.03978752748816,511.08447265625,35321842,-23.907314733164522,-7.412890729660091,-21.247032721811095,13.834141992151004,,,0,1
2020-04-16,527.7969005268112,508.9287891939659,519.1740112304688,37455706,-19.973541050355756,-5.670709486969031,-18.131768074842682,12.461058587873652,,,0,1
