Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,%k,%d,buy_price,sell_price,bb_stoch_signal,position
2020-01-28,4178.2442662591975,4081.040252667438,4142.84375,1052764,4226.993723965825,3948.7502701748,4087.8719970703123,,,,,0,1
2020-01-29,4369.996776172494,4144.908604410931,4345.4130859375,4581413,4275.535674463788,3918.6657415518366,4097.1007080078125,,,,,0,1
2020-01-30,4410.314278694566,4272.498199438314,4291.6240234375,3577774,4298.807729345452,3907.0217628420487,4102.91474609375,,,,,0,1
2020-01-31,4346.4944041908775,4261.631226393704,4293.19677734375,1736927,4324.943838928812,3897.8434169305638,4111.393627929688,,,,,0,1
2020-02-03,4304.013905539641,4179.424055861266,4286.75634765625,1094181,4338.564037059967,3919.8843271978462,4129.224182128906,,,,,0,1
2020-02-04,4474.231591118894,4304.259862006459,4443.99365234375,1958323,4387.942955541627,3920.8134653568095,4154.378210449218,,,,,0,1
2020-02-05,4464.3492565058295,4403.086411181601,4452.794921875,1285631,4432.3596572019405,3923.42540139181,4177.892529296875,,,,,0,1
2020-02-06,4599.95351902663,4449.648714486247,4588.64501953125,1846477,4511.352694668118,3897.7446197850077,4204.548657226563,,,,,0,1
2020-02-07,4608.851660620137,4549.06432002444,4576.79443359375,950326,4571.899104164621,3887.2947923197544,4229.596948242188,,,,,0,1
2020-02-10,4655.167100717425,4562.732435008206,4643.12109375,1160879,4639.363173565753,3874.6277199889355,4256.995446777344,,,,,0,1
2020-02-11,4705.318454344442,4657.134420015732,4670.26220703125,1167429,4702.966733502981,3865.732704973581,4284.349719238281,,,,,0,1
2020-02-12,4702.564742414764,4643.367029144513,4689.28955078125,882964,4761.391869876469,3862.5176271938426,4311.954748535156,,,,,0,1
2020-02-13,4720.6586687420295,4656.150969002056,4715.49609375,681039,4817.081725687884,3863.3801151324296,4340.230920410157,,,,,0,1
2020-02-14,4734.8183758152745,4688.601041721127,4702.1220703125,731118,4862.386677239687,3872.159245611876,4367.272961425781,94.99886821765355,,,,0,1
2020-02-17,4718.101990078485,4670.950278546898,4697.107421875,716484,4895.065325783588,3900.8464173804737,4397.955871582031,93.60733526239113,,,,0,1
2020-02-18,4692.485468317652,4623.306873102858,4678.767578125,728611,4915.366807232,3941.4534076117507,4428.410107421875,89.9079274532523,92.83804364443233,,,0,1
2020-02-19,4805.619512072075,4700.49975423665,4796.818359375,1172049,4947.9421218184125,3981.237638923774,4464.589880371093,98.59450390292962,94.03658887285769,,,0,1
2020-02-20,4841.41369242081,4772.923625074811,4799.17919921875,1634643,4966.928282832625,4036.4598275189383,4501.694055175782,93.62006731380895,94.04083288999696,,,0,1
2020-02-24,4794.80263536376,4672.081053655698,4723.95263671875,1263389,4971.128558277932,4092.18963019863,4531.659094238281,78.1326969945551,90.11575607043123,,,0,1
2020-02-25,4769.137312132984,4704.334802913852,4745.58642578125,959309,4961.8968633552395,4166.4796014885105,4564.188232421875,78.13796431546689,83.29690954127697,,,0,1
2020-02-26,4757.1892596905045,4687.863262520708,4729.9013671875,851346,4944.184304149667,4242.8979224128325,4593.54111328125,71.53591272471127,75.93552467824442,,,0,1
2020-02-27,4734.8185758822,4633.632206396499,4680.53759765625,1174870,4942.562617509578,4278.032060224797,4610.297338867187,44.9712877965605,64.88172161224622,,,0,1
2020-02-28,4562.73279611846,4239.94895122064,4391.48291015625,4941410,4929.926081176795,4300.654485229455,4615.290283203125,25.19415496130951,47.23378516086043,,,0,1
2020-03-02,4541.04947638636,4233.949784557596,4288.13232421875,2238216,4930.770567985223,4299.303553108527,4615.037060546875,8.91946648348934,26.361636413786453,,,0,1
2020-03-03,4410.545623447173,4257.874596927817,4389.99560546875,2023503,4916.086213710662,4324.311833164337,4620.1990234375,25.688081035143856,19.93390082664757,,,0,1
2020-03-04,4432.0807597563025,4164.1927644745765,4224.708984375,2472991,4946.036649457564,4272.432930620561,4609.234790039062,8.93596423311184,14.514503917248346,,,0,1
2020-03-05,4304.691334257029,4211.650050300124,4268.3720703125,1833295,4963.862072047225,4236.165222874649,4600.013647460937,15.383355938786735,16.66913373568081,,,0,1
2020-03-06,4177.005310391389,3978.405364651921,4165.0302734375,3312238,4991.511140531428,4166.154679781072,4578.83291015625,21.624925598117365,15.314748590005314,,,0,1
2020-03-09,4068.096114363888,3888.370439323484,3968.845458984375,3545627,5043.153077016646,4053.7178458349154,4548.435461425781,8.444004970325615,15.150762169076572,,,0,1
2020-03-11,4059.61977895232,3927.6469937809297,3972.639892578125,2793683,5069.820427987112,3960.0023747472633,4514.911401367188,8.842143625776808,12.970358064739928,,,0,1
2020-03-12,3814.2527621509444,3575.883666054899,3680.6044921875,5272619,5128.055211899169,3802.8018193508306,4465.428515625,8.27485906702006,8.520335887707494,,,0,1
2020-03-13,3985.3047918283573,3233.8282383636433,3895.663818359375,4849917,5125.916849874547,3725.577608133265,4425.747229003906,42.39887478408669,19.838625825627854,,,0,1
2020-03-16,3778.277865533175,3548.1877914595957,3619.39794921875,3140467,5143.470817551454,3598.413826003233,4370.942321777344,25.113491312110437,25.26240838773906,,,0,1
2020-03-17,3680.9489969278648,3353.037366126094,3395.270751953125,2558548,5175.162656659525,3436.036855059226,4305.599755859375,10.59778419752816,26.0367167645751,,,0,1
2020-03-18,3479.195525424486,2975.4512838353517,3017.29052734375,5443580,5243.169786862203,3200.048035403422,4221.608911132813,2.3780846499495025,12.696453386529365,,,0,1
2020-03-19,3009.109898431558,2448.9396171456638,2706.57763671875,8324713,5323.7785923066385,2922.220235818362,4122.9994140625,12.188421371398602,8.388096739625421,,,0,1
2020-03-20,3000.190100688265,2583.9185560059377,2909.41552734375,6110189,5300.968595152601,2756.2899497692742,4028.6292724609375,22.01012093911789,12.192208986821997,,,0,1
2020-03-23,2661.1406409075485,2192.977009636776,2233.53466796875,4844235,5350.502448005353,2450.191643791523,3900.3470458984375,1.8113344828174622,12.003292264444653,,,0,1
2020-03-24,2531.6814307935197,2074.35940227716,2438.5908203125,6257221,5320.681728364647,2251.4761817916033,3786.078955078125,15.448450550779821,13.089968657571724,,,0,1
2020-03-25,2661.140879597395,2365.4585596421284,2548.387451171875,6226355,5235.984066035147,2116.4539466601655,3676.2190063476564,21.253699599499512,12.837828211032265,,,0,1
2020-03-26,2894.2372720166354,2528.133306966269,2753.492431640625,5096124,5106.2086676956305,2048.5884514449945,3577.3985595703125,32.2989727724793,23.000374307586213,,,0,1
2020-03-27,2996.2476346266553,2464.0194363706046,2505.710693359375,7170609,4976.328279200087,1960.98614951085,3468.6572143554686,21.635318669070642,25.062663680349818,,,0,1
2020-03-30,2379.651326746783,2193.9629173262633,2209.831298828125,7698355,4901.422289723067,1817.7269778550576,3359.5746337890623,6.823885579071918,20.25272567354062,,,0,1
2020-03-31,2306.3218427405186,2069.77601271585,2183.909423828125,11043111,4816.462550440521,1692.264427098541,3254.363488769531,5.95832400728298,11.472509418475179,,,0,1
2020-04-01,2253.986303488397,2101.956305604902,2187.40869140625,6408301,4679.564849920034,1608.9034362127782,3144.2341430664064,6.141002942534804,6.307737509629901,,,0,1
2020-04-03,2309.9687249007065,2151.63094369844,2175.72900390625,6172672,4546.693057018455,1536.8772310674824,3041.7851440429686,6.201514561759666,6.10028050385915,,,0,1
2020-04-07,2253.099184352465,2051.5424112990618,2220.919189453125,11161478,4369.705398880248,1509.119601119752,2939.4125,10.394997764704577,7.579171756333015,,,0,1
2020-04-08,2339.8327934381223,2113.2907563399554,2299.32421875,9109339,4179.961051504663,1512.2933430265864,2846.127197265625,17.355883232372495,11.317465186278914,,,0,1
2020-04-09,2529.217535172435,2333.0324814744945,2515.12353515625,7193246,4004.118049871905,1542.7641522765323,2773.4411010742188,48.41237093851367,25.387750645196913,,,0,1
2020-04-13,2483.7312175404677,2233.337552027732,2254.38037109375,8183199,3799.9378217857675,1575.1184282142324,2687.528125,21.381800858576653,29.050018343154274,,,0,1
2020-04-15,2333.9191139365826,2137.191713994213,2151.03955078125,9333628,3643.426156521054,1578.6735993383213,2611.0498779296877,10.532083132950543,26.77541831001362,,,0,1
2020-04-16,2217.61755041174,2091.4597519883164,2188.04931640625,7246740,3377.3489595521114,1673.9893461119511,2525.669152832031,14.449682476229095,15.454522155918765,,,0,1
2020-04-17,2341.705344632442,2203.0303830636976,2274.930419921875,10191546,3142.3510372498617,1774.5405154845134,2458.4457763671876,23.64631877824914,16.20936146247626,,,0,1
2020-04-20,2311.7429408376374,2232.401518225218,2275.029052734375,5403177,2928.5823624594386,1876.2850203530618,2402.43369140625,23.656759369670088,20.584253541382775,,,0,1
2020-04-21,2178.1930349781223,2054.9920714612604,2069.52978515625,7383985,2814.523063424443,1895.568245169307,2355.045654296875,1.904019731555013,16.402365959824746,,,0,1
2020-04-22,2138.7685084334635,1993.2435211126206,2117.33154296875,9062723,2765.2938503583523,1885.8728488603979,2325.583349609375,23.151872777600985,16.23755062627536,,,0,1
2020-04-23,2187.16209211403,2081.6034136646604,2141.183349609375,7144006,2637.2167319734695,1937.1267494718427,2287.171740722656,27.60205245328264,17.552648320812878,,,0,1
2020-04-24,2083.082040700605,1941.696652943088,1947.807373046875,10494451,2654.0839951945763,1891.6867567585489,2272.8853759765625,1.0400856018257212,17.26467027756978,,,0,1
2020-04-27,2054.992305996265,1888.079645636669,2014.6317138671875,14495247,2641.149514792139,1862.2253265164552,2251.687420654297,19.738666251990203,16.126934769032854,,,0,1
2020-04-28,2211.8024387778137,2005.711762863759,2196.03271484375,14756344,2598.0657157184282,1870.0736519573534,2234.069683837891,48.032267977495934,22.937006610437283,,,0,1
2020-04-29,2340.8184645989445,2168.3864325636564,2263.39892578125,15060154,2480.389445594945,1938.740571494899,2209.565008544922,58.539556976790365,42.103497068758834,,,0,1
2020-04-30,2384.1356968157706,2258.174984681846,2284.7373046875,8883305,2434.223586231905,1962.8090919907518,2198.5163391113283,61.86776129204314,56.14652874877648,,,0,1
2020-05-04,2170.50552661383,1999.3548222772445,2049.71923828125,7312745,2435.301005259748,1945.7204669082207,2190.5107360839843,27.136601373845902,49.18130654755979,,,0,1
2020-05-05,2104.2725057977837,1968.2586389124936,1973.5316162109375,11521209,2443.352407225445,1916.631284180805,2179.991845703125,17.226273194562022,35.41021195348369,,,0,1
2020-05-06,2101.2172684098423,1924.2514520361585,2075.9365234375,13149696,2441.8053718869182,1907.0311027224564,2174.4182373046874,37.87009096135489,27.410988509920937,,,0,1
2020-05-07,2138.621143827938,2018.8697982138967,2030.8941650390625,7770204,2442.1517147036107,1892.2012760190462,2167.1764953613283,28.78999642538986,27.96212019376892,,,0,1
2020-05-08,2099.3446287042866,1985.999730910393,1995.01806640625,6966375,2439.9691554890987,1871.79372292887,2155.8814392089844,21.557729316151555,29.405938900965435,,,0,1
2020-05-11,2062.5811691671056,1966.5830762056964,1986.048828125,7654990,2425.5477302032245,1854.8876091522436,2140.217669677734,19.74961947454584,23.36578173869575,,,0,1
2020-05-12,2050.064284350169,1948.6452146818856,2039.9124755859375,10336527,2343.533896096678,1889.3803373017593,2116.4571166992187,30.607998751022,23.97178251390646,,,0,1
2020-05-13,2207.7121119652516,2114.128700816717,2129.94775390625,9441185,2328.0298611723183,1892.4411105073696,2110.235485839844,48.75822151441797,33.03861324666193,,,0,1
2020-05-14,2226.4385227179437,2066.6223263273187,2081.603515625,14307531,2324.032424781523,1889.49494338254,2106.7636840820314,39.01250060922227,39.459573624887405,,,0,1
2020-05-15,2105.8497632391754,2026.40967674257,2056.42138671875,8026726,2315.044691201844,1885.3198839934685,2100.1822875976563,33.93603216449848,40.56891809604624,,,0,1
2020-05-18,2063.3206912815726,1898.2807060583232,1910.6993408203125,10820571,2296.2118485288574,1867.7296187562986,2081.970733642578,2.55603729471394,25.168190022811558,1910.6993408203125,,1,1
2020-05-19,1974.7143532325179,1894.5350706772235,1936.6697998046875,9413514,2268.257599115852,1861.8479428763355,2065.052770996094,8.605938570744534,15.032669343318979,,,0,1
2020-05-20,2030.3520642060666,1907.1510894362812,2013.399658203125,16318508,2266.7371246479834,1857.755404648891,2062.2462646484373,24.277866730559527,11.81328086533933,,,0,1
2020-05-21,2047.6494527611803,1946.0825248265458,1961.5565185546875,9879542,2261.9585218362763,1846.956505019192,2054.4575134277343,20.193055379623267,17.69228689364244,,,0,1
2020-05-22,1978.1148010942466,1838.4048992232404,1868.0224609375,16195094,2259.900498279383,1821.6984397088981,2040.7994689941406,7.632730753463666,17.367884287882152,,,0,1
2020-05-26,1905.918921986325,1795.3337843085392,1802.676513671875,9869295,2274.1679251800692,1792.917926870712,2033.5429260253907,1.7032355966272628,9.84300724323806,,,0,1
2020-05-27,1917.9928029291077,1757.338729508016,1908.5802001953125,17335246,2275.2104343005776,1781.2702663830162,2028.2403503417968,32.240788181207776,13.858918177099563,,,0,1
2020-05-28,1954.4600911481755,1899.2660593255341,1919.6680908203125,9051775,2252.6335881924774,1776.2106500887726,2014.422119140625,34.60444102981136,22.84948826921546,,,0,1
2020-05-29,1951.5033327603624,1863.7842435605278,1925.5325927734375,10361847,2207.662373367657,1787.3952316128114,1997.5288024902343,35.85460187788928,34.233277029636135,,,0,1
2020-06-01,2194.3571318638055,1968.3081250236019,2129.750732421875,18915983,2163.612080464821,1815.9468672890853,1989.779473876953,79.388652117184,49.94923167496154,,,0,1
2020-06-02,2340.81816559461,2129.7503838823736,2312.4326171875,23442470,2227.9745695222027,1777.8557161223287,2002.9151428222656,95.13512445314399,70.12612614940575,,,0,1
2020-06-03,2460.914827423768,2363.487404270533,2377.187255859375,18705176,2302.821517899555,1743.3743317098197,2023.0979248046874,88.09971347627858,87.54116334886885,,,0,1
2020-06-04,2418.3365713155326,2244.0319698399494,2279.76025390625,16315350,2335.098234888483,1731.4799877677672,2033.289111328125,74.25231271298672,85.82905021413643,,,0,1
2020-06-05,2374.3289974929717,2242.25756301225,2355.947509765625,15850039,2384.0457384258125,1715.0378187030935,2049.541778564453,85.08088635058887,82.47763751328472,,,0,1
2020-06-08,2511.0328245516707,2439.9213214133124,2471.1650390625,14992503,2455.8475104483177,1690.850743946214,2073.3491271972657,94.71034923169174,84.6811827650891,,,0,1
2020-06-09,2498.515856151662,2380.5386466907116,2408.431396484375,12373077,2502.463933074464,1686.4725781560048,2094.4682556152343,86.38686056557827,88.72603204928629,,,0,1
2020-06-10,2434.4511819969125,2366.4442461435574,2400.595458984375,8961443,2541.6803624040317,1683.3244471662804,2112.502404785156,85.34718975595807,88.81479985107603,,,0,1
2020-06-11,2423.609632704511,2286.708802569485,2305.238037109375,10042767,2559.0187150690153,1683.5151228216098,2121.2669189453127,72.6951837893362,81.47641137029085,,,0,1
2020-06-12,2434.4513748461263,2167.3516491038995,2414.886962890625,16802457,2594.304015485324,1681.5581671318637,2137.9310913085938,87.24338398120568,81.76191917549998,,,0,1
2020-06-15,2394.977646978952,2297.451802419063,2317.55810546875,12070346,2612.4557412819695,1689.5201132102184,2150.987927246094,74.3298082928838,78.08945868780854,,,0,1
2020-06-16,2420.061249506045,2252.113779854321,2330.96240234375,12914351,2625.6055303105577,1718.3966303339741,2172.001080322266,72.17909355132525,77.91742860847158,,,0,1
2020-06-17,2390.09898445244,2298.4867849057177,2361.516357421875,9650279,2640.187708223125,1746.299108183125,2193.243408203125,76.89968405943223,74.46952863454709,,,0,1
2020-06-18,2505.119269947154,2338.8472840170452,2489.595947265625,12738268,2674.2757626174307,1759.8306826950693,2217.05322265625,96.05013788672483,81.70963849916076,,,0,1
2020-06-19,2675.4813807272935,2523.155665381338,2659.760986328125,18603826,2733.044742763335,1770.8821493265093,2251.963446044922,97.1193876671741,90.0230698711104,,,0,1
