Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,kc_middle,kc_upper,kc_lower,rsi_14,buy_price,sell_price,bb_kc_rsi_signal,position
2020-01-28,4178.2442662591975,4081.040252667438,4142.84375,1052764,4226.993301648537,4087.8717529296873,3948.750204210837,4091.8190654754935,4242.72732925141,3940.9108016995774,59.92256446105769,,,0,1
2020-01-29,4369.996776172494,4144.908604410931,4345.4130859375,4581413,4275.535405702836,4097.10048828125,3918.665570859665,4110.656538223981,4295.632201244487,3925.6808752034754,73.34482163604991,,,0,1
2020-01-30,4410.314278694566,4272.498199438314,4291.6240234375,3577774,4298.80761725546,4102.914575195313,3907.021533135165,4123.75005430383,4318.781645410952,3928.7184631967098,66.9344893808206,,,0,1
2020-01-31,4346.494898533865,4261.631711084887,4293.197265625,1736927,4324.943892773698,4111.393505859375,3897.843118945052,4135.714128332961,4327.969108510668,3943.4591481552543,67.02526697392523,,,0,1
2020-02-03,4304.013905539641,4179.424055861266,4286.75634765625,1094181,4338.564174892824,4129.224047851562,3919.883920810301,4146.139048033955,4344.579927296822,3947.698168771088,66.2236746077654,,,0,1
2020-02-04,4474.231591118894,4304.259862006459,4443.99365234375,1958323,4387.943091272936,4154.378088378906,3920.8130854848764,4166.266206218402,4383.7232100000865,3948.809202436717,74.30321019468742,,4443.99365234375,-1,0
2020-02-05,4464.3492565058295,4403.086411181601,4452.794921875,1285631,4432.359819251857,4177.892407226563,3923.4249952012683,4185.2492304638445,4392.557376951627,3977.941083976062,74.66847659159215,,,0,0
2020-02-06,4599.952540057437,4449.647767505155,4588.64404296875,1846477,4511.352521174969,4204.548510742187,3897.744500309405,4211.485975231974,4428.700303443367,3994.271647020582,79.50988247139749,,,0,0
2020-02-07,4608.852152321455,4549.064805347268,4576.794921875,950326,4571.899096404021,4229.596838378906,3887.294580353791,4234.838795120827,4441.749945534614,4027.9276447070397,78.10765721694018,,,0,0
2020-02-10,4655.167100717425,4562.732435008206,4643.12109375,1160879,4639.363197800905,4256.995324707032,3874.6274516131584,4260.519951902727,4465.117968853954,4055.921934951501,80.21141130295175,,,0,0
2020-02-11,4705.318454344442,4657.134420015732,4670.26220703125,1167429,4702.966763491062,4284.349621582031,3865.7324796730004,4285.905020197146,4482.127665883223,4089.6823745110682,81.01536741014124,,,0,0
2020-02-12,4702.564742414764,4643.367029144513,4689.28955078125,882964,4761.391931925413,4311.954626464843,3862.517321004274,4310.5430252167835,4498.674244546492,4122.4118058870745,81.58034875718454,,,0,0
2020-02-13,4720.6586687420295,4656.150969002056,4715.49609375,681039,4817.081824230187,4340.230773925781,3863.3797236213754,4334.9483583874035,4516.95779300082,4152.938923773987,82.35904874345903,,,0,0
2020-02-14,4734.8183758152745,4688.601041721127,4702.1220703125,731118,4862.386782076677,4367.272839355469,3872.158896634261,4356.800454882015,4529.566771345764,4184.034138418267,80.48896045325341,,,0,0
2020-02-17,4718.101990078485,4670.950278546898,4697.107421875,716484,4895.065420811823,4397.955773925782,3900.84612703974,4376.815510438117,4541.511066811248,4212.119954064985,79.75767594327745,,,0,0
2020-02-18,4692.485958030516,4623.307355596168,4678.76806640625,728611,4915.366932287936,4428.410070800781,3941.453209313626,4394.378137195919,4557.320260019072,4231.436014372767,77.00229294618987,,,0,0
