Date,High,Low,Close,Volume,plus_di,minus_di,adx,rsi_14,buy_price,sell_price,adx_rsi_signal,position
2020-01-27,704.2326498919399,694.9003437209078,698.220458984375,3741610,26.37939268315746,12.27628360546297,34.67438774109122,94.13667716046439,,,0,0
2020-01-28,701.5406807454825,692.746756193264,698.1307983398438,5121009,25.166512760562966,13.27578959789038,34.95555055021717,94.03997879557282,,,0,0
2020-01-29,711.4114942154214,703.7392443605086,708.6297607421875,6832757,30.2035760359518,12.192858133381769,34.39095840810039,94.72347690371438,,,0,0
2020-01-30,708.6295898941595,698.1306982595326,700.5535278320312,3859680,27.978182029938488,15.313193865990687,35.53219438074723,86.50523293294881,,700.5535278320312,-1,0
2020-01-31,704.3673229646789,692.3877963578303,696.291259765625,6092028,29.366849476792172,20.724711319488506,34.48524294781588,82.44008425036436,,,0,0
2020-02-03,709.7512473969214,686.0165879773949,688.618896484375,6416745,28.324496225479812,21.854360418109316,32.091027664254376,75.55701806471795,,,0,0
2020-02-04,708.8090737195471,691.0416932464605,706.969482421875,5771311,24.70623275311996,19.062613183378314,29.631217621260408,79.88322540231552,,,0,0
2020-02-05,705.3094551319828,694.9003298647284,704.00830078125,6310409,22.476261827716808,17.342032243907795,27.601686939254424,77.49952335333508,,,0,0
2020-02-06,706.0273714113257,690.9520645922652,692.1634521484375,7341622,20.43539758662092,17.936031806438873,25.85026706492691,68.67224586004532,,,0,0
2020-02-07,698.8934910632885,691.849391411247,697.5026245117188,2853344,19.084036502897998,16.749949897491494,23.711092171563823,70.31364332510717,,,0,0
2020-02-10,698.1306471234184,690.7275907753873,693.8234252929688,3827682,17.657236057608802,16.215884103276178,21.86316126012339,67.68203091973146,,,0,0
2020-02-11,699.1178009183932,690.2341648722897,694.1375732421875,4312817,17.34308046958346,15.657962927091948,20.058387009930755,67.79287179164312,,,0,0
2020-02-12,702.8417131088952,695.528368555995,700.8675537109375,2948825,18.906884935199372,14.833159182965424,18.61700576455529,70.15443682040349,,,0,0
2020-02-13,712.4881921914445,701.8995876946013,710.9178466796875,4387430,23.761386705108205,13.65159843664695,18.086025420238446,73.30265992431123,,,0,0
2020-02-14,717.1544691744081,704.0532662802632,705.71337890625,5321680,24.396495847821463,12.301127879740768,18.971124462878894,69.23013999236123,,,0,0
2020-02-17,711.9945731038372,702.8865484160787,708.4052124023438,2929629,22.447607095847648,12.058182583461257,20.245143773367435,70.15375243321631,,,0,0
2020-02-18,717.0197322868202,703.2007249808203,715.7634887695312,5083346,23.7942669864233,11.086933735355023,21.178926435668206,72.57696933118308,,,0,0
2020-02-19,722.2242651430282,714.4174489257409,718.2760009765625,3985192,25.60233975135679,10.3925570218064,22.57059891525113,73.3719537607545,,,0,0
