Date,High,Low,Close,Volume,upper_bb,middle_bb,lower_bb,%k,%d,buy_price,sell_price,bb_stoch_signal,position
2020-01-28,968.7488441324361,950.7905751371902,960.8970947265625,1904690,981.0528379854886,906.8504212918551,943.9516296386719,,,,,0,1
2020-01-29,990.5980223574272,962.66293932389,987.1310424804688,5019130,988.0782971920129,904.9710009036902,946.5246490478515,,,,,0,1
2020-01-30,992.6930590188953,958.108452909562,961.7300415039062,4128250,989.2978685075226,905.0888136213836,947.1933410644531,,,,,0,1
2020-01-31,968.5492124729724,938.8183152011244,941.9510498046875,3295410,989.2832208334382,906.0567388833585,947.6699798583984,,,,,0,1
2020-02-03,921.3589226471759,886.4400679718633,906.5084228515625,5025510,988.5361898780318,907.2372598289994,947.8867248535156,,,,,0,1
2020-02-04,960.258430121874,914.005931700229,951.279296875,4636970,986.0007728862054,914.1549888325446,950.077880859375,,,,,0,1
2020-02-05,966.154800307136,943.57726282542,956.916259765625,3245400,983.6242431574102,920.9801757879023,952.3022094726563,,,,,0,1
2020-02-06,968.6490348274094,953.7835554735524,959.7396850585938,2713430,984.0869725532474,922.7567408256588,953.4218566894531,,,,,0,1
2020-02-07,965.1221152730712,953.888212296737,960.0988159179688,1426260,984.2053436924549,925.1430571864513,954.6742004394531,,,,,0,1
2020-02-10,963.555751441793,950.8901779626391,960.4679565429688,1435280,984.6683070119989,926.3936131540167,955.5309600830078,,,,,0,1
2020-02-11,978.7255976808698,962.1141755646063,970.9037475585938,1955790,986.3189719027471,926.5063515835811,956.4126617431641,,,,,0,1
2020-02-12,981.8133862445227,966.2795382473244,974.91943359375,1885280,988.355951071172,926.292144631953,957.3240478515625,,,,,0,1
2020-02-13,977.2290323391115,966.6536327631402,969.467041015625,1366300,989.2876451427647,926.3087476795009,957.7981964111328,,,,,0,1
2020-02-14,977.2290062647561,963.0669103981229,966.80322265625,1392370,988.9968468003858,926.3551124281298,957.6759796142578,75.63378112227885,,,,0,1
2020-02-17,976.2563504764591,949.2491039591437,950.67578125,1754010,988.9159398508853,925.9980371998961,957.4569885253907,60.455440025874964,,,,0,1
2020-02-18,954.2773644643104,939.4168789892304,950.7406005859375,2663840,988.9127073958952,925.9533814712923,957.4330444335938,60.516444742352824,65.53522196350221,,,0,1
2020-02-19,975.7325378401523,955.7789072094744,973.6024780273438,2211320,990.6778410034947,926.2948518675992,958.4863464355469,91.39077011695758,70.78755162839512,,,0,1
2020-02-20,980.4765220283072,967.1275382154125,968.7188110351562,1670200,991.6721836148625,927.0514430941217,959.3618133544921,86.270190188905,79.39246834940514,,,0,1
2020-02-24,965.7557702750943,942.6395050967279,944.4951782226562,1993290,991.4977639291991,925.5612387563477,958.5295013427734,44.96444635377198,74.20846888654485,,,0,1
